N	2gram	Potebnia_M_3	FransuaR
1	и в	30	40
2	то есть	34	18
3	и его	4	17
4	прежде всего	3	16
5	в этом	10	15
6	мы уже	2	13
7	не только	21	13
8	в его	4	13
9	и не	15	13
10	вовсе не	7	12
11	что в	17	12
12	как и	10	11
13	но и	19	11
14	таким образом	14	10
15	как мы	7	10
16	и т.п	1	10
17	в сущности	1	9
18	он не	4	9
19	в них	5	9
20	может быть	28	9
21	и все	3	9
22	и до	2	8
23	той же	2	8
24	и на	3	8
25	отношение к	2	8
26	все эти	1	8
27	и с	2	8
28	во время	2	8
29	в том	32	8
30	у него	2	8
31	но в	1	8
32	то же	23	7
33	в своем	5	7
34	в виду	1	7
35	в ту	1	7
36	в одном	2	7
37	этот образ	4	7
38	во всех	1	6
39	в самом	8	6
40	в этих	1	6
41	в то	10	6
42	же время	5	6
43	связи с	2	6
44	связь с	3	6
45	мы еще	1	6
46	он говорит	2	6
47	в своей	2	6
48	к этому	3	6
49	в нем	9	5
50	так сказать	2	5
51	те же	6	5
52	мы видим	2	5
53	для него	9	5
54	то что	18	5
55	не было	4	5
56	а не	15	5
57	на год	1	5
58	жизни и	2	4
59	в ней	8	4
60	в истории	1	4
61	в мире	1	4
62	было бы	9	4
63	ни в	2	4
64	том что	18	4
65	в эту	1	4
66	в их	2	4
67	даже в	2	4
68	того чтобы	3	4
69	в области	2	4
70	о том	2	4
71	и о	2	4
72	так в	2	4
73	особенно в	1	4
74	и здесь	1	4
75	один из	4	4
76	только на	3	4
77	из них	6	4
78	так как	13	4
79	и даже	2	4
80	до сих	3	4
81	не видит	1	4
82	и потому	4	4
83	в данном	1	4
84	сих пор	3	4
85	все это	4	4
86	видно что	1	4
87	самом деле	2	3
88	на самом	1	3
89	в приведенном	2	3
90	и есть	3	3
91	его связь	1	3
92	только для	1	3
93	он был	1	3
94	с его	1	3
95	по отношению	5	3
96	отличие от	1	3
97	в этой	2	3
98	и как	5	3
99	и наконец	2	3
100	было ни	1	3
101	в себе	16	3
102	мы чувствуем	1	3
103	при этом	3	3
104	для понимания	4	3
105	об этом	2	3
106	но именно	1	3
