N	3gram	Losev_Prob_4	Literetu
1	в то же	2	7
2	к тому же	2	5
3	не говоря уже	2	4
4	в данном случае	5	4
5	с одной стороны	1	4
6	о том что	3	4
7	в том что	8	4
8	в том числе	1	3
9	с точки зрения	11	3
10	говоря уже о	1	3
11	то же самое	6	2
12	бы то ни	1	2
13	в третьем лице	1	2
14	том числе и	1	2
15	и в частности	2	2
16	в том чтобы	2	2
17	не только в	4	2
18	то ни было	1	2
19	с другой стороны	6	2
20	и вместе с	1	2
21	и тем самым	1	2
22	той или иной	11	2
23	на то что	1	2
24	не сомневается в	1	2
25	говоря уже об	1	1
26	что иное как	2	1
27	в чистом виде	2	1
28	хотя и не	2	1
29	в той или	7	1
30	здесь может быть	1	1
31	как будто на	1	1
32	на самом деле	3	1
33	то что к	2	1
34	о том как	1	1
35	как будто бы	2	1
36	что он с	1	1
37	только в том	3	1
38	хотя бы и	2	1
39	вместе с тем	3	1
40	самое можно сказать	1	1
41	как это будет	1	1
42	в первую очередь	1	1
43	в себе и	2	1
44	то что в	1	1
45	жизни но не	1	1
46	и т п	1	1
47	почти никогда не	1	1
48	и тем не	3	1
49	и то что	1	1
50	ту или иную	1	1
51	по мнению автора	1	1
52	не что иное	2	1
53	содержит в себе	8	1
54	на первый взгляд	1	1
55	стало для меня	1	1
56	и только в	2	1
57	действительность в ее	1	1
58	не только для	2	1
59	это и есть	1	1
60	в связи с	3	1
61	не тем что	1	1
62	вопрос о том	1	1
63	том что они	1	1
64	мы все время	2	1
65	для того чтобы	2	1
66	сказать и о	1	1
67	этой точки зрения	1	1
68	более или менее	2	1
69	только на то	1	1
70	в свою очередь	1	1
71	ничего общего с	2	1
72	а не просто	1	1
73	начало и конец	1	1
74	но и для	1	1
75	не только не	4	1
76	же самое можно	2	1
77	вольно или невольно	1	1
78	с этой точки	1	1
79	опыта но в	1	1
80	или иной мере	3	1
81	по себе но	1	1
82	но отнюдь не	1	1
83	к тому что	1	1
84	легко может быть	1	1
85	сама по себе	2	1
86	тем не менее	10	1
87	это не только	1	1
88	и подобные им	1	1
89	и не имеет	1	1
