N	3gram	Propp_Isto_5	Komedia
1	до сих пор	2	9
2	в том что	2	9
3	в самом деле	1	6
4	для того чтобы	3	6
5	в свою очередь	1	6
6	в то же	1	4
7	лет тому назад	1	4
8	о том что	4	4
9	то же время	1	4
10	с самого начала	1	4
11	по отношению к	2	3
12	о том как	2	3
13	с точки зрения	1	3
14	вместе с тем	6	3
15	в связи с	4	3
16	во всяком случае	1	3
17	с одной стороны	7	3
18	тем не менее	4	3
19	состоит в том	1	2
20	в этом случае	7	2
21	не мешает ему	1	2
22	что он не	1	2
23	наряду с этим	2	2
24	только для того	1	2
25	то время как	1	2
26	т е в	3	2
27	с другой стороны	8	2
28	то обстоятельство что	1	2
29	в то время	1	2
30	но все же	4	2
31	что и в	2	2
32	к этому же	1	1
33	потому что он	2	1
34	что девушку в	1	1
35	в виду что	1	1
36	мы опять не	1	1
37	подобно тому как	1	1
38	в том числе	1	1
39	а с точки	1	1
40	в соответствии с	1	1
41	опять не знаем	1	1
42	одной стороны и	1	1
43	так что он	1	1
44	в зависимости от	1	1
45	еще не был	1	1
46	в отличие от	1	1
47	до н э	1	1
48	много лет тому	1	1
49	но и здесь	1	1
50	на то что	2	1
51	со своими мужьями	1	1
52	с этой точки	1	1
53	даже если бы	1	1
54	здесь мы видим	1	1
55	к ней и	1	1
56	только что и	1	1
57	обращает на себя	1	1
58	в том чтобы	2	1
59	его роль в	1	1
60	его на своей	1	1
61	он понимает что	1	1
62	только один из	1	1
63	к себе в	1	1
64	в некоторых случаях	2	1
65	в ином порядке	1	1
66	то что он	1	1
67	но вместе с	3	1
68	того как эти	1	1
69	этой точки зрения	1	1
70	из них является	1	1
71	можно сказать что	1	1
72	на вопрос почему	1	1
73	что у него	1	1
74	надо прежде всего	1	1
75	вопрос о том	1	1
76	как мы знаем	1	1
77	делает вид что	3	1
78	после того как	3	1
79	друг с другом	2	1
80	брак с дочерью	1	1
81	том числе и	1	1
82	и т д	18	1
