N	2gram	Tiupa_Hudo_1	Problema
1	и не	15	28
2	то есть	18	27
3	не только	16	24
4	только в	5	23
5	вовсе не	2	21
6	и в	19	20
7	в том	18	20
8	ни в	5	17
9	все эти	2	16
10	то что	4	15
11	потому что	3	15
12	точки зрения	10	14
13	у нас	1	14
14	той или	4	14
15	было бы	1	14
16	но и	10	14
17	также и	1	13
18	перед нами	1	13
19	не в	7	13
20	или иной	7	13
21	в нашем	2	12
22	в себе	9	12
23	том что	8	12
24	не есть	1	12
25	с точки	3	11
26	по себе	2	11
27	прежде всего	4	11
28	как будто	1	11
29	едва ли	1	10
30	отнюдь не	2	10
31	тем не	3	10
32	и его	12	10
33	не менее	3	10
34	так и	11	10
35	в качестве	24	10
36	не является	4	10
37	в этом	11	9
38	может быть	14	9
39	и даже	1	9
40	все это	2	9
41	но в	7	8
42	содержит в	1	8
43	таким образом	3	8
44	если бы	3	8
45	что он	3	8
46	в той	3	8
47	в результате	1	8
48	то же	10	7
49	еще не	3	7
50	это не	2	7
51	здесь не	2	7
52	и тем	2	7
53	есть в	2	7
54	с другой	7	7
55	именно в	2	7
56	сказать что	4	7
57	а не	9	7
58	и потому	2	7
59	такого рода	10	7
60	есть не	1	6
61	мы имеем	6	6
62	а только	4	6
63	только при	1	6
64	при этом	13	6
65	об этом	2	6
66	художественный образ	1	6
67	как и	2	6
68	в данном	4	6
69	но если	1	6
70	и без	1	6
71	по крайней	1	6
72	в каком	2	6
73	же самое	1	6
74	в виду	5	6
75	а также	5	6
76	крайней мере	1	6
77	так что	1	6
78	в одно	2	6
79	по своему	2	6
80	и от	1	6
81	другой стороны	5	6
82	в таком	1	6
83	действительности и	1	5
84	но не	11	5
85	как в	2	5
86	хотя и	3	5
87	в нем	5	5
88	в них	2	5
89	в этих	3	5
90	только и	1	5
91	когда мы	1	5
92	и о	3	5
93	в ее	5	5
94	о том	2	5
95	можно сказать	5	5
96	жизни и	1	5
97	уже не	4	5
98	если мы	2	5
99	так как	1	5
100	случае не	2	5
101	известного рода	2	5
102	человеческой жизни	2	5
103	не может	7	5
104	вместе с	1	5
105	так же	2	5
106	не существует	1	5
107	или в	2	5
108	живое существо	1	4
109	это и	1	4
110	что его	1	4
111	человеческих отношений	2	4
112	и есть	1	4
113	в этой	2	4
114	что она	2	4
115	времени и	2	4
116	отчет в	1	4
117	в своей	5	4
118	в одном	2	4
119	в отношении	3	4
120	тем самым	4	4
121	отличается от	2	4
122	не имеет	1	4
123	в самой	2	4
124	как знак	1	4
125	здесь как	1	4
126	с ним	2	4
127	во всех	3	4
128	тем более	1	4
129	одной из	2	4
130	и ее	3	4
131	или даже	3	4
132	что не	1	4
133	как бы	9	4
134	в художественном	4	4
135	как раз	3	4
136	тех или	2	4
137	и для	2	4
138	у достоевского	1	4
139	же в	1	4
140	а в	12	4
141	в то	6	4
142	в какой	2	4
143	но она	2	3
144	в каждой	1	3
145	и на	2	3
146	эти символы	1	3
147	коем случае	2	3
148	но как	2	3
149	в истории	1	3
150	же и	1	3
151	в своем	2	3
152	и к	3	3
153	бы и	1	3
154	имеем в	3	3
155	или иных	2	3
156	в другом	3	3
157	того или	3	3
158	с другими	4	3
159	этом смысле	3	3
160	из них	1	3
161	в жизни	2	3
162	как это	5	3
163	связи с	1	3
164	дело не	2	3
165	не всякий	1	3
166	казалось бы	1	3
167	в коем	2	3
168	имеем дело	2	3
169	и является	1	3
170	в области	6	3
171	к тому	4	3
172	себе в	1	3
173	как мы	1	3
174	к нему	3	3
175	том или	1	3
176	в его	9	3
177	что и	2	3
178	тоже является	1	3
179	без этого	1	3
180	только к	1	3
181	здесь мы	1	3
182	для него	4	3
183	тем что	1	3
184	для того	2	3
185	не было	1	3
186	еще и	1	3
187	если не	1	3
188	в связи	1	3
189	о себе	2	3
190	к его	2	3
191	из которых	1	3
192	для искусства	2	3
193	или иного	3	3
194	и более	2	3
195	в условиях	1	3
196	только для	1	3
197	не прямо	1	3
198	иной мере	1	3
199	и как	3	3
200	все они	1	3
201	из этого	2	3
202	что в	6	3
203	точно так	1	3
204	которая не	1	3
205	чтобы не	1	2
206	и весьма	2	2
207	и то	4	2
208	или к	1	2
209	бы для	1	2
210	даже сказать	1	2
211	по преимуществу	2	2
212	и больше	2	2
213	в которой	2	2
214	они могут	1	2
215	говорить о	3	2
216	не вполне	2	2
217	которое в	1	2
218	нет в	1	2
219	между собой	2	2
220	иное как	1	2
221	столь же	1	2
222	в чем	2	2
223	за пределы	2	2
224	что они	1	2
225	сама по	2	2
226	и где	1	2
227	говорит что	2	2
228	более или	5	2
229	символы не	1	2
230	человеческая жизнь	1	2
231	то в	2	2
232	со своей	3	2
233	что это	1	2
234	в известном	1	2
235	тому же	1	2
236	если он	1	2
237	на его	1	2
238	он не	4	2
239	с ее	5	2
240	на земле	1	2
241	можно даже	1	2
242	не будет	2	2
243	и может	1	2
244	тем оно	1	2
245	его в	2	2
246	весь мир	1	2
247	смысле не	1	2
248	далеко не	2	2
249	речь о	1	2
250	и тоже	1	2
251	или менее	5	2
252	в котором	1	2
253	однако этот	1	2
254	мы находим	1	2
255	при условии	2	2
256	не могли	1	2
257	однако в	4	2
258	бы быть	1	2
259	того же	2	2
260	некоторого рода	1	2
261	дело в	1	2
262	но только	1	2
263	того чтобы	2	2
264	и по	2	2
265	и притом	3	2
266	до того	1	2
267	однако это	1	2
268	в стихотворении	3	2
269	для себя	2	2
270	и это	2	2
271	здесь также	1	2
272	одном случае	1	2
273	каждая вещь	1	2
274	сравнении с	1	2
275	действия и	1	2
276	в пределах	3	2
277	и совершенно	1	2
278	для иллюстрации	1	2
279	можно только	1	2
280	для этого	1	2
281	остановимся на	1	2
282	и что	3	2
283	себе отчет	1	2
284	в значительной	1	2
285	это было	1	2
286	на всех	2	2
287	с его	6	2
288	в одноименном	1	2
289	по содержанию	1	2
290	в литературе	1	2
291	ни к	2	2
292	тот же	1	2
293	с ними	1	2
294	дело с	1	2
295	по этому	1	2
296	тот или	2	2
297	со всеми	1	2
298	себя в	7	2
299	свидетельствует о	1	2
300	является не	1	2
301	заключается в	2	2
302	за ним	1	2
303	от понятия	1	2
304	никто не	2	2
305	в конце	1	2
306	то время	1	2
307	в самом	5	2
308	не обязательно	2	2
309	а именно	2	2
310	и прежде	1	2
311	что иное	1	2
312	говорит о	1	2
313	была бы	3	2
314	в это	1	2
315	представить себе	1	2
316	поэтому не	1	2
317	к своему	1	2
318	либо в	2	2
319	действительность в	1	2
320	произведения искусства	4	2
321	от нас	1	2
322	каждой из	1	2
323	художественном смысле	1	2
324	как знаки	1	2
325	ни было	1	2
326	жизни в	2	2
327	меня в	1	2
328	в частности	13	2
329	в сравнении	1	2
330	не что	1	2
331	можно назвать	1	2
332	значения этого	1	1
333	и наиболее	1	1
334	на сердце	1	1
335	можно говорить	1	1
336	говоря о	3	1
337	одним из	1	1
338	для построения	1	1
339	предполагает как	1	1
340	таком случае	1	1
341	человека и	1	1
342	но чтобы	2	1
343	художественных произведений	1	1
344	ивана карамазова	1	1
345	нашему сознанию	1	1
346	не признает	1	1
347	перед лицом	3	1
348	от своей	1	1
349	к другому	1	1
350	достоевского в	1	1
351	в году	2	1
352	от художественного	1	1
353	же как	1	1
354	случае это	1	1
355	именно к	1	1
356	себе чтобы	1	1
357	искусства этот	1	1
358	не была	1	1
359	на свою	1	1
360	что можно	3	1
361	теории литературы	2	1
362	начало и	2	1
363	обращен к	1	1
364	на них	1	1
365	время в	1	1
366	бы то	1	1
367	слова эти	1	1
368	тем как	1	1
369	к нам	1	1
370	особенно если	1	1
371	а тем	1	1
372	жить и	2	1
373	не все	2	1
374	если в	1	1
375	отношение к	5	1
376	первых десятилетий	1	1
377	иной эстетической	2	1
378	говорилось выше	1	1
379	том чем	1	1
380	от одной	1	1
381	первый взгляд	1	1
382	если на	1	1
383	как к	2	1
384	разного рода	1	1
385	зрения логики	1	1
386	могли бы	1	1
387	это тоже	2	1
388	имеет в	1	1
389	в действительности	1	1
390	каждый такой	2	1
391	в противоположность	3	1
392	специальной теории	1	1
393	или иную	1	1
394	для которого	2	1
395	говорят о	1	1
396	в целом	3	1
397	таковы например	2	1
398	жизни так	1	1
399	бы не	1	1
400	из этих	3	1
401	может как	1	1
402	тоже не	1	1
403	это тот	1	1
404	с их	2	1
405	который всегда	1	1
406	для настоящей	1	1
407	говорит не	1	1
408	с художественной	3	1
409	и те	1	1
410	на то	1	1
411	но на	1	1
412	в единстве	1	1
413	в случае	1	1
414	с чем	1	1
415	в принципе	5	1
416	отношений между	1	1
417	в силу	1	1
418	но оказывается	1	1
419	мир как	1	1
420	что может	2	1
421	это происходит	1	1
422	себя самой	1	1
423	все с	1	1
424	одно и	3	1
425	то ни	1	1
426	тем в	1	1
427	не сможет	1	1
428	искусства в	4	1
429	дело здесь	1	1
430	и соответствующих	1	1
431	например с	1	1
432	чаще всего	1	1
433	к области	3	1
434	впечатлений в	1	1
435	рядом с	1	1
436	жизни то	2	1
437	преступлении и	1	1
438	не всегда	1	1
439	и некоторого	1	1
440	жизни но	2	1
441	как сказано	1	1
442	аллегории и	1	1
443	должно быть	1	1
444	и конец	2	1
445	являются наиболее	1	1
446	искусства может	2	1
447	на первый	1	1
448	в войне	2	1
449	будущей жизни	1	1
450	становится его	1	1
451	к окружающему	1	1
452	предполагает его	1	1
453	в такой	1	1
454	в их	5	1
455	на каждом	1	1
456	я люблю	1	1
457	себе а	1	1
458	не как	2	1
459	и доказать	1	1
460	оно стало	1	1
461	от его	1	1
462	нового содержания	1	1
463	любовь и	1	1
464	и каждая	1	1
465	войне и	2	1
466	этих моментов	1	1
467	которые в	1	1
468	и меньше	1	1
469	в своих	1	1
470	и предполагает	1	1
471	том же	1	1
472	в повести	2	1
473	даже в	3	1
474	мы встречаемся	1	1
475	тому что	2	1
476	и против	1	1
477	литературы как	3	1
478	к такой	2	1
479	без его	1	1
480	знаком и	1	1
481	которого он	1	1
482	у него	1	1
483	в уме	1	1
484	иметь в	1	1
485	и несет	1	1
486	никогда не	2	1
487	одном и	1	1
488	жизни не	1	1
489	объективная и	1	1
490	своей природе	2	1
491	по своей	7	1
492	его смысл	1	1
493	и мире	2	1
494	живые существа	1	1
495	ему и	1	1
496	конструкции но	1	1
497	является также	1	1
498	ничто не	1	1
499	даже самая	2	1
500	входят в	1	1
501	нового времени	2	1
502	и делает	1	1
503	в основе	4	1
504	бы несколько	1	1
505	перед ним	1	1
506	такой картины	1	1
507	искусства и	1	1
508	не могут	1	1
509	могут быть	4	1
510	сама жизнь	1	1
511	присутствуют в	1	1
512	числе и	1	1
513	всего в	1	1
514	жизни когда	1	1
515	в каждом	1	1
516	прошлом и	1	1
517	однако по	1	1
518	рода отношения	1	1
519	достоевского где	1	1
