N	3gram	Nazirov_Tv_1	Istorich
1	и т д	1	15
2	с другой стороны	1	7
3	до сих пор	1	5
4	в том что	6	5
5	тем не менее	2	5
6	что иное как	1	3
7	в данном случае	2	3
8	в связи с	1	3
9	не что иное	1	3
10	том что в	2	2
11	по отношению к	1	2
12	и в других	1	2
13	точно так же	2	2
14	таким образом и	1	2
15	с одной стороны	1	2
16	о том что	5	2
17	мы имеем в	1	2
18	как и в	1	2
19	к тому же	1	2
20	хотя и не	1	1
21	в чистоте и	1	1
22	в соответствии с	3	1
23	выясняется что он	1	1
24	жизни и с	1	1
25	сами по себе	1	1
26	а в этом	1	1
27	то это означало	1	1
28	на самом же	1	1
29	только то что	1	1
30	это вовсе не	1	1
31	вместе с тем	1	1
32	не только в	2	1
33	заключается в том	1	1
34	мы уже говорили	1	1
35	это означало бы	1	1
36	перед тем как	1	1
37	не означает что	1	1
38	в свою очередь	1	1
39	означало бы что	1	1
40	на самом деле	2	1
41	равно как и	1	1
42	с самого начала	3	1
43	и придал ей	1	1
44	можно сказать что	2	1
45	и к этому	1	1
46	самом же деле	1	1
47	в согласии с	1	1
