N	2gram	Vinokur_St_2	Psycholo
1	то что	11	37
2	и в	29	30
3	в том	27	27
4	что в	19	24
5	и что	6	23
6	потому что	9	23
7	том что	27	21
8	того чтобы	6	20
9	таким образом	10	20
10	все время	1	20
11	для того	7	20
12	как бы	5	19
13	на то	2	17
14	что он	13	17
15	не только	19	16
16	в трагедии	17	15
17	в этом	21	14
18	в самом	7	14
19	как раз	8	13
20	так же	3	13
21	в сущности	1	12
22	вместе с	7	12
23	может быть	2	11
24	если бы	2	11
25	как на	9	11
26	о том	17	10
27	и то	1	9
28	никогда не	3	9
29	так как	2	9
30	с другой	4	9
31	не может	2	9
32	сказать что	2	9
33	самом деле	3	8
34	что это	3	8
35	при этом	2	8
36	заключается в	1	8
37	с тем	7	8
38	не в	4	8
39	сущности говоря	1	8
40	к тому	10	8
41	и это	2	8
42	тому что	7	8
43	того что	5	8
44	а не	5	8
45	и т	9	7
46	то же	2	7
47	зависимости от	1	7
48	но не	3	7
49	все же	6	7
50	и как	2	7
51	в нем	4	7
52	точки зрения	5	7
53	по себе	3	7
54	в основе	1	7
55	этих двух	1	7
56	мы можем	1	7
57	действующих лиц	4	7
58	как это	2	7
59	в зависимости	1	6
60	в своем	9	6
61	говорит что	1	6
62	и если	1	6
63	что она	1	6
64	на этом	1	6
65	факт что	6	6
66	что все	1	6
67	как и	2	6
68	никак не	2	6
69	что с	2	6
70	у шекспира	4	6
71	и его	6	6
72	как будто	1	6
73	в совершенно	1	6
74	или в	1	6
75	и здесь	3	6
76	по мнению	1	6
77	и тем	1	6
78	уже в	1	6
79	тем что	3	6
80	но и	19	6
81	именно в	4	6
82	и не	9	6
83	и для	1	6
84	что оно	1	6
85	совершенно не	2	6
86	жизни и	1	6
87	еще не	1	5
88	по этому	2	5
89	о смерти	1	5
90	ответ на	1	5
91	что они	2	5
92	что именно	2	5
93	когда он	1	5
94	в себе	2	5
95	в этой	2	5
96	было бы	5	5
97	во внимание	2	5
98	несмотря на	2	5
99	сих пор	5	5
100	с и	2	5
101	только не	2	5
102	как мы	1	5
103	но в	8	5
104	искусства и	2	5
105	один из	1	5
106	в двух	1	5
107	только в	2	5
108	до сих	6	5
109	а с	3	5
110	и потому	2	5
111	бы в	1	5
112	другой стороны	3	5
113	в своих	1	5
114	в виду	7	4
115	в ней	7	4
116	друг к	1	4
117	как говорит	2	4
118	и к	4	4
119	сил в	1	4
120	в основу	1	4
121	к другу	1	4
122	в них	2	4
123	с такой	1	4
124	именно то	1	4
125	в своей	7	4
126	не могли	2	4
127	что эта	3	4
128	и именно	3	4
129	действующие лица	3	4
130	как она	1	4
131	у нас	3	4
132	по сравнению	1	4
133	мысль о	1	4
134	и совершенно	1	4
135	внимание на	4	4
136	этому поводу	2	4
137	в его	13	4
138	только что	2	4
139	этот вопрос	2	4
140	только на	1	4
141	в конце	2	4
142	должен был	4	4
143	говорит о	2	4
144	прежде всего	5	4
145	там где	2	4
146	в частности	4	4
147	тот факт	4	4
148	о чем	5	4
149	сравнению с	1	4
150	этой трагедии	1	4
151	в результате	2	4
152	от него	1	4
153	и все	1	4
154	а в	1	4
155	сам по	1	3
156	тем же	2	3
157	смысл этого	2	3
158	в их	3	3
159	по его	3	3
160	той же	1	3
161	смотреть на	1	3
162	мы не	1	3
163	и о	4	3
164	из того	1	3
165	в каждой	1	3
166	и на	6	3
167	в ее	2	3
168	как в	3	3
169	в которой	11	3
170	из этих	1	3
171	на его	2	3
172	он не	9	3
173	не как	1	3
174	так например	7	3
175	одно и	1	3
176	можно было	1	3
177	в другом	4	3
178	об этом	6	3
179	т д	6	3
180	меньше всего	3	3
181	эти два	1	3
182	ни в	3	3
183	повод для	1	3
184	и уже	1	3
185	в этих	3	3
186	одним и	1	3
187	вопрос о	6	3
188	нам только	1	3
189	но он	3	3
190	и вся	2	3
191	вовсе не	6	3
192	есть нечто	1	3
193	с теми	1	3
194	самого начала	3	3
195	одна из	1	3
196	иметь в	3	3
197	но только	1	3
198	этом отношении	9	3
199	в каком	2	3
200	не могут	1	3
201	что при	1	3
202	данном случае	1	3
203	с самого	3	3
204	так в	1	3
205	котором мы	1	3
206	что у	4	3
207	так и	9	3
208	времени и	4	3
209	что трагедия	3	3
210	именно потому	1	3
211	трагедии в	4	3
212	что и	2	3
213	мне кажется	3	3
214	тот же	1	3
215	так что	3	3
216	и насколько	1	3
217	для него	4	3
218	т п	3	3
219	у него	1	3
220	что на	3	3
221	со стороны	2	3
222	на этот	2	3
223	была бы	5	3
224	с которым	1	3
225	в данном	2	3
226	в той	5	3
227	действие и	1	3
228	героя в	1	3
229	не существует	1	3
230	для нас	1	3
231	целый ряд	1	3
232	хотя бы	3	3
233	в свою	1	3
234	и сейчас	3	3
235	в трех	1	3
236	и другие	2	3
237	по поводу	8	3
238	к этому	4	3
239	в таком	1	3
240	ту же	1	2
241	же как	3	2
242	того же	2	2
243	это и	1	2
244	основе трагедии	1	2
245	что когда	1	2
246	к другому	1	2
247	отношения между	1	2
248	по преимуществу	1	2
249	и до	1	2
250	едва ли	1	2
251	а как	4	2
252	оба эти	3	2
253	событий и	1	2
254	и он	3	2
255	он был	2	2
256	в последних	1	2
257	со словами	1	2
258	с его	2	2
259	в знаменитой	1	2
260	на самом	3	2
261	совсем не	1	2
262	по отношению	1	2
263	очевидно что	2	2
264	себе и	1	2
265	отличие от	2	2
266	в одной	2	2
267	с этим	3	2
268	и хотя	1	2
269	все эти	2	2
270	в ответ	1	2
271	к самому	1	2
272	как он	2	2
273	том чтобы	1	2
274	но все	7	2
275	в каждом	1	2
276	а затем	2	2
277	и с	4	2
278	говорил что	1	2
279	из них	3	2
280	материал для	3	2
281	только о	2	2
282	о которых	2	2
283	к которым	1	2
284	для чего	1	2
285	говорится о	1	2
286	это делает	1	2
287	в письме	5	2
288	в котором	7	2
289	с точки	2	2
290	его мнению	1	2
291	в отличие	2	2
292	и той	1	2
293	которые конечно	1	2
294	сами по	2	2
295	что есть	1	2
296	в отношении	2	2
297	в то	2	2
298	что ему	3	2
299	дело в	4	2
300	того как	7	2
301	совершенно правильно	1	2
302	чем не	1	2
303	в полной	2	2
304	замечательно что	1	2
305	нет ни	1	2
306	отличается от	1	2
307	все лица	1	2
308	трагедию в	4	2
309	на том	1	2
310	принять во	2	2
311	не с	1	2
312	еще в	2	2
313	и даже	3	2
314	ничего не	4	2
315	следует понимать	1	2
316	очень хорошо	2	2
317	можно сказать	1	2
318	связь между	1	2
319	в форме	1	2
320	которые он	1	2
321	стиха и	1	2
322	тех пор	1	2
323	как например	2	2
324	этом смысле	1	2
325	не свойственно	1	2
326	трагедии и	1	2
327	это очень	2	2
328	вернее сказать	1	2
329	их не	1	2
330	это же	1	2
331	в качестве	5	2
332	связи с	4	2
333	ни одного	3	2
334	речь в	1	2
335	не дает	2	2
336	в одном	6	2
337	нет в	1	2
338	представляют собой	1	2
339	чтобы показать	1	2
340	что тот	1	2
341	с той	2	2
342	себя и	1	2
343	обратить внимание	5	2
344	естественно что	1	2
345	на которых	1	2
346	до конца	3	2
347	и самый	2	2
348	характеров и	2	2
349	или с	2	2
350	именно поэтому	1	2
