N	3gram	Medvedev_F_2	Myshleni
1	в том что	2	21
2	с точки зрения	7	18
3	для того чтобы	3	10
4	с одной стороны	1	7
5	в высшей степени	4	7
6	в зависимости от	3	6
7	в связи с	10	6
8	во всяком случае	5	6
9	не может быть	10	6
10	на этот вопрос	1	5
11	в самом деле	5	4
12	из того что	1	4
13	в том чтобы	1	4
14	в учении о	1	4
15	в предисловии к	2	4
16	в отличие от	2	3
17	в собственном смысле	1	3
18	в данном случае	1	3
19	лежит в основе	1	3
20	смысле этого слова	1	3
21	мы не можем	1	3
22	по этому поводу	1	3
23	в этом отношении	7	3
24	здесь и теперь	4	2
25	более или менее	1	2
26	на самом деле	3	2
27	в этом смысле	2	2
28	в этом пункте	2	2
29	что он не	1	2
30	к тому чтобы	2	2
31	в своем развитии	1	2
32	с помощью которого	1	2
33	то что он	1	2
34	или во всяком	1	2
35	едва ли можно	1	2
36	сама по себе	1	2
37	и все те	1	1
38	может быть с	1	1
39	сводится к тому	1	1
40	прежде всего как	1	1
41	и есть его	1	1
42	не следует что	2	1
43	иметь в виду	1	1
44	они не способны	1	1
45	то несмотря на	1	1
46	что перед нами	1	1
47	имеем в виду	1	1
48	в этом последнем	1	1
49	по аналогии со	1	1
50	и в некоторых	1	1
51	один и тот	1	1
52	он не может	1	1
53	чтобы показать что	1	1
54	на первый план	2	1
55	до сих пор	1	1
56	сам по себе	3	1
57	не входит в	2	1
58	бы то ни	1	1
59	если мы обратимся	1	1
60	только то что	1	1
61	по мысли автора	1	1
62	а в связи	2	1
63	с тем что	5	1
64	и ее функции	1	1
65	или даже в	1	1
66	во всей его	1	1
67	лишь в процессе	1	1
68	в фонетическом и	1	1
69	бы сказать что	1	1
70	лишь постольку поскольку	2	1
71	по самому своему	1	1
72	то и другое	2	1
73	именно в этом	1	1
74	в том случае	2	1
75	речи в которой	1	1
76	в применении к	2	1
77	что в первый	1	1
78	только и может	2	1
79	все равно что	1	1
80	в ином направлении	2	1
81	не в том	3	1
82	сами по себе	2	1
83	в такой же	1	1
84	однако и здесь	1	1
85	и тот же	1	1
86	в учении об	1	1
87	все без исключения	2	1
88	не могут быть	4	1
89	не в связи	1	1
90	все более и	1	1
91	и тем самым	1	1
92	с наукой с	1	1
93	с другой стороны	3	1
94	он полагает что	1	1
95	что же это	1	1
96	той или другой	1	1
97	к действительности а	1	1
98	самому своему существу	1	1
99	том смысле что	2	1
100	она не может	1	1
101	том случае если	1	1
102	он был бы	1	1
103	в некоторых отношениях	1	1
104	оно не может	1	1
105	связи с этим	3	1
106	ничего общего с	1	1
107	дело идет о	2	1
108	с самого начала	2	1
109	подвести некоторые итоги	1	1
110	в отрыве от	1	1
111	более и более	1	1
112	с помощью которых	1	1
113	при известных условиях	2	1
114	но что же	1	1
115	же это не	1	1
116	мы имеем в	1	1
117	только в том	1	1
118	мы обратимся к	1	1
119	то что уже	1	1
120	в том смысле	3	1
121	по этому вопросу	1	1
122	как и в	1	1
123	при данных условиях	1	1
124	как мы видели	4	1
