N	2gram	Medvedev_F_3	Psycholo
1	то что	8	37
2	и в	27	30
3	в том	7	27
4	что в	8	24
5	и что	3	23
6	потому что	7	23
7	том что	4	21
8	того чтобы	5	20
9	таким образом	18	20
10	все время	6	20
11	для того	4	20
12	как бы	8	19
13	на то	1	17
14	что он	6	17
15	не только	9	16
16	если мы	7	16
17	в этом	18	14
18	в самом	11	14
19	в нас	2	13
20	как раз	8	13
21	так же	9	13
22	в сущности	2	12
23	с одной	1	12
24	одной стороны	1	12
25	вместе с	6	12
26	может быть	25	11
27	если бы	12	11
28	что мы	1	11
29	о том	4	10
30	и то	1	9
31	никогда не	5	9
32	увидим что	2	9
33	так как	9	9
34	с другой	6	9
35	для этого	2	9
36	не может	24	9
37	сказать что	3	9
38	мы увидим	2	9
39	самом деле	16	8
40	мы имеем	1	8
41	что это	3	8
42	при этом	8	8
43	с тем	7	8
44	не в	12	8
45	к тому	4	8
46	и это	2	8
47	тому что	3	8
48	того что	3	8
49	мы видим	1	8
50	а не	17	8
51	могут быть	4	8
52	и т	11	7
53	то же	15	7
54	зависимости от	5	7
55	но не	5	7
56	все же	6	7
57	и как	4	7
58	в нем	15	7
59	точки зрения	16	7
60	по себе	4	7
61	в основе	3	7
62	совершенно ясно	1	7
63	совершенно прав	1	7
64	мы можем	4	7
65	действующих лиц	2	7
66	героя и	2	7
67	как это	4	7
68	в зависимости	5	6
69	мы уже	3	6
70	в своем	2	6
71	и если	1	6
72	что она	2	6
73	на этом	2	6
74	факт что	1	6
75	ясно что	3	6
76	как и	14	6
77	никак не	3	6
78	и его	19	6
79	и здесь	1	6
80	о котором	1	6
81	и тем	3	6
82	уже в	4	6
83	тем что	5	6
84	но и	10	6
85	именно в	1	6
86	мы все	1	6
87	и не	30	6
88	и для	6	6
89	совершенно не	7	6
90	жизни и	4	6
91	в искусстве	7	6
92	прав когда	1	5
93	еще не	6	5
94	что они	5	5
95	что именно	5	5
96	в себе	3	5
97	в целом	4	5
98	в этой	2	5
99	материала и	3	5
100	было бы	6	5
101	был бы	2	5
102	сих пор	1	5
103	только не	2	5
104	же самое	3	5
105	как мы	8	5
106	но в	6	5
107	сводится к	5	5
108	искусства и	1	5
109	один из	1	5
110	в двух	1	5
111	дело с	3	5
112	только в	8	5
113	именно на	2	5
114	до сих	1	5
115	совершенно очевидно	1	5
116	и потому	5	5
117	эта теория	1	5
118	указывает что	1	5
119	художественное произведение	11	5
120	бы в	6	5
121	другой стороны	5	5
122	в своих	6	5
123	то это	1	4
124	в виду	3	4
125	в ней	5	4
126	в стихе	1	4
127	стороны и	2	4
128	мы говорили	1	4
129	в основу	2	4
130	есть не	1	4
131	в них	3	4
132	с такой	2	4
133	в своей	6	4
134	что эта	1	4
135	и именно	2	4
136	как она	1	4
137	у нас	3	4
138	мы найдем	1	4
139	и совершенно	1	4
140	в его	7	4
141	в него	3	4
142	это противоречие	2	4
143	не можем	2	4
144	только на	4	4
145	содержания и	4	4
146	в конце	3	4
147	содержание и	2	4
148	должен был	1	4
149	от того	2	4
150	говорит о	1	4
151	прежде всего	4	4
152	как ни	1	4
153	там где	7	4
154	в частности	1	4
155	тот факт	1	4
156	о чем	1	4
157	именно это	2	4
158	в результате	5	4
159	от него	2	4
160	и все	8	4
161	а в	1	4
162	не есть	4	4
163	совершенно справедливо	1	3
164	художественного произведения	7	3
165	сам по	1	3
166	тем же	7	3
167	в их	1	3
168	той же	3	3
169	мы не	4	3
170	и о	1	3
171	из того	1	3
172	в каждой	1	3
173	и на	3	3
174	первый план	1	3
175	события в	1	3
176	в ее	4	3
177	он говорит	1	3
178	как в	4	3
179	чем больше	1	3
180	из этих	2	3
181	к искусству	1	3
182	он не	1	3
183	не как	2	3
184	что ни	2	3
185	так например	1	3
186	одно и	1	3
187	можно было	1	3
188	человека в	2	3
189	об этом	1	3
190	это не	3	3
191	т д	6	3
192	ни в	8	3
193	в этих	3	3
194	одним и	2	3
195	но он	1	3
196	вовсе не	28	3
197	самого начала	1	3
198	одна из	2	3
199	двоякого рода	1	3
200	иметь в	1	3
201	но только	1	3
202	находятся в	2	3
203	учения о	1	3
204	этом отношении	3	3
205	в каком	2	3
206	эстетический объект	1	3
207	с другом	1	3
208	не могут	10	3
209	что при	1	3
210	данном случае	4	3
211	с самого	1	3
212	так в	2	3
213	идет речь	1	3
214	котором мы	1	3
215	так и	21	3
216	это только	2	3
217	именно потому	2	3
218	искусства с	1	3
219	что и	2	3
220	и только	2	3
221	формой и	1	3
222	тот же	1	3
223	которое мы	1	3
224	так что	1	3
225	для него	1	3
226	т п	5	3
227	из двух	1	3
228	со стороны	4	3
229	и между	5	3
230	и составляет	1	3
231	была бы	2	3
232	под влиянием	1	3
233	в данном	6	3
234	в той	3	3
235	искусстве и	1	3
236	друг с	1	3
237	героя в	3	3
238	лучшем случае	1	3
239	при таком	1	3
240	формы и	3	3
241	дело и	1	3
242	для нас	3	3
243	мы должны	2	3
244	хотя бы	6	3
245	обстоит дело	4	3
246	в лучшем	1	3
247	имеет место	3	3
248	это в	1	3
249	к этому	2	3
250	в таком	2	3
251	художественном произведении	3	2
252	от этой	1	2
253	ту же	2	2
254	же как	3	2
255	того же	3	2
256	это и	2	2
257	к другому	2	2
258	отношения между	2	2
259	и до	1	2
260	должна быть	3	2
261	с таким	2	2
262	отношения к	2	2
263	что между	1	2
264	он был	4	2
265	между собой	4	2
266	не найдем	1	2
267	это действительно	1	2
268	с его	2	2
269	во всех	3	2
270	на самом	14	2
271	совсем не	5	2
272	по отношению	3	2
273	очевидно что	2	2
274	себе и	1	2
275	отличие от	2	2
276	в одной	5	2
277	его на	1	2
278	с этим	1	2
279	нам кажется	2	2
280	из ложного	1	2
281	следующим образом	1	2
282	все эти	6	2
283	в нашем	1	2
284	к самому	2	2
285	вопроса о	1	2
286	еще один	1	2
287	как он	2	2
288	в нашей	1	2
289	именно из	1	2
290	одной и	2	2
291	в нее	1	2
292	и следовательно	3	2
293	но все	1	2
294	в каждом	5	2
295	же не	1	2
296	и с	3	2
297	поэтический язык	1	2
298	искусства в	3	2
299	из них	2	2
300	на сцене	1	2
301	противоречии между	1	2
302	он является	2	2
303	о которых	1	2
304	исходили из	2	2
305	или наоборот	1	2
306	для чего	2	2
307	чем в	1	2
308	должно быть	1	2
309	элемента в	1	2
310	и того	1	2
311	одного и	1	2
312	на первый	1	2
