N	3gram	Losev_Prob_1	EvropaiC
1	в том что	5	16
2	до сих пор	3	12
3	с точки зрения	3	8
4	а между тем	1	7
5	на самом деле	4	7
6	более или менее	3	7
7	на то что	8	7
8	мы говорили выше	2	6
9	для того чтобы	8	6
10	в самом деле	2	5
11	представляет из себя	1	5
12	которых мы говорили	1	4
13	то ясно что	1	4
14	в этом случае	2	4
15	может быть и	3	4
16	в этой области	2	4
17	к тому же	1	4
18	с другой стороны	3	4
19	не может быть	2	4
20	о том что	5	4
21	о которых мы	2	4
22	тем не менее	18	4
23	в конце концов	4	4
24	и того же	2	3
25	в настоящее время	3	3
26	одного и того	2	3
27	в том же	1	3
28	и то что	2	3
29	так же как	2	3
30	в данном случае	8	3
31	так или иначе	2	3
32	в связи с	4	3
33	таким образом в	1	3
34	заключается в том	1	3
35	и может быть	1	2
36	в том и	1	2
37	что же касается	3	2
38	о которой мы	1	2
39	при этом что	1	2
40	только то что	4	2
41	бы то ни	1	2
42	вместе с тем	1	2
43	так и для	2	2
44	во всяком случае	3	2
45	во всех этих	2	2
46	которой мы говорили	1	2
47	как и в	1	2
48	ничего общего с	7	2
49	том что все	1	2
50	в то же	4	2
51	и в том	1	2
52	что на нас	1	1
53	а следовательно и	1	1
54	с большим трудом	1	1
55	хотя и не	2	1
56	в других областях	1	1
57	о том кто	1	1
58	между прочим в	1	1
59	или лучше сказать	1	1
60	в данный момент	1	1
61	всегда помнить что	1	1
62	и то же	1	1
63	иметь в виду	3	1
64	дело в том	3	1
65	а не в	1	1
66	то время как	1	1
67	это было бы	1	1
68	мы уже сказали	1	1
69	не говоря уже	2	1
70	в этом последнем	1	1
71	на каком-нибудь другом	1	1
72	никак не может	1	1
73	то же самое	9	1
74	как в его	1	1
75	а потом и	1	1
76	здесь не было	1	1
77	и вообще от	1	1
78	деле это не	1	1
79	из них в	1	1
80	говоря уже о	1	1
81	они вовсе не	2	1
82	вдруг оказывается что	1	1
83	друг на друга	1	1
84	для этой цели	1	1
85	также и то	2	1
86	является одним из	1	1
87	что все эти	1	1
88	а может быть	2	1
89	мы находим в	1	1
90	но для этого	1	1
91	этом последнем случае	1	1
92	точно так же	4	1
93	не есть ли	1	1
94	начало или конец	1	1
95	по крайней мере	2	1
96	одно и то	1	1
97	как нечто само	1	1
98	которые необходимы для	1	1
99	только в этом	1	1
100	если мы возьмем	1	1
101	уже одно это	1	1
102	свидетельствует о том	2	1
103	то что для	1	1
104	именно в этой	1	1
105	и с точки	1	1
106	мы не знаем	1	1
107	на первый взгляд	1	1
108	мы видели выше	1	1
109	прежде всего для	1	1
110	и все прочие	1	1
111	в одно целое	2	1
112	одним из самых	1	1
113	и так как	1	1
114	это есть не	1	1
115	том и в	1	1
116	заметим что все	1	1
117	сливаются в одно	2	1
118	некий общий для	1	1
119	но в сущности	1	1
120	в себе всегда	1	1
121	не есть нечто	1	1
122	мы сказали выше	1	1
123	но для того	1	1
124	что в настоящее	1	1
125	в то время	1	1
126	все эти элементы	1	1
127	то есть в	4	1
128	есть одно из	1	1
129	не только не	3	1
130	ни одна из	1	1
131	у нас с	1	1
132	в другом случае	1	1
133	во втором и	1	1
134	и уже одно	1	1
135	к тому что	1	1
136	как мы видели	1	1
137	и это не	1	1
138	только тогда когда	1	1
139	тот или иной	1	1
140	и в другом	1	1
