N	2gram	Losev_Dial_4	Mirosoze
1	у достоевского	2	42
2	может быть	17	30
3	не только	8	29
4	и в	15	28
5	не может	11	28
6	но и	4	25
7	а не	18	25
8	он не	1	24
9	в этом	11	20
10	не было	2	18
11	не в	8	16
12	потому что	10	16
13	это –	25	16
14	в ней	5	15
15	в своей	3	15
16	человека и	2	14
17	и есть	19	14
18	никогда не	2	14
19	до конца	1	14
20	человека в	1	13
21	в нем	5	13
22	и он	1	12
23	и это	8	12
24	в самом	2	11
25	и не	30	11
26	в своем	5	10
27	человек не	1	10
28	было бы	9	10
29	что в	7	10
30	свободы и	3	10
31	прежде всего	11	10
32	что он	7	10
33	был бы	2	10
34	и потому	3	10
35	и все	11	10
36	достоевского в	1	9
37	с тем	4	9
38	но он	1	9
39	и его	7	9
40	не есть	40	9
41	в его	4	9
42	к человеку	1	9
43	человек в	1	9
44	в глубине	2	8
45	в котором	2	8
46	в человеке	2	8
47	но в	3	7
48	в себе	8	7
49	быть может	1	7
50	в конце	1	7
51	к нему	1	7
52	того что	13	7
53	бог и	1	7
54	нет ничего	6	7
55	должна быть	7	6
56	и на	5	6
57	он сам	1	6
58	в которой	2	6
59	лишь в	2	6
60	в этой	4	6
61	ведет к	1	6
62	свобода и	1	6
63	все в	1	6
64	только в	7	6
65	вместе с	2	6
66	все это	9	6
67	человек и	1	6
68	в том	11	6
69	нет и	2	5
70	если он	1	5
71	от нее	3	5
72	это не	12	5
73	как и	7	5
74	если нет	1	5
75	что есть	2	5
76	у нас	3	5
77	не могут	2	5
78	то что	16	5
79	и человека	1	5
80	и я	1	5
81	– не	5	5
82	мира и	1	5
83	смысле слова	1	4
84	отношения к	3	4
85	это и	9	4
86	и этот	1	4
87	есть не	5	4
88	отношение к	1	4
89	за пределы	3	4
90	не как	4	4
91	и по	2	4
92	в них	2	4
93	точки зрения	14	4
94	в их	3	4
95	в которых	1	4
96	она не	4	4
97	мог бы	2	4
98	что и	6	4
99	значит что	9	4
100	один из	4	4
101	уже не	9	4
102	уже в	1	4
103	есть уже	1	4
104	ни с	4	4
105	а в	1	4
106	тем что	2	4
107	и вместе	1	4
108	всю жизнь	1	4
109	с этой	2	4
110	от него	3	4
111	не знает	1	4
112	его не	1	3
113	с его	5	3
114	человеке –	1	3
115	к богу	1	3
116	с этим	3	3
117	когда он	3	3
118	бы и	3	3
119	и еще	1	3
120	на том	1	3
121	и вот	11	3
122	человек –	1	3
123	на этом	3	3
124	и с	4	3
125	его в	1	3
126	в жизни	5	3
127	только одно	1	3
128	пребывает в	1	3
129	не мог	2	3
130	том что	10	3
131	но если	5	3
132	– один	1	3
133	не имеет	14	3
134	– идея	2	3
135	– все	3	3
136	ничего не	17	3
137	природы в	1	3
138	в ее	2	3
139	учение о	5	3
140	все его	1	3
141	во тьме	1	3
142	для философии	1	3
143	в него	1	3
144	себя в	2	3
145	конечно не	2	3
146	одно из	1	3
147	не так	1	3
148	и их	2	3
149	так как	14	3
150	что человек	2	3
151	– к	1	3
152	поверхности земли	1	3
153	себя и	3	3
154	я хочу	1	3
155	о себе	1	3
156	ко всем	1	3
157	плоти и	1	3
158	это есть	13	3
159	это значит	8	3
160	должно быть	2	3
161	он должен	1	3
162	потому не	1	3
163	хотя бы	4	3
164	будто бы	1	3
165	в свете	5	3
166	есть и	3	3
167	на своем	1	3
168	также и	4	2
169	чтобы не	1	2
170	в этот	2	2
171	а как	2	2
172	мир не	2	2
173	есть религия	4	2
174	вопрос о	2	2
175	в виду	9	2
176	или от	22	2
177	себе и	2	2
178	– значит	2	2
179	в истории	3	2
180	т е	46	2
181	как в	3	2
182	все же	2	2
183	и как	4	2
184	от этого	3	2
185	и у	1	2
186	личности но	3	2
187	все эти	3	2
188	бы не	2	2
189	с их	4	2
190	только один	1	2
191	вообще не	1	2
192	как он	1	2
193	если бы	6	2
194	к миру	1	2
195	не значит	2	2
196	людей и	1	2
197	прежде чем	2	2
198	тому чтобы	1	2
199	через все	1	2
200	ничего выше	1	2
201	входит в	1	2
202	мира сего	1	2
203	бытия но	3	2
204	и мы	7	2
205	истории и	2	2
206	место в	1	2
207	оказывается что	4	2
208	все –	1	2
209	с которой	1	2
210	в то	6	2
211	в иное	1	2
212	в основе	10	2
213	того чтобы	5	2
214	и сама	1	2
215	в каком	5	2
216	личности в	5	2
217	когда мы	1	2
218	есть только	3	2
219	могут быть	3	2
220	отличается от	1	2
221	всего в	1	2
222	есть настоящее	1	2
223	в наше	1	2
224	и от	1	2
225	и что	9	2
226	и когда	2	2
227	есть также	2	2
228	по сравнению	2	2
229	с ним	3	2
230	и историческое	1	2
231	и нужно	1	2
232	о нем	2	2
233	о том	5	2
234	может не	1	2
235	и во	2	2
236	человека как	1	2
237	и она	1	2
238	мы видим	4	2
239	жизнь из	1	2
240	нем не	1	2
241	жизни и	4	2
242	никто не	2	2
243	нет никаких	1	2
