N	2gram	Vygotskiy__5	Freidism
1	таким образом	20	24
2	и не	6	23
3	не может	9	20
4	точки зрения	7	19
5	прежде всего	4	18
6	в этом	14	15
7	в его	4	15
8	с помощью	2	14
9	в бессознательное	1	13
10	в душе	2	13
11	мы можем	7	13
12	может быть	11	13
13	и его	6	12
14	все эти	2	11
15	как и	6	11
16	с точки	2	11
17	по фрейду	1	11
18	как бы	19	11
19	то что	37	11
20	самом деле	8	10
21	но в	5	10
22	как мы	5	10
23	так и	3	10
24	и потому	5	10
25	с его	2	9
26	во всех	2	9
27	по отношению	2	9
28	и в	30	9
29	в сознание	1	9
30	то же	7	8
31	не только	16	8
32	он не	3	8
33	в своей	4	8
34	еще не	5	8
35	что он	17	8
36	только в	5	8
37	так как	9	8
38	все это	2	8
39	психической жизни	1	8
40	и все	4	8
41	отношению к	1	8
42	все что	1	8
43	в самом	14	7
44	мы уже	6	7
45	отношение к	1	7
46	и наконец	3	7
47	чувств и	4	7
48	ни в	3	7
49	мы видели	1	7
50	к нему	1	7
51	один из	5	7
52	тот же	3	7
53	мы знаем	2	7
54	что же	1	7
55	сказать что	9	7
56	во всяком	1	7
57	в ней	4	6
58	все те	1	6
59	так сказать	1	6
60	и с	2	6
61	на протяжении	1	6
62	и ее	1	6
63	точку зрения	1	6
64	того что	8	6
65	для него	3	6
66	вовсе не	3	6
67	никогда не	9	6
68	хотя бы	3	6
69	совершенно не	6	6
70	на самом	2	5
71	и на	3	5
72	в чем	1	5
73	и к	4	5
74	в этой	5	5
75	что такое	1	5
76	знаем что	2	5
77	не в	8	5
78	мы должны	3	5
79	в то	2	5
80	в каком	3	5
81	могут быть	8	5
82	в себя	2	5
83	для этого	9	5
84	но мы	2	5
85	можно сказать	2	5
86	для того	20	5
87	во внешнем	2	5
88	по мнению	6	5
89	а в	4	5
90	но и	6	5
91	с этим	2	5
92	его жизни	1	5
93	в свою	3	5
94	что в	24	5
95	смысле слова	1	4
96	в зависимости	6	4
97	и за	1	4
98	той же	3	4
99	мы не	3	4
100	в которой	3	4
101	зависимости от	7	4
102	совсем не	2	4
103	но не	7	4
104	в собственном	1	4
105	все же	7	4
106	не было	1	4
107	из этих	3	4
108	в нем	7	4
109	на этом	6	4
110	при этом	8	4
111	об этом	3	4
112	в жизни	1	4
113	нигде не	1	4
114	во время	1	4
115	не менее	1	4
116	в основе	7	4
117	потому что	23	4
118	и для	6	4
119	к тому	8	4
120	бессознательного и	1	4
121	если мы	16	4
122	того чтобы	20	4
123	данном случае	3	4
124	сводится к	5	4
125	с самого	3	4
126	это только	3	4
127	как борьба	1	4
128	другими словами	1	4
129	с ними	1	4
130	конечно не	1	4
131	уже не	1	4
132	не дает	2	4
133	в котором	2	4
134	мы находим	2	4
135	как раз	13	4
136	от того	4	4
137	на которые	1	4
138	и др	1	4
139	себя и	2	4
140	в данном	3	4
141	и о	3	4
142	в следующей	1	4
143	в этих	3	4
144	этот вопрос	4	4
145	между ними	2	4
146	в таком	3	4
147	и есть	5	3
148	собственном смысле	1	3
149	при анализе	1	3
150	на место	1	3
151	он был	2	3
152	не найдем	2	3
153	а только	1	3
154	конечном счете	1	3
155	один и	1	3
156	как в	3	3
157	и той	2	3
158	и как	7	3
159	этой теории	2	3
160	учение о	1	3
161	и тот	1	3
162	в себе	5	3
163	этот процесс	1	3
164	главным образом	1	3
165	о которой	1	3
166	и вот	2	3
167	одной и	2	3
168	что все	6	3
169	выражение и	1	3
170	и может	1	3
171	может стать	1	3
172	было бы	5	3
173	мы имеем	8	3
174	именно и	1	3
175	он дает	2	3
176	тому чтобы	1	3
177	тому что	8	3
178	нет никакого	1	3
179	самого начала	3	3
180	одна из	3	3
181	на него	1	3
182	чем не	2	3
183	в сознании	1	3
184	ни о	1	3
185	к себе	1	3
186	не могут	3	3
187	она не	1	3
188	ничего общего	1	3
189	с ее	1	3
190	свою очередь	1	3
191	и этим	1	3
192	только то	1	3
193	приводит к	2	3
194	если бы	11	3
195	и что	23	3
196	в конечном	1	3
197	себя в	1	3
198	и бессознательное	1	3
199	у него	3	3
200	в них	4	3
201	со стороны	3	3
202	и т.п	1	3
203	на этот	3	3
204	и оно	1	3
205	вместе с	12	3
206	по своему	1	3
207	сейчас же	8	3
208	и от	1	3
209	но это	1	3
210	не является	2	3
211	когда он	5	3
212	не знает	2	3
213	от всех	1	3
214	жизни и	6	3
215	ни на	1	3
216	в искусстве	6	3
217	по поводу	3	3
218	и выражение	1	2
219	ли мы	2	2
220	отношения к	2	2
221	в такой	1	2
222	и то	9	2
223	это и	2	2
224	тем же	3	2
225	когда человек	1	2
226	и до	2	2
227	уже указывали	1	2
228	для своего	1	2
229	что между	2	2
230	благодаря тому	1	2
231	в составе	1	2
232	как не	1	2
233	того же	2	2
234	между собой	2	2
235	в ее	3	2
236	видели что	1	2
237	но как	1	2
238	с которыми	1	2
239	ответ на	5	2
240	себе и	2	2
241	отличие от	2	2
242	или иное	1	2
243	из важнейших	1	2
244	относится к	1	2
245	дает нам	1	2
246	в своем	6	2
247	от этого	1	2
248	что это	8	2
249	в нашем	2	2
250	или во	1	2
251	сил в	4	2
252	своей теории	1	2
253	что она	6	2
254	есть та	1	2
255	их в	1	2
256	наоборот мы	1	2
257	но все	2	2
258	в одну	1	2
259	в совершенно	6	2
260	сознание и	1	2
261	на этой	1	2
262	при помощи	1	2
263	это не	3	2
264	и смерти	1	2
265	только о	2	2
266	его все	1	2
267	и уже	3	2
268	которой он	1	2
269	на две	1	2
270	и бессознательного	1	2
271	жизни но	1	2
272	том что	21	2
273	в эту	1	2
274	что значит	1	2
275	на один	1	2
276	и при	2	2
277	не подозревает	1	2
278	в их	3	2
279	психологии не	1	2
280	мы говорили	4	2
281	представлений и	1	2
282	в отличие	2	2
283	сих пор	5	2
284	страх и	2	2
285	но во	2	2
286	на другую	1	2
287	как это	7	2
288	в отношении	2	2
289	случае в	1	2
290	что с	6	2
291	но для	1	2
292	объективной точки	1	2
293	к этим	2	2
294	в процессе	1	2
295	в самых	1	2
296	в нас	13	2
297	только не	5	2
298	в формы	1	2
299	и теперь	1	2
300	из того	3	2
301	только с	1	2
302	этом отношении	3	2
303	в области	1	2
304	все то	2	2
305	когда мы	6	2
306	отличается от	2	2
307	должны быть	1	2
308	что оно	6	2
309	это содержание	1	2
310	бессознательное чувство	3	2
311	оно может	1	2
312	то или	1	2
313	не делает	1	2
314	в виду	4	2
315	можно сделать	1	2
316	и вообще	1	2
317	стремление к	1	2
318	о нем	1	2
319	в другом	3	2
320	и поэтому	3	2
321	и поступки	1	2
322	до сих	5	2
323	этих двух	7	2
324	произведение искусства	6	2
325	нуждается в	1	2
326	что и	3	2
327	которые он	2	2
328	не тот	1	2
329	жизни оно	1	2
330	в него	4	2
331	быть и	2	2
332	на которой	1	2
333	себя с	1	2
334	мы видим	8	2
335	в какой	1	2
336	с одной	12	2
337	гармонии и	1	2
338	на всем	1	2
339	не можем	4	2
340	уже в	6	2
341	только на	4	2
342	в нашей	2	2
343	говорит фрейд	1	2
344	из них	2	2
345	его и	1	2
346	точка зрения	1	2
347	в конце	4	2
348	содержание и	4	2
349	заметить что	1	2
350	рядом с	5	2
351	и даже	2	2
352	с объективной	1	2
353	с другой	9	2
354	человека в	3	2
355	здесь в	1	2
356	в психологии	3	2
357	чем он	1	2
358	а с	5	2
359	до конца	2	2
360	связано с	1	2
361	одной стороны	12	2
362	которых мы	4	2
363	а не	8	2
364	художественной формы	3	2
365	что мы	11	2
366	речи и	1	2
367	душевная жизнь	1	2
368	так же	13	2
369	внешнем мире	1	2
370	и всей	1	2
371	чувства и	5	2
372	для понимания	1	2
373	внешнего мира	1	2
374	только для	1	2
375	и таким	2	2
376	же самое	5	2
377	и часто	1	2
378	не существует	3	2
379	формы и	3	2
380	которые на	1	2
381	для нас	3	2
382	и ни	2	2
383	конце концов	2	2
384	все они	1	2
385	да и	1	2
386	эмоций и	5	2
387	к его	1	2
388	и другие	3	2
389	в своих	5	2
390	к этому	3	2
391	как на	11	2
392	этом совершенно	1	1
393	опоры для	1	1
394	строится все	1	1
395	ту же	2	1
396	и т	7	1
397	одним из	1	1
398	же как	2	1
399	противоречие с	2	1
400	других областей	1	1
401	бы для	2	1
402	показать что	12	1
403	мы имели	1	1
404	нам кажется	2	1
405	которое мы	3	1
406	черты своего	1	1
407	фрейд правда	1	1
408	аффектов в	3	1
409	кажется что	1	1
410	с таким	2	1
411	только частично	1	1
412	а как	2	1
413	полагает что	3	1
414	или наоборот	2	1
415	и другими	2	1
416	которую мы	2	1
417	фрейд как	1	1
418	случае это	1	1
419	вопрос о	3	1
420	оба эти	2	1
421	другую и	1	1
422	но она	2	1
423	совершенно ясен	1	1
424	рая и	1	1
425	теория является	1	1
426	которое не	1	1
427	мы и	1	1
428	то это	4	1
429	конечно и	1	1
430	в целом	5	1
431	свое отношение	1	1
432	образом оказывается	1	1
433	в каждой	3	1
434	проявляется в	1	1
435	оказывается что	1	1
436	собой в	2	1
437	спросить в	1	1
438	что по	2	1
439	без всякого	1	1
440	основано на	1	1
441	объект не	1	1
442	отказ от	1	1
443	о смерти	5	1
444	к которой	1	1
445	только потому	1	1
446	энергии и	3	1
447	силы и	1	1
448	в качестве	2	1
449	иметь дело	1	1
450	мы сейчас	3	1
451	нет и	1	1
452	противоречия которые	1	1
453	отличаются от	1	1
454	что они	5	1
455	конечно совершенно	1	1
456	к сожалению	1	1
457	для объяснения	1	1
458	которые не	1	1
459	что хотя	1	1
460	как говорит	4	1
461	вызывает в	4	1
462	в центре	2	1
463	это основано	1	1
464	общего с	1	1
465	от содержания	1	1
466	некоторые типические	1	1
467	противоречие в	1	1
468	и нет	1	1
469	остановиться на	1	1
470	переживания и	1	1
471	кто не	1	1
472	и очищение	1	1
473	что когда	2	1
474	показали что	2	1
475	утверждают что	1	1
476	в противоположность	2	1
477	и хотя	2	1
478	нескольких примерах	1	1
479	психологии и	1	1
480	аффектов с	2	1
481	за собой	1	1
482	но эта	1	1
483	еще на	1	1
484	та же	1	1
485	под ним	1	1
486	образом и	2	1
487	он в	2	1
488	тут и	1	1
489	представления не	1	1
490	то обстоятельство	1	1
491	по преимуществу	2	1
492	часто даже	1	1
493	и производит	1	1
494	нам как	1	1
495	имеем в	1	1
496	низших животных	1	1
497	если отбросить	1	1
498	как он	2	1
499	на то	17	1
500	в наших	1	1
501	к искусству	3	1
502	быть поняты	1	1
503	т д	3	1
504	единство в	1	1
505	действии и	1	1
506	человеческого тела	1	1
507	на совершенно	1	1
508	какой связи	1	1
509	чувства в	3	1
510	его теорию	1	1
511	его от	1	1
512	в ужас	1	1
513	но всегда	1	1
514	находит себе	3	1
515	в нее	2	1
516	он объединяет	1	1
517	в основу	4	1
518	такого же	1	1
519	этим самым	1	1
520	мы слышим	1	1
521	как они	2	1
522	а затем	2	1
523	борьбы и	1	1
524	учением о	1	1
525	поэтому мы	1	1
526	она оказывается	1	1
527	из всех	1	1
528	говорить не	1	1
529	еще хуже	1	1
530	психологии что	1	1
531	между переживанием	1	1
532	мы указывали	1	1
533	таково в	1	1
534	и которые	1	1
535	мы на	1	1
536	окажется что	1	1
537	каждого из	1	1
538	этом смысле	2	1
539	должен был	4	1
540	и тем	6	1
541	во многом	1	1
542	любви в	1	1
543	о которых	2	1
544	далеко не	1	1
545	же где	1	1
546	во внимание	5	1
547	звучать как	1	1
548	чем в	2	1
549	в один	1	1
550	не мог	1	1
551	какой именно	1	1
552	он конечно	1	1
553	на первый	2	1
554	та борьба	1	1
555	этом случае	2	1
556	нас не	2	1
557	он должен	8	1
558	где мы	3	1
559	и подчиняется	1	1
560	почти не	2	1
561	что всякий	1	1
562	что вся	1	1
563	мы называем	2	1
564	поведения которые	1	1
565	процессом и	1	1
566	не к	1	1
567	должны мы	1	1
568	жизни с	1	1
569	понятно что	2	1
570	на первой	1	1
571	из области	1	1
572	чувствами и	1	1
573	в одном	2	1
574	которые в	1	1
575	страха и	1	1
576	по крайней	1	1
577	и эти	1	1
578	в явном	1	1
579	уже сказали	1	1
580	однако в	1	1
581	любовь к	1	1
582	заставляет его	1	1
583	с определенными	1	1
584	нас к	1	1
585	и форма	1	1
586	точно и	1	1
587	иной раз	1	1
588	если и	1	1
589	нашем сознании	1	1
590	и охотно	1	1
591	до известной	1	1
592	это чувство	1	1
593	мы часто	1	1
594	и форму	1	1
595	это последнее	1	1
596	тогда когда	1	1
597	только из	1	1
598	совершенно аналогично	1	1
599	современной психологии	1	1
600	но вместе	1	1
601	взглянуть на	1	1
602	и отдельных	1	1
603	и аффектов	1	1
604	это с	1	1
605	вытекает из	1	1
606	это мы	1	1
607	об убийстве	1	1
608	ужас и	1	1
609	не сделал	1	1
610	дело в	2	1
611	переживания в	2	1
612	трагедии в	3	1
613	обратим внимание	1	1
614	нее нет	1	1
615	и приводит	1	1
616	изменениям и	1	1
617	это сделать	1	1
618	явление в	1	1
619	к ней	1	1
620	он хочет	1	1
621	работу и	1	1
622	и является	1	1
623	и чувства	2	1
624	организма с	1	1
625	этого необходимо	2	1
626	из той	1	1
627	что на	3	1
628	ли нам	1	1
629	конечно только	1	1
630	обстоятельство что	1	1
631	и здесь	6	1
632	нет ни	2	1
633	мы все	6	1
634	сходство с	1	1
635	вопрос нам	1	1
636	переживания которые	1	1
637	его с	2	1
638	смерти и	1	1
639	той или	2	1
640	законы которые	1	1
641	по сравнению	4	1
642	которые несомненно	1	1
643	он никогда	1	1
644	отказаться от	1	1
645	на это	1	1
646	если же	2	1
647	о том	10	1
648	же заметить	1	1
649	и это	8	1
650	на события	1	1
651	на другой	1	1
652	совершенно ясно	7	1
653	на чрезвычайно	1	1
654	как по	1	1
655	мысль о	4	1
656	действия и	4	1
657	то время	1	1
658	прямо противоположных	1	1
659	дано в	1	1
660	в произведение	1	1
661	и когда	9	1
662	котором мы	3	1
663	мы только	2	1
664	времени и	3	1
665	не с	2	1
666	ясно что	6	1
667	реальной жизни	1	1
668	мог бы	2	1
669	увидим что	9	1
670	с собой	1	1
671	мы пытаемся	2	1
672	в результате	4	1
673	мы в	1	1
674	основана на	1	1
675	и постоянно	1	1
676	своего происхождения	1	1
677	остановимся на	3	1
678	на язык	1	1
679	ничего не	2	1
680	означает что	1	1
681	органа в	1	1
682	ними и	1	1
683	находится в	2	1
684	вот это	1	1
685	из основных	1	1
686	и начало	1	1
687	часто трудно	1	1
688	часто и	1	1
689	то есть	13	1
690	есть там	1	1
691	сила которая	1	1
692	внимание на	4	1
693	и та	2	1
694	язык и	1	1
695	говорит об	1	1
696	утверждает что	2	1
697	после того	1	1
698	основе своей	1	1
699	в сфере	1	1
700	но когда	1	1
701	там же	1	1
702	события в	3	1
703	и во	1	1
704	с теми	3	1
705	на ее	1	1
706	необходимо только	1	1
707	которые мы	1	1
708	окончательной ясности	1	1
709	искусства в	2	1
710	на одном	4	1
711	ними в	1	1
712	в форме	2	1
713	крайней мере	1	1
714	тотчас же	1	1
715	выше в	1	1
716	организма в	1	1
717	исходя из	2	1
718	слов и	2	1
719	все время	20	1
720	искусства он	1	1
721	и следовательно	2	1
722	содержание но	1	1
723	не зная	1	1
724	следовательно в	1	1
725	она служит	1	1
726	с неизбежностью	1	1
727	но так	1	1
728	в двух	5	1
729	внутреннее противоречие	2	1
730	которым мы	1	1
731	дело с	5	1
732	но этим	1	1
733	вступить в	1	1
734	месте но	1	1
735	во всем	2	1
736	пор не	1	1
737	дана в	1	1
738	быть сведены	1	1
739	чувство не	2	1
740	и так	2	1
741	поэтому и	1	1
742	который в	1	1
743	всех его	1	1
744	это означает	2	1
745	что нам	3	1
746	это же	2	1
747	читатель не	2	1
748	не соответствует	1	1
749	для других	1	1
750	чтобы он	1	1
751	за пределами	1	1
752	в виде	1	1
753	сознание как	1	1
754	не принимает	1	1
755	от других	1	1
756	поступить по	2	1
757	по выражению	1	1
758	психологии в	1	1
759	дает ему	2	1
760	уже с	1	1
761	в борьбу	1	1
762	к содержанию	1	1
763	противоречия и	1	1
764	не так	1	1
765	в корне	1	1
766	внешняя и	1	1
767	слова в	1	1
768	содержания и	4	1
769	другую сторону	1	1
770	в землю	1	1
771	понимать под	1	1
772	может служить	1	1
773	внешнее выражение	1	1
774	в объект	1	1
775	имели дело	1	1
776	потому его	1	1
777	траты энергии	2	1
778	как будто	6	1
779	тем что	6	1
780	к той	1	1
781	объединяет в	1	1
782	не хотим	1	1
783	даже и	2	1
784	уже совершенно	3	1
785	и только	3	1
786	противоречия с	1	1
787	представление о	1	1
788	по смыслу	1	1
789	представляется в	1	1
790	реакции в	1	1
791	или иной	2	1
792	она в	1	1
793	противоположность и	1	1
794	на примере	4	1
795	нашей жизни	1	1
796	эта трагедия	1	1
797	на них	1	1
798	именно в	6	1
799	стороны он	2	1
800	эти две	3	1
801	мы никогда	2	1
802	в каких	1	1
803	с той	2	1
804	с большим	1	1
805	мы его	1	1
806	и между	3	1
807	на чем	1	1
808	от обычного	1	1
809	опереться на	1	1
810	полагаем что	1	1
811	в некоторых	1	1
812	деле если	2	1
813	превращается в	1	1
814	или другими	1	1
815	нашей души	1	1
816	целым рядом	1	1
817	на которых	2	1
818	мы легко	1	1
819	как ни	4	1
820	меньше всего	3	1
821	с принципом	1	1
822	но никогда	1	1
823	там где	4	1
824	или с	2	1
825	за нею	1	1
826	здесь имеет	1	1
827	действия в	1	1
828	и вовсе	1	1
829	разобраться в	1	1
830	свести к	1	1
831	мы говорим	1	1
832	или по	1	1
833	знаем о	1	1
834	находим в	1	1
835	подтверждение этого	1	1
836	требует от	1	1
837	из которых	4	1
838	именно для	1	1
839	так мы	1	1
840	к сохранению	1	1
841	целом ряде	1	1
842	сравнению с	4	1
843	ненависть к	1	1
844	для объективной	2	1
845	на которое	1	1
846	смысле этого	1	1
847	и страсти	4	1
848	что всякое	4	1
849	связаны с	1	1
850	совсем другой	1	1
851	что весь	2	1
852	и там	1	1
853	на нескольких	1	1
854	ко всему	1	1
855	даже с	1	1
856	в первой	1	1
857	реакции на	1	1
858	который он	1	1
859	к следующему	2	1
860	материал для	2	1
861	этого слова	1	1
862	объективной психологии	2	1
863	в контексте	1	1
864	ряда фактов	1	1
865	благодаря этому	1	1
866	этой трагедии	4	1
867	мыслей по	1	1
868	между содержанием	1	1
869	ближе к	1	1
870	в смысле	1	1
871	под влиянием	3	1
872	и находят	1	1
873	до чего	2	1
874	известной степени	1	1
875	являются не	1	1
876	указать на	1	1
877	своих основных	1	1
878	чтобы разобраться	1	1
879	этот принцип	1	1
880	большим правом	1	1
881	души а	1	1
882	которая в	1	1
883	чтобы понять	1	1
884	гораздо шире	1	1
885	поэтому она	1	1
886	отличает его	1	1
887	и самым	1	1
888	души в	1	1
889	целый ряд	3	1
890	у них	1	1
891	и события	1	1
892	находит свое	2	1
893	бы в	5	1
894	еще более	1	1
895	тем более	1	1
896	все события	2	1
897	и смысл	1	1
898	психоанализ и	1	1
899	в подтверждение	1	1
900	мы показали	1	1
901	будто бы	1	1
902	существует ли	1	1
903	я в	1	1
904	отношению ко	1	1
905	же в	2	1
906	аффекты и	4	1
907	всю полноту	1	1
908	в том	27	1
909	любовь и	1	1
910	к ее	1	1
911	если будем	1	1
912	нам не	1	1
913	может и	1	1
914	нет ничего	1	1
915	этим явлениям	1	1
916	равно как	1	1
917	чувства как	2	1
918	говорили выше	2	1
919	имеет место	3	1
920	жизни а	1	1
921	же мы	1	1
922	им не	1	1
923	из этого	2	1
924	элементов из	1	1
925	учения о	3	1
926	является выражением	1	1
927	видим в	2	1
928	значение в	1	1
929	можно назвать	1	1
930	не вносит	1	1
931	гораздо более	2	1
932	принцип экономии	5	1
