N	3gram	Ircho_Kome_1	Myshleni
1	в том что	9	31
2	те и другие	1	9
3	с одной стороны	3	9
4	с другой стороны	5	8
5	то же самое	2	7
6	в этом отношении	3	7
7	и тот же	1	7
8	смысле этого слова	1	7
9	можно было бы	1	5
10	так же как	1	5
11	для того чтобы	1	5
12	и тому же	1	4
13	же как и	1	4
14	в первую очередь	2	4
15	с этой точки	1	4
16	этой точки зрения	1	4
17	на то что	2	4
18	к одному и	1	4
19	одному и тому	1	4
20	в обоих случаях	1	3
21	состоит в том	1	3
22	вместе с тем	1	3
23	во всяком случае	2	3
24	о том что	3	3
25	речь идет о	3	3
26	как мы уже	1	3
27	в следующем виде	1	2
28	в том числе	1	2
29	и не только	1	2
30	которую можно было	1	2
31	в отличие от	1	2
32	но и в	2	2
33	в этой области	1	2
34	в данном случае	1	2
35	в высшей степени	1	2
36	что они являются	1	2
37	том что они	1	2
38	подобно тому как	1	2
39	как мы видели	1	2
40	я думаю что	1	1
41	том что в	1	1
42	не в состоянии	2	1
43	что иное как	1	1
44	чуть ли не	1	1
45	не говоря уже	2	1
46	и даже не	1	1
47	он может быть	1	1
48	том что на	1	1
49	в зависимости от	1	1
50	в той же	1	1
51	что он не	1	1
52	бы то ни	2	1
53	потому что и	1	1
54	до сих пор	2	1
55	состоит не в	1	1
56	и здесь мы	1	1
57	что и те	1	1
58	говоря уже о	2	1
59	ответа на вопрос	1	1
60	и тем что	2	1
61	которые могут быть	1	1
62	так как он	1	1
63	к тому что	1	1
64	то ни было	2	1
65	о том насколько	2	1
66	то время как	4	1
67	не только в	1	1
68	вопрос об использовании	1	1
69	который в своем	1	1
70	на этот раз	1	1
71	видеть в нем	2	1
72	по своему происхождению	1	1
73	в конце концов	4	1
74	другой стороны при	1	1
75	и подобно тому	1	1
76	как один из	1	1
77	простой причине что	1	1
78	решающая роль в	1	1
79	нет никаких оснований	1	1
80	к тому же	5	1
81	той простой причине	1	1
82	едва ли не	3	1
83	и таким образом	2	1
84	в то время	5	1
85	по отношению к	3	1
86	с самого начала	1	1
87	что в действительности	1	1
88	они должны были	1	1
89	по той простой	1	1
90	так и после	1	1
91	друг от друга	1	1
92	после того как	3	1
93	не что иное	1	1
94	тем не менее	1	1
95	оно все же	1	1
96	что уже в	1	1
97	том что он	4	1
98	может быть в	1	1
99	как и в	2	1
100	и те и	1	1
101	в том же	1	1
102	может быть даже	2	1
