N	2gram	Losev_Dial_1	Marksizm
1	точки зрения	17	34
2	может быть	17	26
3	и не	30	26
4	не может	12	24
5	с точки	12	20
6	и в	18	19
7	и его	1	19
8	таким образом	1	17
9	в этом	12	16
10	как бы	11	15
11	как мы	4	13
12	прежде всего	10	13
13	как и	2	12
14	и пр	5	12
15	если мы	2	11
16	так и	9	11
17	связи с	1	11
18	и для	2	11
19	самом деле	3	10
20	в нем	16	10
21	ни было	2	10
22	– в	4	10
23	в самом	3	10
24	только в	3	9
25	для него	2	9
26	в результате	1	9
27	как система	1	8
28	все же	5	8
29	не только	13	8
30	при этом	1	8
31	до сих	2	8
32	но и	7	8
33	– это	9	8
34	сих пор	2	8
35	то что	13	8
36	во всех	1	7
37	в ее	1	7
38	точка зрения	2	7
39	но в	6	7
40	все эти	2	7
41	то же	10	7
42	в каждом	2	7
43	психики и	1	7
44	а не	14	7
45	в связи	1	7
46	так же	4	7
47	отнюдь не	9	6
48	кроме того	1	6
49	мы не	1	6
50	в науке	3	6
51	ничего не	17	6
52	в его	3	6
53	на почве	1	6
54	в том	9	6
55	– не	11	6
56	является не	2	6
57	другой стороны	4	6
58	конечно не	3	5
59	по преимуществу	1	5
60	не в	6	5
61	того чтобы	1	5
62	ничего общего	4	5
63	и все	3	5
64	ясно что	8	5
65	в конце	4	5
66	вовсе не	7	5
67	с другой	6	5
68	именно в	2	5
69	и потому	3	5
70	хотя бы	6	5
71	к этому	2	5
72	во всяком	4	5
73	вопрос о	2	4
74	нет и	1	4
75	чем же	1	4
76	как в	2	4
77	выражение в	1	4
78	к одному	1	4
79	лишь с	1	4
80	здесь мы	1	4
81	не будет	1	4
82	было бы	12	4
83	мысли и	3	4
84	не менее	2	4
85	по себе	25	4
86	в отношении	5	4
87	самого начала	1	4
88	– его	1	4
89	не является	3	4
90	в ней	3	4
91	с самого	1	4
92	– и	3	4
93	еще не	2	4
94	только на	3	4
95	это –	24	4
96	от того	1	4
97	для того	2	4
98	далеко не	1	4
99	и между	1	4
100	как же	5	4
101	с этим	2	4
102	в данном	3	4
103	что же	3	4
104	и внешнего	6	4
105	форм и	1	4
106	а в	5	4
107	отношении к	3	4
108	жизни в	1	4
109	между ними	1	4
110	и эта	2	4
111	сказать что	10	4
112	что в	13	4
113	на самом	3	3
114	он может	1	3
115	и есть	16	3
116	действительности и	3	3
117	на науку	1	3
118	а как	1	3
119	теперь мы	1	3
120	один и	1	3
121	общего с	5	3
122	и как	7	3
123	и к	1	3
124	в которой	1	3
125	к другому	1	3
126	в корне	2	3
127	но все	3	3
128	его в	1	3
129	от одного	1	3
130	но именно	1	3
131	он не	3	3
132	он является	1	3
133	том что	9	3
134	эта последняя	1	3
135	в своей	2	3
136	не становится	1	3
137	в котором	4	3
138	место в	1	3
139	явлений –	1	3
140	в то	6	3
141	– все	6	3
142	не имеет	15	3
143	на язык	1	3
144	же время	4	3
145	науке о	1	3
146	этом отношении	2	3
147	не могут	1	3
148	же самое	1	3
149	должны быть	1	3
150	не есть	40	3
151	и это	2	3
152	не существует	7	3
153	в дальнейшем	5	3
154	– то	2	3
155	можно сказать	6	3
156	с другими	2	3
157	здесь в	2	3
158	и следовательно	2	3
159	внутреннего и	9	3
160	конце концов	3	3
161	того что	2	3
162	быть и	4	3
163	нуждается в	3	3
164	в какой	1	3
165	между тем	1	3
166	сознания как	1	3
167	не дает	1	3
168	из них	2	3
169	в систему	1	3
170	или иной	3	3
171	в каком	8	3
172	не было	6	3
173	все это	11	3
174	к другой	1	3
175	и от	2	3
176	она может	1	3
177	сознания и	3	3
178	и внешним	1	3
179	он –	18	3
180	как такое	1	3
181	и при	2	3
182	совершенно не	8	3
183	мы должны	5	3
184	это и	4	3
185	нем нет	3	2
186	же как	2	2
187	не остается	1	2
188	мы уже	1	2
189	той же	1	2
190	не приходится	1	2
191	и он	5	2
192	но при	1	2
193	быть в	2	2
194	в чем	6	2
195	то мы	2	2
196	во внешнем	1	2
197	явлений и	1	2
198	между внутренним	1	2
199	себе и	2	2
200	не просто	7	2
201	сама по	8	2
202	конечно совершенно	1	2
203	данный момент	1	2
204	природы как	1	2
205	в своем	5	2
206	его к	1	2
207	от этого	3	2
208	то в	7	2
209	бы и	2	2
210	формы в	1	2
211	из этих	2	2
212	в себе	11	2
213	как он	4	2
214	если он	1	2
215	другую действительность	1	2
216	тем не	1	2
217	должна быть	3	2
218	в понимании	1	2
219	не как	2	2
220	одной и	1	2
221	можно было	5	2
222	могла бы	2	2
223	что все	1	2
224	выражение и	1	2
225	в другом	2	2
226	и с	5	2
227	бы в	3	2
228	этом смысле	3	2
229	– как	5	2
230	в новое	1	2
231	ни в	15	2
232	для них	1	2
233	это положение	1	2
234	от него	4	2
235	жизни но	1	2
236	должно быть	3	2
237	на первый	1	2
238	имеет место	1	2
239	общества и	1	2
240	мы замечаем	2	2
241	и той	1	2
242	точку зрения	3	2
243	другом и	1	2
244	и более	4	2
245	зрения и	1	2
246	тому что	3	2
247	мысли в	2	2
248	что такое	10	2
249	каждого данного	1	2
250	в основе	3	2
251	как она	7	2
252	и является	2	2
253	в сознании	3	2
254	понимают и	1	2
255	ни о	5	2
256	бытие –	1	2
257	нет ни	2	2
258	могут быть	3	2
259	к тому	4	2
260	она не	6	2
261	в виду	5	2
262	и та	3	2
263	зрения так	2	2
264	другими словами	2	2
265	имеет значение	1	2
266	язык и	1	2
267	же –	2	2
268	нет никакой	1	2
269	культуры и	1	2
270	зрения не	1	2
271	самое это	1	2
272	как с	2	2
273	и которую	1	2
274	никогда не	9	2
275	то как	3	2
276	мог бы	2	2
277	если бы	12	2
278	и вообще	4	2
279	и даже	13	2
280	по мере	2	2
281	ними как	1	2
282	о том	4	2
283	все в	1	2
284	отчет в	1	2
285	что и	3	2
286	и только	1	2
287	существует как	1	2
288	ни к	2	2
289	формы а	1	2
290	что он	11	2
291	в качестве	2	2
292	это является	1	2
293	и др	1	2
294	и других	1	2
295	менее всего	1	2
296	и их	2	2
297	переживания как	1	2
298	всяком случае	2	2
299	так как	11	2
300	мы можем	4	2
301	как раз	4	2
302	самом же	1	2
303	в данный	1	2
304	или иначе	1	2
305	что не	7	2
306	нового времени	1	2
307	зависит от	1	2
308	мы пока	1	2
309	есть лишь	1	2
310	увидим в	1	2
311	одну из	1	2
312	при более	1	2
313	там где	1	2
314	не об	1	2
315	в частности	2	2
316	нет еще	3	2
317	к своему	1	2
318	и этот	1	2
319	образ и	4	2
320	или хотя	2	2
321	с этой	2	2
322	не касается	1	2
323	и стать	1	2
324	но для	1	2
325	мира и	1	2
326	же деле	1	2
327	но если	5	2
328	не знает	2	2
329	к его	1	2
330	из этого	1	2
331	пока не	1	2
332	дана как	1	2
333	же и	2	2
334	жизни и	3	2
335	к этой	1	2
336	в таком	1	2
337	о действительности	1	1
338	в объективном	1	1
339	а между	1	1
340	таковы в	1	1
341	неотделима от	1	1
342	лишь ее	1	1
343	также и	7	1
344	например в	1	1
345	имеет целью	1	1
346	должен быть	1	1
347	новое время	1	1
348	и то	9	1
349	и без	1	1
350	не что	1	1
351	ее до	1	1
352	всякое внешнее	1	1
353	тоже –	1	1
354	и какова	1	1
355	тем же	1	1
356	явления и	1	1
357	произведение или	1	1
358	мировоззрения и	1	1
359	и до	1	1
360	являющаяся в	1	1
361	раздражения и	1	1
362	его не	6	1
363	для выражения	1	1
364	или наоборот	2	1
365	и само	1	1
366	связаны между	1	1
367	что между	1	1
