1	и т п	2	9
2	с точки зрения	8	8
3	до сих пор	2	7
4	сам по себе	3	5
5	в то же	3	5
6	то же время	4	5
7	и не может	1	4
8	друг с другом	1	4
9	сама по себе	7	4
10	не может быть	3	4
11	и т д	15	4
12	в самом деле	3	4
13	как и все	2	4
14	в той или	2	3
15	той или иной	1	3
16	к тому же	1	3
17	более или менее	2	3
18	мы уже говорили	1	3
19	с другой стороны	4	3
20	это вовсе не	2	2
21	в этом смысле	1	2
22	но при этом	1	2
23	того и другого	1	2
24	одно и то	4	2
25	тем не менее	2	2
26	может быть и	3	2
27	том что он	1	2
28	и та же	4	2
29	я не могу	1	2
30	то время как	3	2
31	одна и та	4	2
32	в то время	3	2
33	но все же	1	2
34	в конце концов	1	2
35	и то же	4	2
36	то это вовсе	1	1
37	времени и пространства	2	1
38	в своей душе	1	1
39	он не есть	1	1
40	но и в	1	1
41	то же самое	2	1
42	но между тем	1	1
43	мы будем говорить	1	1
44	всего того что	1	1
45	том и в	1	1
46	с другом что	1	1
47	в этом пункте	1	1
48	то что есть	2	1
49	бы оно было	1	1
50	в виду что	2	1
51	мере того как	1	1
52	но уже и	1	1
53	не может не	3	1
54	в связи с	4	1
55	и в нем	1	1
56	большей или меньшей	1	1
57	же как и	1	1
58	по мере того	1	1
59	в своей жизни	1	1
60	точки зрения и	1	1
61	и из нее	1	1
62	в другом случае	1	1
63	все это не	1	1
64	как мы это	2	1
65	по крайней мере	9	1
66	в том и	1	1
67	т е что	1	1
68	со всеми его	1	1
69	притом так чтобы	1	1
70	само по себе	2	1
71	была бы совершенно	1	1
72	в том что	6	1
73	держится не на	1	1
74	в нем не	1	1
75	как мы уже	1	1
76	т е в	3	1
77	и в другом	1	1
78	время как в	1	1
79	можно сказать что	3	1
80	о том как	1	1
81	с одной стороны	1	1
82	на самом деле	1	1
83	сами по себе	3	1
84	что это еще	1	1
85	только может быть	1	1
86	т е как	1	1
87	и до сих	1	1
88	есть прежде всего	1	1
89	и его значение	1	1
90	не менее в	1	1
91	и в том	1	1
92	так что в	1	1
93	уже сама по	1	1
94	в таком случае	3	1
95	бы то ни	1	1
96	ни на что	1	1
97	иметь в виду	2	1
98	одной стороны и	1	1
99	о том что	4	1
100	в себе и	1	1
101	по себе он	1	1
102	можем сказать что	1	1
103	крайней мере не	1	1
104	по себе и	1	1
105	и хочет чтобы	1	1
106	это еще не	1	1
107	может быть даже	1	1
108	вне времени и	1	1
109	во всяком случае	2	1
110	что в нем	2	1
111	то же но	1	1
112	все же не	1	1
113	мы можем сказать	1	1
114	на тему о	1	1
115	так или иначе	2	1
