N	2gram	Tiupa_Anal_2	Psycholo
1	то что	7	37
2	и в	16	30
3	в том	12	27
4	что в	2	24
5	и что	1	23
6	потому что	1	23
7	том что	12	21
8	таким образом	2	20
9	как бы	10	19
10	на то	2	17
11	не только	16	16
12	в этом	18	14
13	в самом	6	14
14	то есть	9	13
15	в нас	2	13
16	как раз	4	13
17	так же	2	13
18	в сущности	4	12
19	с одной	5	12
20	одной стороны	4	12
21	вместе с	2	12
22	может быть	6	11
23	если бы	3	11
24	как на	1	11
25	о том	7	10
26	и то	3	9
27	никогда не	3	9
28	так как	1	9
29	с другой	6	9
30	не может	4	9
31	сказать что	2	9
32	самом деле	1	8
33	мы имеем	3	8
34	при этом	10	8
35	заключается в	1	8
36	не в	4	8
37	к тому	7	8
38	тому что	1	8
39	того что	2	8
40	мы видим	1	8
41	а не	10	8
42	могут быть	10	8
43	и т	1	7
44	то же	4	7
45	но не	4	7
46	и как	1	7
47	в нем	1	7
48	точки зрения	4	7
49	по себе	2	7
50	этих двух	1	7
51	героя и	1	7
52	как это	6	7
53	мы уже	1	6
54	в своем	4	6
55	и если	3	6
56	что она	2	6
57	на этом	4	6
58	что все	2	6
59	как и	14	6
60	никак не	2	6
61	что с	2	6
62	и его	4	6
63	как будто	3	6
64	в совершенно	1	6
65	или в	3	6
66	и здесь	1	6
67	и тем	4	6
68	уже в	1	6
69	тем что	3	6
70	но и	12	6
71	именно в	3	6
72	же точно	1	6
73	и не	12	6
74	и для	2	6
75	совершенно не	1	6
76	еще не	2	5
77	о смерти	1	5
78	ответ на	3	5
79	когда он	1	5
80	в себе	7	5
81	в целом	8	5
82	в этой	9	5
83	было бы	3	5
84	несмотря на	3	5
85	только не	4	5
86	же самое	1	5
87	как мы	3	5
88	но в	6	5
89	сводится к	3	5
90	в новелле	4	5
91	один из	2	5
92	в двух	2	5
93	дело с	1	5
94	только в	4	5
95	и потому	1	5
96	бы в	3	5
97	обратиться к	1	5
98	другой стороны	2	5
99	исходит из	1	4
100	в виду	1	4
101	как говорит	2	4
102	стороны и	1	4
103	и к	5	4
104	и заключается	1	4
105	есть не	1	4
106	в них	1	4
107	в своей	2	4
108	казалось бы	3	4
109	как она	1	4
110	у нас	1	4
111	указывает на	1	4
112	на примере	1	4
113	мы могли	1	4
114	внимание на	2	4
115	в его	2	4
116	только что	1	4
117	этот вопрос	1	4
118	только на	3	4
119	в конце	4	4
120	говорит о	5	4
121	прежде всего	3	4
122	в частности	16	4
123	о чем	2	4
124	в результате	3	4
125	показать как	1	4
126	от него	1	4
127	и все	3	4
128	а в	3	4
129	не есть	2	4
130	художественного произведения	2	3
131	тем же	1	3
132	в их	3	3
133	по его	1	3
134	той же	2	3
135	полагает что	1	3
136	и о	1	3
137	из того	1	3
138	и на	6	3
139	в ее	1	3
140	как в	4	3
141	и наконец	1	3
142	в которой	1	3
143	из этих	1	3
144	на его	3	3
145	он не	2	3
146	состоит в	8	3
147	не как	1	3
148	в силу	1	3
149	что ни	1	3
150	так например	2	3
151	одно и	1	3
152	можно было	3	3
153	человека в	1	3
154	в другом	1	3
155	об этом	1	3
156	это не	1	3
157	ни в	1	3
158	в этих	2	3
159	одним и	1	3
160	и вся	1	3
161	вовсе не	2	3
162	с теми	1	3
163	одна из	1	3
164	но только	1	3
165	этом отношении	3	3
166	с другом	1	3
167	что при	1	3
168	данном случае	5	3
169	так и	15	3
170	времени и	1	3
171	это только	2	3
172	что и	3	3
173	что здесь	1	3
174	тот же	1	3
175	что нам	1	3
176	так что	3	3
177	можно на	1	3
178	для него	4	3
179	в состоянии	2	3
180	у него	4	3
181	что на	3	3
182	со стороны	3	3
183	на этот	2	3
184	была бы	2	3
185	в данном	8	3
186	друг с	1	3
187	при таком	2	3
188	дело и	1	3
189	для нас	1	3
190	мы должны	1	3
191	хотя бы	1	3
192	в свою	1	3
193	имеет место	4	3
194	по поводу	3	3
195	это в	1	3
196	к этому	2	3
197	в таком	2	3
198	того же	4	2
199	бы для	1	2
200	к другому	1	2
201	отношения между	1	2
202	по преимуществу	4	2
203	и до	2	2
204	в действие	1	2
205	едва ли	3	2
206	отношения к	2	2
207	а как	2	2
208	что иное	1	2
209	событий и	1	2
210	и он	2	2
211	собой в	2	2
212	он был	2	2
213	иное как	1	2
214	в последних	1	2
215	с его	1	2
216	во всех	4	2
217	совсем не	1	2
218	по отношению	4	2
219	очевидно что	1	2
220	себе и	1	2
221	отличие от	2	2
222	и надежды	1	2
223	в центре	3	2
224	перед нами	1	2
225	следующим образом	1	2
226	в противоположность	2	2
227	он в	4	2
228	все эти	1	2
229	в ответ	2	2
230	в нашем	3	2
231	к самому	1	2
232	вопроса о	1	2
233	еще один	1	2
234	как он	1	2
235	однако эта	1	2
236	противоречие с	1	2
237	оно в	1	2
238	в каждом	1	2
239	а затем	2	2
240	же не	2	2
241	в глазах	1	2
242	с героем	1	2
243	из них	3	2
244	материал для	1	2
245	все равно	1	2
246	к которым	1	2
247	в ритме	2	2
248	говорится о	1	2
249	и при	1	2
250	ритма и	3	2
251	это делает	1	2
252	в котором	2	2
253	с точки	2	2
254	в отличие	2	2
255	сами по	1	2
256	в словах	3	2
257	в отношении	1	2
258	и другое	1	2
259	в то	2	2
260	в полной	1	2
261	со своим	3	2
262	ли не	2	2
