N	2gram	Vinokur_Ku_3	Istorich
1	т е	32	29
2	что он	6	24
3	и т	54	19
4	не только	17	18
5	т д	8	18
6	может быть	14	17
7	мы имеем	2	15
8	и в	23	15
9	никогда не	1	15
10	так как	9	14
11	но и	3	14
12	так же	2	13
13	что в	13	12
14	то что	4	12
15	а в	5	12
16	в этом	16	11
17	в этих	2	11
18	мы знаем	1	11
19	и не	10	11
20	то же	6	10
21	что они	2	10
22	его в	2	10
23	еще не	9	9
24	все же	5	9
25	в другом	1	9
26	с тем	6	9
27	и здесь	2	9
28	потому что	12	9
29	он не	3	8
30	связи с	6	8
31	один из	4	8
32	мы увидим	1	8
33	очень много	2	8
34	мы видим	1	8
35	таким образом	9	7
36	том что	11	7
37	не в	5	7
38	ничего не	6	7
39	и пр	3	7
40	вместе с	2	7
41	сих пор	8	7
42	связана с	1	6
43	то это	3	6
44	но в	2	6
45	что это	3	6
46	и что	7	6
47	в его	11	6
48	что и	6	6
49	до сих	8	6
50	наряду с	1	6
51	как бы	5	6
52	в том	22	6
53	только в	6	6
54	же как	1	5
55	и есть	5	5
56	как в	4	5
57	с этим	1	5
58	имеем в	1	5
59	что она	5	5
60	но все	2	5
61	было бы	16	5
62	этого не	1	5
63	здесь можно	5	5
64	в котором	2	5
65	в русской	1	5
66	на него	3	5
67	можно было	11	5
68	так и	6	5
69	она не	3	5
70	к нему	1	5
71	в одном	2	5
72	прежде всего	9	5
73	а не	11	5
74	в связи	5	5
75	не может	6	5
76	этом случае	4	5
77	к тому	3	5
78	эти случаи	1	4
79	что эти	2	4
80	увидим ниже	1	4
81	в ней	3	4
82	и на	1	4
83	только после	3	4
84	в одной	1	4
85	в себе	1	4
86	вот несколько	1	4
87	все эти	7	4
88	при этом	6	4
89	после этого	1	4
90	и с	3	4
91	показывает что	1	4
92	вопрос о	11	4
93	не будем	5	4
94	но он	1	4
95	дело не	2	4
96	того как	7	4
97	для нас	4	4
98	о нем	1	4
99	что здесь	1	4
100	с одной	4	4
101	тем что	5	4
102	и др	1	4
103	но это	5	4
104	в область	2	4
105	не должен	1	4
106	мы должны	3	4
107	одной из	1	4
108	к этой	1	4
109	и другие	1	4
110	они не	3	4
111	указать что	1	3
112	мы не	3	3
113	установить что	1	3
114	не совсем	1	3
115	когда он	2	3
116	увидим что	2	3
117	он в	2	3
118	из этих	5	3
119	как он	2	3
120	всех этих	1	3
121	здесь мы	1	3
122	как указано	1	3
123	говорит что	1	3
124	не мог	1	3
125	в их	6	3
126	стоит в	1	3
127	и его	1	3
128	как будто	1	3
129	но по	1	3
130	в каких	1	3
131	так в	2	3
132	мог бы	2	3
133	о том	6	3
134	после того	6	3
135	раньше чем	1	3
136	а именно	3	3
137	если это	2	3
138	того что	11	3
139	в качестве	2	3
140	же и	1	3
141	по отношению	3	3
142	одной стороны	4	3
143	что мы	2	3
144	не видит	1	3
145	эти слова	2	3
146	как это	7	3
147	тому как	2	3
148	все это	2	3
149	между прочим	8	3
150	уже на	1	3
151	но если	3	3
152	отношению к	2	3
153	можно привести	1	3
154	также что	2	2
155	в силе	1	2
156	например в	1	2
157	самом деле	14	2
158	на самом	3	2
159	к таким	1	2
160	делают его	1	2
161	и ничего	1	2
162	и для	1	2
163	в сущности	4	2
164	я не	5	2
165	ни один	1	2
166	хотя бы	9	2
167	для наших	1	2
168	и то	1	2
169	в которых	3	2
170	то мы	3	2
171	но не	3	2
172	не все	2	2
173	не просто	2	2
174	материал в	1	2
175	дает нам	2	2
176	перед нами	1	2
177	в которой	1	2
178	возможно что	1	2
179	одном случае	1	2
180	интересно что	1	2
181	тому же	3	2
182	не могла	1	2
183	главным образом	2	2
184	так сказать	2	2
185	состоит в	2	2
186	в силу	6	2
187	и если	2	2
188	сказал что	1	2
189	той же	3	2
190	на этой	1	2
191	с другими	2	2
192	это не	3	2
193	есть и	1	2
194	ни в	3	2
195	он является	1	2
196	как и	5	2
197	мы видели	3	2
198	такой же	2	2
199	обратимся к	1	2
200	со мной	1	2
201	в эту	1	2
202	во время	1	2
203	и ее	1	2
204	бы привести	2	2
205	не столько	4	2
206	представление о	1	2
207	он дает	1	2
208	и более	3	2
209	в таких	2	2
210	случае мы	1	2
211	тем самым	4	2
212	и именно	3	2
213	тогда и	1	2
214	в русском	2	2
215	другой стороны	3	2
216	нам важно	1	2
217	своей цели	1	2
218	кроме того	2	2
219	только с	1	2
220	был бы	3	2
221	же мы	4	2
222	мы в	1	2
223	когда мы	3	2
224	могут быть	6	2
225	составить предмет	1	2
226	бы составить	2	2
227	того чтобы	11	2
228	в виду	8	2
229	здесь не	2	2
230	совершенно ясно	2	2
231	так оно	1	2
232	приводит к	1	2
233	дано в	2	2
234	часто в	1	2
235	это только	1	2
236	имеется в	1	2
237	что под	1	2
238	другом месте	1	2
239	на вопрос	3	2
240	д но	1	2
241	с другой	7	2
242	а также	4	2
243	в изложении	1	2
