N	2gram	Voloshinov_1	FransuaR
1	и в	13	41
2	и т.п	7	19
3	мы уже	2	18
4	таким образом	6	17
5	в нем	2	16
6	тела и	3	15
7	но и	3	13
8	и его	12	13
9	в этом	2	12
10	телом и	2	12
11	все эти	2	11
12	все это	4	11
13	прежде всего	9	10
14	то что	6	10
15	и др	2	10
16	в самом	2	10
17	не только	6	10
18	так как	3	10
19	и все	3	9
20	здесь и	1	8
21	никогда не	3	8
22	в этой	1	8
23	но в	4	8
24	как и	3	7
25	вовсе не	2	7
26	что в	3	7
27	в его	7	7
28	в них	2	7
29	в особенности	1	7
30	и до	1	7
31	как бы	6	7
32	том что	2	7
33	или в	1	6
34	с помощью	2	6
35	вместе с	1	6
36	например в	1	6
37	в то	1	6
38	один из	1	6
39	в эпоху	1	6
40	мы видим	2	6
41	также и	1	6
42	в образе	1	6
43	сказать что	1	6
44	что он	1	6
45	в себе	3	5
46	же время	1	5
47	там где	2	5
48	и он	1	5
49	в одном	3	5
50	все то	1	5
51	в ее	3	5
52	во всем	2	5
53	человеческого тела	1	5
54	тем что	2	5
55	то же	4	5
56	так же	2	5
57	между собою	2	5
58	и что	1	5
59	с его	1	5
60	а также	2	5
61	так и	3	5
62	еще в	2	5
63	в своем	1	5
64	одним из	1	4
65	борьба с	1	4
66	и наконец	5	4
67	в другом	2	4
68	того же	1	4
69	не может	8	4
70	не в	3	4
71	самом деле	3	4
72	того чтобы	1	4
73	все же	5	4
74	более того	2	4
75	а в	2	4
76	как в	2	4
77	тот же	2	4
78	другом месте	1	4
79	в основе	1	4
80	одной стороны	2	4
81	роль в	2	4
82	с одной	2	4
83	с другой	2	4
84	в ней	2	4
85	все время	1	4
86	уже в	2	4
87	и как	1	4
88	и самый	1	3
89	людей и	1	3
90	и для	3	3
91	и их	7	3
92	выходит за	1	3
93	и не	8	3
94	те же	2	3
95	не мог	2	3
96	в искусстве	3	3
97	в изобразительных	1	3
98	одной из	1	3
99	в чем	2	3
100	с миром	1	3
101	с этой	2	3
102	потому что	1	3
103	характер носит	1	3
104	в начале	1	3
105	связанных с	2	3
106	и особенно	1	3
107	они не	1	3
108	до того	1	3
109	с этим	3	3
110	в одной	1	3
111	в индии	1	3
112	при этом	2	3
113	в книге	2	3
114	в данном	2	3
115	этом отношении	1	3
116	на все	1	3
117	только в	6	3
118	к нему	1	3
119	только с	1	3
120	изобразительных искусствах	2	3
121	здесь он	1	3
122	в целях	2	3
123	было бы	4	3
124	конечно не	1	3
125	но это	1	3
126	каждый из	1	2
127	данном случае	2	2
128	это все	1	2
129	от всех	2	2
130	говорить о	3	2
131	ведь этот	1	2
132	что они	2	2
133	в том	2	2
134	себе в	1	2
135	связи с	1	2
136	и тот	1	2
137	точки зрения	7	2
138	то он	1	2
139	т.п и	3	2
140	вполне понятно	4	2
141	мы не	4	2
142	в конце	1	2
143	в значительной	1	2
144	как это	1	2
145	от него	1	2
146	в своей	4	2
147	а на	1	2
148	же мотив	1	2
149	только его	2	2
150	со всеми	1	2
151	бы в	2	2
152	но не	1	2
153	превращается в	3	2
154	от тела	1	2
155	конечно в	2	2
156	кажется что	2	2
157	рождения и	1	2
158	но если	1	2
159	между тем	2	2
160	переходит в	1	2
161	и отчасти	2	2
162	это и	1	2
163	человека и	1	2
164	связана с	3	2
165	лишь в	4	2
166	не на	2	2
167	находятся в	1	2
168	природы и	1	2
169	в организации	1	2
170	в истории	1	2
171	нужно сказать	1	2
172	для этого	1	2
173	другой стороны	2	2
174	внимание на	1	2
175	xvii века	1	2
176	и часто	1	2
177	их в	1	2
178	в античной	1	2
179	никто не	1	2
180	как известно	1	2
181	до конца	1	2
182	на этом	1	2
183	что мы	1	2
184	своего времени	1	2
185	из того	1	2
186	с точки	5	2
187	представление о	1	2
188	громадную роль	2	2
189	ведь и	1	2
190	тем более	1	2
191	человеческое тело	1	2
192	и у	1	2
193	в области	2	2
194	а не	2	2
195	может быть	8	2
196	понятно что	3	2
197	и то	3	2
198	заключается в	1	2
199	из тела	2	2
200	за пределы	3	2
201	в дальнейшем	1	2
202	как о	1	2
203	сильнее и	1	2
204	отметить что	1	2
205	и там	1	1
206	это особенно	1	1
207	этой системы	1	1
208	не знает	1	1
209	явления природы	1	1
210	всего его	1	1
211	мы чувствуем	1	1
212	необходимо учитывать	1	1
213	еще не	1	1
214	и вот	1	1
215	и превращается	1	1
216	в связи	2	1
217	в которой	3	1
218	проявляются в	1	1
219	ее на	1	1
220	в этот	2	1
221	еще и	4	1
222	этого слова	1	1
223	в чрезвычайно	1	1
224	экспрессии не	1	1
225	думать что	2	1
226	не было	1	1
227	не менее	2	1
228	она никогда	1	1
229	о влиянии	1	1
230	основные и	1	1
231	в несколько	1	1
232	образом не	1	1
233	связь с	1	1
234	вслед за	2	1
235	и должна	1	1
236	это конечно	1	1
237	и связанных	1	1
238	к которому	1	1
239	связанные с	2	1
240	в новых	1	1
241	и здесь	1	1
242	времени не	1	1
243	же не	1	1
244	или иная	1	1
245	только то	1	1
246	ее снова	1	1
247	только они	1	1
248	в другой	1	1
249	в их	3	1
250	не из	1	1
251	которой он	1	1
252	если он	1	1
253	тем как	1	1
254	у такого	1	1
255	одно из	1	1
256	его в	1	1
257	где нет	1	1
258	только ее	2	1
259	встречаются в	1	1
260	литературы в	1	1
261	этот вопрос	1	1
262	что же	3	1
263	же точно	1	1
264	нужно отметить	2	1
265	время в	1	1
266	она осталась	1	1
267	и вполне	1	1
268	об особой	2	1
269	один и	1	1
270	отношение к	1	1
271	в себя	1	1
272	что касается	1	1
273	для него	2	1
274	из него	1	1
275	произведение и	1	1
276	выражения в	1	1
277	в широком	1	1
278	связанное с	1	1
279	особенно в	1	1
280	здесь нет	1	1
281	для понимания	1	1
282	пределах того	1	1
283	в узком	1	1
284	на самом	1	1
285	в продолжении	1	1
286	нет и	1	1
287	он все	1	1
288	или на	1	1
289	значение имеет	1	1
290	которых он	1	1
291	и сложнее	1	1
292	всегда связана	1	1
293	является таким	1	1
294	играет громадную	1	1
295	и других	1	1
296	превращаются в	1	1
297	мысли и	1	1
298	в природе	1	1
299	по отношению	3	1
300	материалом для	2	1
301	своего рождения	1	1
302	события и	1	1
303	и к	2	1
304	для современников	1	1
305	не имеет	2	1
306	говорить об	2	1
307	для того	1	1
308	и падения	1	1
309	в некоторых	1	1
310	явления как	1	1
311	роль играет	1	1
312	и непосредственным	1	1
313	момента в	1	1
314	эстетические нормы	1	1
315	в предисловии	1	1
316	в системе	1	1
317	ведь в	1	1
318	нем только	1	1
319	и через	1	1
320	в целом	2	1
321	и речи	1	1
322	связанная с	1	1
323	с определением	1	1
324	материал в	2	1
325	подхода к	1	1
326	что к	1	1
327	платон в	1	1
328	эта связь	1	1
329	в отношении	2	1
330	своего рода	2	1
331	предисловии к	1	1
332	в руках	2	1
333	богатство и	1	1
334	по себе	1	1
335	и о	1	1
336	ни о	1	1
337	зависимости от	2	1
338	да и	3	1
339	во все	1	1
340	этот момент	1	1
341	эти три	1	1
342	в языке	2	1
343	с телом	2	1
344	не столько	3	1
345	уже у	1	1
346	на первом	1	1
347	и над	1	1
348	то это	1	1
349	или менее	1	1
350	функцию в	2	1
351	но вообще	1	1
352	ту же	1	1
353	в каждом	4	1
354	ему в	1	1
355	с ориентацией	1	1
356	по поводу	1	1
357	если только	1	1
358	объединены в	1	1
359	более или	1	1
360	с ними	2	1
361	и т.д	5	1
362	является не	1	1
363	к слову	1	1
364	здесь уже	1	1
365	вопрос в	1	1
366	одна из	1	1
367	и тем	2	1
368	в зависимости	2	1
369	точку зрения	3	1
370	о теории	1	1
371	совершенно понятен	1	1
372	не вполне	1	1
373	могут быть	2	1
374	не существует	1	1
375	сложнее и	1	1
376	того как	1	1
377	и именно	1	1
378	на эту	1	1
379	слова и	2	1
380	осмысливались в	1	1
381	он говорит	1	1
382	пути к	2	1
383	его понимании	1	1
384	себя и	1	1
385	мы можем	4	1
386	и если	1	1
387	с одним	1	1
388	его органов	1	1
389	необходимость в	1	1
390	менее всего	1	1
391	и дает	1	1
392	его чисто	1	1
393	между отдельными	1	1
394	ними и	1	1
395	в действительности	2	1
396	непременно должна	1	1
397	далеко не	1	1
398	там нет	1	1
399	не как	3	1
400	несмотря на	2	1
401	времени в	1	1
402	в различных	1	1
403	отношению к	3	1
404	в которую	2	1
405	существует но	1	1
406	и столь	1	1
407	в словесном	2	1
408	полагаем что	1	1
409	этим словом	1	1
410	та или	1	1
411	и языка	1	1
412	важное значение	1	1
413	проникают в	1	1
414	появляется и	1	1
415	столь велика	1	1
416	чем же	2	1
417	об этом	1	1
418	в которых	1	1
419	сознания но	1	1
420	формы и	1	1
421	оно может	1	1
422	его за	1	1
423	отчасти в	1	1
424	не является	4	1
425	и это	1	1
426	для всех	1	1
427	или даже	1	1
428	к сожалению	2	1
429	на фоне	4	1
430	в пределах	3	1
431	мы полагаем	1	1
432	и замкнуто	3	1
433	в условиях	1	1
434	обратимся к	1	1
435	мы все	1	1
436	характер лишь	1	1
437	можно было	1	1
438	и тогда	1	1
439	пищи и	1	1
440	значительной мере	1	1
441	мог бы	2	1
442	мы здесь	1	1
443	он и	1	1
444	с вещами	1	1
