N	3gram	Bakhtin_fo_2	Istorich
1	и т д	3	15
2	с другой стороны	1	7
3	в том что	3	5
4	в этом случае	2	5
5	как мы видели	1	5
6	до сих пор	2	5
7	в связи с	7	3
8	в данном случае	1	3
9	о том что	1	2
10	с одной стороны	1	2
11	в одном из	1	2
12	что и в	1	2
13	как и в	1	2
14	таким образом и	1	2
15	в то время	1	2
16	но все же	1	2
17	то время как	1	2
18	мы имеем в	2	2
19	с самого начала	1	1
20	руки и ноги	1	1
21	друг от друга	2	1
22	в том числе	3	1
23	в большинстве случаев	3	1
24	друг с другом	4	1
25	до того что	1	1
26	мы увидим дальше	1	1
27	мы будем рассматривать	1	1
28	и никому не	1	1
29	мы уже говорили	3	1
30	что он видел	1	1
31	обстоит дело с	1	1
32	можно сказать что	1	1
33	из него и	1	1
34	с полной ясностью	1	1
35	равно как и	2	1
36	в себя и	1	1
37	может быть и	2	1
38	и столько же	2	1
39	с этим в	1	1
40	мертвец и в	1	1
41	имеется и в	1	1
42	что в этом	2	1
43	заключил союз с	1	1
44	и прежде всего	3	1
45	здесь еще не	1	1
46	большую роль в	1	1
47	здесь не можем	1	1
48	на самом деле	1	1
49	но в этом	1	1
50	с тем что	1	1
51	такую большую роль	1	1
52	то и дело	1	1
53	а так как	1	1
54	не только в	5	1
55	сами по себе	2	1
56	это вовсе не	1	1
57	то что было	2	1
58	в них и	1	1
59	и вместе с	1	1
60	вместе с тем	1	1
61	с тех пор	1	1
62	мы здесь не	1	1
63	на землю и	1	1
64	но и в	3	1
65	с точки зрения	8	1
66	с этой точки	1	1
67	также и в	1	1
68	как мы увидим	1	1
69	этой точки зрения	1	1
70	в свою очередь	1	1
71	приведем несколько примеров	1	1
72	не может быть	1	1
