N	2gram	Voloshinov_1	formyVre
1	и в	12	50
2	то есть	1	33
3	в этом	4	25
4	в нем	6	24
5	частной жизни	2	23
6	и его	13	16
7	в литературе	4	16
8	прежде всего	8	15
9	как мы	1	14
10	и не	10	14
11	в его	2	13
12	вовсе не	1	13
13	так и	4	12
14	то же	5	11
15	мы уже	1	11
16	таким образом	12	11
17	может быть	14	11
18	но в	5	10
19	с его	2	9
20	все эти	3	9
21	не только	4	9
22	в то	2	9
23	ничего не	2	9
24	же время	1	9
25	в том	6	9
26	в особенности	2	9
27	и др	5	9
28	и на	4	8
29	в самом	4	8
30	ни в	3	8
31	жизни в	1	8
32	но и	3	8
33	и их	1	8
34	как и	5	8
35	жизни и	4	8
36	характер и	1	7
37	и во	1	7
38	не было	1	7
39	в условиях	2	7
40	героя и	5	7
41	например в	1	6
42	во всех	1	6
43	как в	5	6
44	все же	4	6
45	это не	2	6
46	и того	1	6
47	так как	9	6
48	с ее	1	6
49	в ее	1	6
50	связи с	1	6
51	в жизни	5	6
52	у него	1	6
53	то что	5	6
54	в частности	1	6
55	не может	16	6
56	так же	3	6
57	в результате	1	6
58	и все	2	6
59	отношению к	11	5
60	время как	1	5
61	еще не	3	5
62	но не	2	5
63	отнюдь не	5	5
64	не в	4	5
65	он не	2	5
66	в основе	1	5
67	того чтобы	1	5
68	точки зрения	14	5
69	только и	1	5
70	могут быть	2	5
71	но все	2	5
72	в пределах	3	5
73	если бы	9	5
74	в пространстве	1	5
75	наряду с	1	5
76	в основном	2	5
77	что в	2	5
78	и другие	2	5
79	и то	2	4
80	и это	1	4
81	в ней	6	4
82	для других	2	4
83	в своем	2	4
84	конечно не	3	4
85	то время	1	4
86	и с	3	4
87	в них	3	4
88	том что	5	4
89	в котором	3	4
90	здесь на	1	4
91	в процессе	6	4
92	здесь не	3	4
93	жизнь и	1	4
94	и следовательно	5	4
95	только в	6	4
96	и проч	3	4
97	и т.п	1	4
98	влияние на	2	4
99	до конца	2	4
100	в последующем	1	4
101	нет ничего	2	4
102	все это	3	4
103	между собой	2	4
104	кроме того	2	4
105	и для	3	4
106	вполне понятно	1	4
107	по преимуществу	1	3
108	не имеют	1	3
109	мы не	3	3
110	в виду	5	3
111	значение и	1	3
112	по отношению	11	3
113	себе и	1	3
114	хотя и	1	3
115	в себе	3	3
116	и те	2	3
117	при этом	6	3
118	она становится	1	3
119	одно и	2	3
120	его в	4	3
121	входит в	1	3
122	с другими	2	3
123	и дает	2	3
124	эти моменты	2	3
125	для них	1	3
126	и уже	3	3
127	и вне	1	3
128	между ними	2	3
129	в этих	2	3
130	в отношении	2	3
131	но эта	1	3
132	друг друга	1	3
133	чем не	1	3
134	этом отношении	1	3
135	не могут	1	3
136	героев и	2	3
137	к тому	1	3
138	формы и	3	3
139	в порядке	1	3
140	что и	2	3
141	в форме	2	3
142	во времени	1	3
143	и ее	3	3
144	с одной	2	3
145	в качестве	1	3
146	только на	3	3
147	одно из	1	3
148	в одном	1	3
149	до сих	3	3
150	именно в	1	3
151	мы еще	1	3
152	себя и	2	3
153	что не	4	3
154	только к	1	3
155	более того	2	3
156	быть только	2	3
157	а не	5	3
158	вместе с	2	3
159	и потому	2	3
160	подхода к	1	3
161	да и	3	3
162	сих пор	3	3
163	еще более	1	3
164	не знает	1	3
165	сказать что	7	3
166	имеет место	2	3
167	они не	1	3
168	к этому	2	3
169	в таком	1	3
170	во всяком	1	3
171	же как	1	2
172	на материале	2	2
173	на себя	1	2
174	момент в	1	2
175	на них	1	2
176	в чем	2	2
177	но конечно	2	2
178	как если	4	2
179	друг к	1	2
180	герою и	1	2
181	в истории	1	2
182	не входят	1	2
183	стороны и	2	2
184	и к	4	2
185	имеет в	3	2
186	в целом	1	2
187	тому же	2	2
188	в нашем	11	2
189	выражение в	2	2
190	как бы	13	2
191	всей его	1	2
192	по самому	1	2
193	не как	1	2
194	уже не	4	2
195	и по	3	2
196	уже сказали	1	2
197	что все	1	2
198	к другу	1	2
199	ясно что	3	2
200	было бы	1	2
201	из нее	1	2
202	этой первой	1	2
203	рядом с	1	2
204	все моменты	1	2
205	автора и	2	2
206	места в	1	2
207	для него	3	2
208	в своей	3	2
209	он должен	3	2
210	с точки	2	2
211	место в	2	2
212	не к	3	2
213	точку зрения	2	2
214	том же	1	2
215	по себе	3	2
216	самого начала	1	2
217	тогда когда	2	2
218	дело в	4	2
219	никогда не	5	2
220	и является	4	2
221	всей жизни	1	2
222	так называемый	1	2
223	в каком	3	2
224	все то	1	2
225	есть только	1	2
226	оно не	2	2
227	с самого	1	2
228	те же	2	2
229	по природе	2	2
230	можно только	1	2
231	ту же	1	2
232	и вообще	3	2
233	с ним	3	2
234	в значительной	1	2
235	на основе	1	2
236	там где	2	2
237	не зная	1	2
238	того что	3	2
239	довлеет себе	2	2
240	дает место	1	2
241	быть и	3	2
242	важное значение	1	2
243	явления в	1	2
244	есть в	1	2
245	уже в	2	2
246	если мы	1	2
247	речи в	2	2
248	его и	1	2
249	отношение к	4	2
250	к ним	2	2
251	само собой	1	2
252	с другой	4	2
253	и тех	1	2
254	далеко не	1	2
255	и прежде	1	2
256	в некоторых	3	2
257	одной стороны	2	2
258	что мы	5	2
259	с помощью	6	2
260	вступает в	1	2
261	в данном	2	2
262	слагается из	2	2
263	слова и	6	2
264	но для	3	2
265	не является	1	2
266	здесь конечно	1	2
267	уже на	1	2
268	человек и	1	2
269	для нас	7	2
270	мы должны	1	2
271	хотя бы	5	2
272	или не	3	2
273	видения и	1	2
274	была бы	2	2
275	равно как	1	2
276	в свою	1	2
277	на один	2	2
278	время не	1	2
279	и эта	1	2
280	пор не	1	1
281	я и	1	1
282	тем же	1	1
283	моменты его	1	1
284	высшей степени	1	1
285	в зависимости	2	1
286	со всех	2	1
287	на вещи	1	1
288	мы имеем	2	1
289	миру и	1	1
290	обходится без	1	1
291	само слово	1	1
292	не вполне	1	1
293	что можно	1	1
294	не знают	1	1
295	зависимости от	4	1
296	и он	1	1
297	всех сторон	1	1
298	и явления	1	1
299	и момента	1	1
300	именно этого	1	1
301	свои права	1	1
302	материала это	1	1
303	самом деле	3	1
304	и всего	1	1
305	данном случае	2	1
306	то он	1	1
307	менее всего	1	1
308	совершенно ясно	1	1
309	в свои	1	1
310	второй план	1	1
311	независимо от	2	1
312	пути в	1	1
313	более и	1	1
314	и различные	1	1
315	перед нами	1	1
316	может получить	1	1
317	и наконец	3	1
318	форм которые	1	1
319	эпохи но	1	1
320	себе не	1	1
321	увидим что	1	1
322	литературы в	1	1
323	сливается с	2	1
324	та же	1	1
325	что это	1	1
326	бы не	2	1
327	очень важным	1	1
328	которые в	1	1
329	и тот	1	1
330	движение и	1	1
331	имеем в	2	1
332	содержания является	1	1
333	определяются именно	2	1
334	к герою	3	1
335	и слушающего	1	1
336	как часто	1	1
337	и закрепленного	1	1
338	в корне	2	1
339	именно этим	1	1
340	которого и	1	1
341	особенно важное	1	1
342	не бывает	1	1
343	значительной степени	1	1
344	форма в	2	1
345	здесь мы	1	1
346	всего совершенно	1	1
347	конечно в	2	1
348	зрения на	1	1
349	и расположения	1	1
350	на протяжении	1	1
351	и непосредственное	1	1
352	вместе со	2	1
353	ко второму	1	1
354	встреча в	1	1
355	и соответствующие	1	1
356	к определенным	1	1
357	люди не	1	1
358	на второй	1	1
359	в высшей	1	1
360	и автобиографии	2	1
361	социального целого	1	1
362	которой он	1	1
363	нигде не	1	1
364	на одну	1	1
365	форма и	1	1
366	должно быть	1	1
367	и некоторые	1	1
368	и тогда	1	1
369	выступает здесь	1	1
370	только того	1	1
371	нас не	1	1
372	всяком случае	1	1
373	но сами	1	1
374	три существенных	1	1
375	оно стало	1	1
376	такой анализ	1	1
377	и другого	1	1
378	является только	1	1
379	эту закономерность	1	1
380	единство и	1	1
381	с такою	1	1
382	и более	3	1
383	не должно	1	1
384	от ранга	1	1
385	для нее	1	1
386	формы как	1	1
387	указывали что	1	1
388	же мы	1	1
389	тесную связь	2	1
390	того если	1	1
391	до известной	2	1
392	она не	2	1
393	как о	1	1
394	нас и	2	1
395	как его	1	1
396	и политического	1	1
397	того в	1	1
398	ровно ничего	1	1
399	по своей	1	1
400	не нужен	1	1
401	здесь же	1	1
402	существуют для	1	1
403	эти три	1	1
404	входят в	1	1
405	с которой	1	1
406	у нас	1	1
407	в момент	2	1
408	и вступает	1	1
409	составная часть	1	1
410	и определений	1	1
411	поэтому не	1	1
412	теперь когда	1	1
413	зато эти	1	1
414	моменты жизни	1	1
415	вошли в	1	1
416	как только	2	1
417	должны быть	1	1
418	в событии	2	1
419	что оно	1	1
420	свое значение	1	1
421	особый тип	1	1
422	и самое	2	1
423	вне этого	1	1
424	свою очередь	1	1
425	точками зрения	1	1
426	миром и	1	1
427	в организации	1	1
428	в себя	2	1
429	и совершенно	2	1
430	становится лишь	1	1
431	в другом	1	1
432	вещи и	2	1
433	часть его	1	1
434	было в	1	1
435	и которые	1	1
436	неразрывное единство	1	1
