N	2gram	Bakhtin_Fr_2	Problema
1	то есть	32	39
2	то что	6	38
3	вовсе не	10	37
4	и не	15	37
5	и в	49	35
6	не есть	1	33
7	не только	17	24
8	сказать что	6	24
9	том что	4	19
10	даже и	2	18
11	о том	3	18
12	может быть	5	18
13	в этом	15	17
14	и вообще	3	16
15	настоящее время	1	16
16	но и	13	16
17	в настоящее	1	16
18	такого рода	2	15
19	только в	13	14
20	не менее	1	13
21	потому что	1	13
22	не может	7	13
23	во всяком	2	13
24	также и	3	12
25	того что	1	12
26	в том	3	12
27	хотя бы	1	12
28	значения и	1	11
29	и даже	2	11
30	так что	1	11
31	прежде всего	19	11
32	что в	2	11
33	и то	1	10
34	еще не	2	10
35	всяком случае	2	10
36	ничего не	2	10
37	и с	6	10
38	а не	1	10
39	да и	3	10
40	в этой	10	9
41	для себя	1	9
42	только на	1	9
43	для нас	1	9
44	значение и	1	8
45	все же	7	8
46	есть только	1	8
47	ясно что	1	8
48	в виду	3	8
49	было бы	3	8
50	как раз	1	8
51	все эти	7	7
52	того или	1	7
53	не является	1	7
54	в конце	2	7
55	так и	6	7
56	в его	18	7
57	конце концов	1	7
58	так как	6	7
59	этом случае	1	7
60	есть не	1	6
61	мы и	1	6
62	с другой	4	6
63	относится к	5	6
64	и вовсе	2	6
65	но в	4	6
66	на то	2	6
67	что все	1	6
68	мы можем	2	6
69	не о	1	6
70	другими словами	3	6
71	можно сказать	2	6
72	в виде	1	6
73	ни в	3	6
74	в области	4	6
75	о чем	3	6
76	но это	2	6
77	и для	1	6
78	не существует	1	6
79	в то	6	6
80	то же	7	5
81	по своему	1	5
82	в самом	3	5
83	в себе	4	5
84	как и	11	5
85	и без	2	5
86	представление о	1	5
87	есть именно	1	5
88	и более	4	5
89	связи с	2	5
90	будто бы	1	5
91	указывает на	1	5
92	и это	3	5
93	как мы	7	5
94	языка и	1	5
95	можно было	3	5
96	и на	17	5
97	с одной	3	5
98	одной стороны	3	5
99	еще и	1	5
100	что не	1	5
101	другой стороны	3	5
102	в частности	1	5
103	так же	2	5
104	в связи	2	5
105	и все	3	5
106	или иного	1	5
107	есть то	1	5
108	самом деле	1	4
109	на самом	2	4
110	и есть	1	4
111	и значение	2	4
