N	4gram	Tiupa_Narr_2	formyVre
1	в то же время	3	6
2	одного и того же	1	5
3	и в то же	1	4
4	с одной стороны и	1	2
5	ни в чем не	1	2
6	но и в других	1	2
7	в то время как	1	2
8	не для того чтобы	1	2
9	движение времени сюжета истории	1	1
10	в той или иной	1	1
11	имеет место слияние пространственных	1	1
12	сгущается уплотняется становится художественно-зримым	1	1
13	становится художественно-зримым пространство же	1	1
14	в осмысленном и конкретном	1	1
15	как раз в том	1	1
16	и конкретном целом время	1	1
17	и временных примет в	1	1
18	пространство же интенсифицируется втягивается	1	1
19	пространственных и временных примет	1	1
20	интенсифицируется втягивается в движение	1	1
21	в движение времени сюжета	1	1
22	художественно-зримым пространство же интенсифицируется	1	1
23	примет в осмысленном и	1	1
24	и т п все	1	1
25	осмысленном и конкретном целом	1	1
26	временных примет в осмысленном	1	1
27	к себе самому и	1	1
28	время здесь сгущается уплотняется	1	1
29	слияние пространственных и временных	1	1
30	дело не только в	1	1
31	конкретном целом время здесь	1	1
32	себе самому и к	1	1
33	место слияние пространственных и	1	1
34	уплотняется становится художественно-зримым пространство	1	1
35	здесь сгущается уплотняется становится	1	1
36	не только в литературе	1	1
37	же интенсифицируется втягивается в	1	1
38	втягивается в движение времени	1	1
39	целом время здесь сгущается	1	1
40	самому и к другому	1	1
