N	2gram	Ircho_Kome_2	Psycholo
1	то что	6	44
2	и в	26	33
3	в этом	10	28
4	и что	2	25
5	как бы	2	25
6	все время	2	24
7	потому что	6	24
8	для того	5	23
9	том что	9	22
10	того чтобы	6	22
11	может быть	11	22
12	что в	9	21
13	в том	11	21
14	о том	6	20
15	что он	5	20
16	и мы	1	15
17	как это	4	14
18	что это	4	13
19	таким образом	6	13
20	так же	1	13
21	и не	14	13
22	все это	3	13
23	сказать что	1	13
24	самом деле	1	12
25	в самом	4	12
26	было бы	8	12
27	к тому	12	12
28	и все	2	12
29	если мы	1	12
30	так как	4	12
31	он не	2	11
32	что она	2	10
33	если бы	9	10
34	в трагедии	1	10
35	в его	4	10
36	не может	3	10
37	то же	3	9
38	в этой	3	9
39	и если	2	9
40	по себе	1	9
41	как раз	1	9
42	в конце	2	8
43	как будто	4	8
44	вместе с	9	8
45	в каком	1	8
46	в своем	6	7
47	не только	7	7
48	в нем	6	7
49	так что	5	7
50	до конца	1	7
51	когда он	1	7
52	для нас	3	7
53	и т	2	6
54	в сущности	1	6
55	в ней	3	6
56	все эти	1	6
57	в себе	1	6
58	после этого	2	6
59	во время	6	6
60	точки зрения	4	6
61	что эта	1	6
62	тому что	4	6
63	в самой	3	6
64	же после	1	6
65	никак не	1	6
66	это не	2	6
67	мы видим	1	6
68	трагедии и	1	6
69	у него	4	6
70	а не	1	6
71	как на	1	6
72	мы не	2	5
73	в целом	4	5
74	и на	7	5
75	только после	1	5
76	о смерти	1	5
77	с этим	5	5
78	все же	4	5
79	целый ряд	2	5
80	и как	1	5
81	о ее	1	5
82	как он	3	5
83	ясно что	8	5
84	как и	4	5
85	самого начала	1	5
86	никогда не	1	5
87	и его	12	5
88	и это	2	5
89	с самого	2	5
90	с ним	1	5
91	в какой	2	5
92	что для	4	5
93	вовсе не	2	5
94	мы можем	3	5
95	связь с	1	5
96	разговора с	1	5
97	из этого	2	5
98	и есть	2	4
99	той же	3	4
100	в которой	5	4
101	с совершенно	1	4
102	на нас	1	4
103	говорит о	1	4
104	что автор	1	4
105	том чтобы	1	4
106	могла бы	3	4
107	это было	4	4
108	с тем	5	4
109	и уже	1	4
110	в своей	3	4
111	заставляет его	1	4
112	с точки	1	4
113	одна из	2	4
114	а в	3	4
115	с другом	2	4
116	у нас	1	4
117	как мы	4	4
118	что у	4	4
119	можно было	4	4
120	жизнь и	1	4
121	об этом	2	4
122	в порядке	1	4
123	не просто	1	4
124	в двух	6	4
125	только в	4	4
126	себя в	3	4
127	в жизни	1	4
128	из них	7	4
129	никто не	3	4
130	по поводу	3	4
131	что не	1	4
132	в частности	4	4
133	друг с	2	4
134	исходя из	1	4
135	с этой	3	4
136	жизни и	3	4
137	к этому	5	4
138	речь идет	3	3
139	например в	3	3
140	идет о	2	3
141	и этот	1	3
142	и за	2	3
143	говорить о	2	3
144	то это	2	3
145	что его	3	3
146	но не	3	3
147	как в	3	3
148	что именно	2	3
149	от этого	2	3
150	ход действия	1	3
151	та же	1	3
152	на этом	2	3
153	в основу	1	3
154	его в	4	3
155	ни в	5	3
156	ни одной	1	3
157	но если	3	3
158	т п	2	3
159	их в	1	3
160	этих событий	1	3
161	тем самым	1	3
162	в то	6	3
163	в основе	1	3
164	больше того	4	3
165	и для	4	3
166	нет ни	1	3
167	в пределах	1	3
168	в мире	2	3
169	так и	12	3
170	за то	4	3
171	и здесь	6	3
172	пьесы и	2	3
173	что и	7	3
174	во всей	1	3
175	вслед за	2	3
176	дело с	3	3
177	или его	2	3
178	в уста	2	3
179	с одной	2	3
180	конечно не	1	3
181	на сцене	2	3
182	тому же	11	3
183	всяком случае	2	3
184	могло бы	1	3
185	в одном	2	3
186	не для	2	3
187	тем что	3	3
188	и из	1	3
189	до сих	2	3
190	но и	10	3
191	на этот	4	3
192	здесь в	3	3
193	и затем	1	3
194	не было	3	3
195	одной стороны	2	3
196	из которых	3	3
197	он говорит	1	3
198	в той	2	3
199	да и	3	3
200	еще раз	1	3
201	сих пор	2	3
202	при таком	1	3
203	тот же	2	3
204	за этим	1	3
205	бы его	1	3
206	точно так	1	3
207	во всяком	2	3
208	событий в	1	3
209	необходимые для	1	2
210	фон для	1	2
211	на две	1	2
212	из его	2	2
213	что эти	1	2
214	сам автор	1	2
215	мы имеем	2	2
216	нам в	1	2
217	впечатление от	1	2
218	время как	2	2
219	и ее	2	2
220	это время	3	2
221	большей частью	1	2
222	когда речь	1	2
223	не был	1	2
224	столь же	9	2
225	бы то	2	2
226	с его	5	2
227	во всех	3	2
228	со стороны	2	2
229	меньше всего	4	2
230	в одной	2	2
231	в художественном	1	2
232	что касается	3	2
233	однако не	1	2
234	не в	2	2
235	и к	2	2
236	в действительности	2	2
237	все понятно	1	2
238	но в	3	2
239	бы и	2	2
240	мне не	1	2
241	представляет собой	1	2
242	по которым	2	2
243	из этих	4	2
244	думать что	1	2
245	все тот	1	2
246	и почему	2	2
247	едва ли	14	2
248	что ни	2	2
249	на все	1	2
250	и дает	2	2
251	в них	4	2
252	о которых	1	2
253	не больше	1	2
254	которую он	1	2
255	почти в	1	2
256	можно найти	1	2
257	в котором	3	2
258	в их	3	2
259	место в	4	2
260	вопрос о	3	2
261	другом и	1	2
262	быть не	1	2
263	ним в	1	2
264	даже в	2	2
265	надо было	3	2
266	не имеет	3	2
267	не по	4	2
268	начинает с	2	2
269	как много	1	2
270	этими словами	1	2
271	больше чем	5	2
272	трагедии в	1	2
273	же время	3	2
274	показывает нам	1	2
275	и является	1	2
276	вместо того	1	2
277	но все	3	2
278	чтобы сделать	1	2
279	ни одно	1	2
280	в ее	2	2
281	же сцене	1	2
282	действия и	1	2
283	то время	3	2
284	до самого	1	2
285	времени и	1	2
286	и с	5	2
287	пьесы в	2	2
288	ничего не	1	2
289	в виду	2	2
290	автор не	1	2
291	сводится к	1	2
292	внимание на	1	2
293	и та	1	2
294	но мы	1	2
295	пор пока	1	2
296	знает что	1	2
297	но столь	1	2
298	первого акта	1	2
299	один из	5	2
300	связи с	3	2
301	уже в	4	2
302	ни одного	1	2
303	не все	1	2
304	мы знаем	3	2
305	одно из	2	2
306	эти три	1	2
307	много раз	1	2
308	к самому	1	2
309	самого конца	1	2
310	даже не	3	2
311	на примере	1	2
312	с другой	2	2
313	на ее	1	2
314	именно в	1	2
315	стороны он	1	2
316	с той	2	2
317	а с	1	2
318	прежде всего	4	2
319	тех пор	3	2
320	а на	2	2
321	не на	1	2
322	в руках	4	2
323	была бы	1	2
324	ее на	1	2
325	одна и	1	2
326	над ним	1	2
327	с такой	1	2
328	в тех	3	2
329	в обратном	1	2
330	по существу	1	2
331	в это	2	2
332	на пути	2	2
333	стоит только	1	2
334	со всей	1	2
335	не является	2	2
336	сюжета и	1	2
337	и от	4	2
338	в результате	1	2
339	его не	1	2
340	ее и	1	2
341	хотя бы	2	2
342	впечатление которое	1	2
343	до тех	3	2
344	героя и	1	2
345	и эта	1	2
346	другой стороны	1	2
347	в характере	1	2
348	какой мере	1	2
349	в искусстве	1	2
350	этой цели	1	2
351	которых не	1	1
352	ли можно	3	1
353	говоря о	1	1
354	как говорят	1	1
355	отделен от	1	1
356	переходит к	1	1
357	того же	3	1
358	с кем	1	1
359	мы имели	1	1
360	очень много	1	1
361	тем же	1	1
362	в первом	2	1
363	из самых	2	1
364	и чрезвычайно	1	1
365	не имеют	1	1
366	этому вопросу	1	1
367	в какой-то	2	1
368	для своего	1	1
369	этого нет	1	1
370	благодаря тому	1	1
371	хуже чем	1	1
372	современников и	1	1
373	было вызвано	1	1
374	привести и	1	1
375	но даже	1	1
376	еще не	6	1
377	в создании	1	1
378	то мы	1	1
379	чем это	2	1
380	из трагедии	1	1
381	признать что	2	1
382	обстояло дело	1	1
383	нет не	1	1
384	с какими	1	1
385	значение и	1	1
386	если в	2	1
387	конечном счете	1	1
388	а вместо	1	1
389	по отношению	3	1
390	каком направлении	1	1
391	в общем	1	1
392	сведений о	1	1
393	и будет	1	1
394	это сравнение	1	1
395	ведь мы	2	1
396	несмотря на	1	1
397	событий а	1	1
398	то обстоятельство	1	1
399	и я	2	1
400	в истории	5	1
401	более чем	4	1
402	первый взгляд	1	1
403	независимо от	5	1
404	общего с	1	1
405	как к	1	1
406	такого рода	1	1
407	нельзя было	1	1
408	в полном	1	1
409	имеет в	2	1
410	для ее	1	1
411	и хотя	2	1
412	роль играет	1	1
413	с на	1	1
414	со своей	3	1
415	из жизни	1	1
416	нее так	1	1
417	так или	3	1
418	в нашем	2	1
419	ни одна	2	1
420	хотя эти	1	1
421	в использовании	1	1
422	все прочее	1	1
423	огромное количество	1	1
424	двух других	2	1
425	не могла	1	1
426	на его	1	1
427	мы их	1	1
428	к выводу	1	1
429	главным образом	1	1
430	ожидать что	1	1
431	и разрешение	1	1
432	и сам	3	1
433	имеет другого	1	1
434	в трагедиях	1	1
435	бы ожидать	2	1
436	их из	1	1
437	его от	1	1
438	производит на	1	1
439	в человеческую	1	1
440	то ни	2	1
441	в другом	1	1
442	по смыслу	1	1
443	зрения на	1	1
