N	2gram	Potebnia_M_4	Myshleni
1	в том	23	33
2	том что	12	27
3	в развитии	1	26
4	точки зрения	4	26
5	то что	29	20
6	в этом	23	19
7	с точки	3	18
8	того что	14	17
9	не только	10	15
10	и в	23	15
11	таким образом	24	14
12	что в	17	14
13	и речи	1	13
14	того чтобы	4	12
15	что он	4	12
16	в самом	3	11
17	в процессе	3	11
18	мы не	8	10
19	было бы	8	10
20	для того	6	10
21	но и	11	10
22	мы можем	10	10
23	в сущности	2	9
24	в своем	8	9
25	о том	8	9
26	связи с	3	9
27	может быть	26	9
28	что мы	10	9
29	не может	11	9
30	что ребенок	1	8
31	заключается в	1	8
32	не в	11	8
33	никогда не	3	8
34	казалось бы	1	8
35	так и	6	8
36	если бы	13	8
37	и что	7	8
38	к действительности	1	8
39	на основе	1	7
40	детской мысли	1	7
41	он не	2	7
42	по себе	11	7
43	к тому	3	7
44	тот же	2	7
45	с одной	1	7
46	потому что	33	7
47	одной стороны	1	7
48	как бы	5	7
49	и не	18	7
50	во всяком	5	7
51	самом деле	3	6
52	мы уже	3	6
53	зависимости от	1	6
54	мысль что	3	6
55	по отношению	10	6
56	в этой	1	6
57	в истории	4	6
58	мы должны	2	6
59	и к	6	6
60	что это	7	6
61	на то	7	6
62	как и	14	6
63	мы видели	1	6
64	всяком случае	3	6
65	в отношении	1	6
66	что эта	1	6
67	как мы	2	6
68	в виду	3	6
69	в теории	1	6
70	но в	8	6
71	по этому	1	6
72	если мы	2	6
73	вовсе не	7	6
74	с другой	2	6
75	к которому	1	6
76	на этот	2	6
77	там где	3	6
78	в частности	1	6
79	вместе с	6	6
80	как это	1	6
81	в связи	1	6
82	сказать что	8	6
83	на деле	2	5
84	показать что	1	5
85	то же	14	5
86	полагает что	1	5
87	вопрос о	2	5
88	видели что	1	5
89	уже в	5	5
90	от действительности	1	5
91	это не	7	5
92	что с	1	5
93	тогда когда	8	5
94	можно было	2	5
95	и даже	2	5
96	связь между	3	5
97	которым мы	1	5
98	этот вопрос	3	5
99	и их	3	5
100	друг друга	2	5
101	речь и	1	5
102	и др	2	5
103	отношению к	8	5
104	все что	2	5
105	мысли с	1	4
106	связана с	1	4
107	переход от	3	4
108	хотя бы	4	4
109	что его	2	4
110	из этих	2	4
111	независимо от	6	4
112	как в	7	4
113	все же	1	4
114	могли бы	4	4
115	в которой	6	4
116	том чтобы	1	4
117	что все	4	4
118	в них	3	4
119	к которым	3	4
120	в эту	1	4
121	в своей	1	4
122	от его	2	4
123	признать что	2	4
124	значение для	1	4
125	их в	3	4
126	даже в	2	4
127	не имеет	5	4
128	того как	6	4
129	и его	2	4
130	с и	2	4
131	указание на	1	4
132	ребенок в	1	4
133	и с	4	4
