N	2gram	Bakhtin_Pr_1	UchenyiS
1	и в	29	14
2	а не	22	10
3	не только	15	10
4	прежде всего	7	8
5	и не	31	8
6	не может	12	7
7	вот почему	1	7
8	в этом	22	7
9	то что	15	7
10	может быть	24	6
11	в искусстве	1	6
12	то же	14	5
13	и только	1	5
14	в художественном	3	5
15	все это	6	5
16	хотя бы	2	5
17	перестает быть	4	5
18	художественного творчества	3	5
19	с другой	3	4
20	но и	14	4
21	в их	3	4
22	в россии	2	4
23	в этой	4	4
24	конечно не	2	4
25	то ни	2	3
26	это не	9	3
27	было бы	5	3
28	как и	12	3
29	для этого	1	3
30	в частности	1	3
31	в своей	8	3
32	или точнее	1	3
33	бы то	2	3
34	к сожалению	1	3
35	в то	10	3
36	все же	9	3
37	но в	7	3
38	формы в	1	3
39	не следует	1	3
40	же время	9	3
41	в области	1	3
42	только к	1	3
43	у нас	1	3
44	другой стороны	3	3
45	для него	18	3
46	не как	14	3
47	ни было	2	3
48	не о	2	3
49	что все	1	2
50	крайней мере	1	2
51	же не	2	2
52	одним из	6	2
53	и с	4	2
54	художественного произведения	1	2
55	художественном произведении	1	2
56	а его	2	2
57	до сих	2	2
58	ее нельзя	1	2
59	а как	7	2
60	это было	1	2
61	самом деле	6	2
62	художественных произведений	1	2
63	прием и	1	2
64	противном случае	1	2
65	должна быть	5	2
66	к области	1	2
67	превращается в	4	2
68	мы не	1	2
69	не приходится	1	2
70	является в	1	2
71	если бы	9	2
72	что мы	1	2
73	ничего не	5	2
74	как таковой	2	2
75	не столько	1	2
76	если не	1	2
77	должна была	4	2
78	том что	7	2
79	на первый	1	2
80	но даже	1	2
81	меньшей степени	1	2
82	но конечно	1	2
83	с его	9	2
84	но не	9	2
85	не все	1	2
86	в его	24	2
87	по крайней	1	2
88	по существу	3	2
89	что и	4	2
90	художественной формы	1	2
91	по себе	8	2
92	конце концов	5	2
93	сих пор	2	2
94	но это	4	2
95	этом смысле	10	2
96	в противном	1	2
97	могли бы	2	2
98	в том	8	2
99	тех или	1	2
100	и для	4	2
101	что он	8	2
102	в себе	7	2
103	в самом	10	2
104	к голому	1	2
105	между тем	5	2
106	и у	3	2
107	только в	10	2
108	само художественное	1	2
109	не в	7	2
110	как принцип	1	2
111	все они	1	2
112	не есть	2	2
113	этом отношении	3	2
114	или иных	1	2
115	приходится признать	1	2
116	произведение а	1	2
117	наконец он	1	2
118	его и	2	2
119	он выдвигает	1	2
120	бы и	4	2
121	всех этих	2	2
122	представляется нам	2	2
123	их и	1	2
124	не могут	6	2
125	могут быть	6	2
126	в конце	6	2
127	а о	1	2
128	же самое	1	2
129	как раз	6	2
130	тем что	4	2
131	что она	6	2
132	таким образом	12	2
133	художественного задания	3	2
134	принцип единства	1	1
135	своей совокупности	1	1
136	для себя	2	1
137	и это	5	1
138	что такой	1	1
139	об этом	1	1
140	есть конечно	1	1
141	же как	1	1
142	даже не	1	1
143	в виду	1	1
144	входит в	7	1
145	данном случае	2	1
146	своими собственными	1	1
147	только при	1	1
148	к следующему	1	1
149	с самим	1	1
150	материалов и	1	1
151	или меньшей	1	1
152	и быть	1	1
153	из самых	1	1
154	в произведении	4	1
155	идет не	2	1
156	в пределах	13	1
157	и др	5	1
158	художником и	2	1
159	она все	1	1
160	сам автор	1	1
161	к которой	1	1
162	что для	1	1
163	слова а	2	1
164	никогда не	3	1
165	полагаем что	1	1
166	быть тем	1	1
167	художественное творчество	1	1
168	так и	7	1
169	сводить к	2	1
170	той же	5	1
171	достоевского и	7	1
172	относится к	1	1
173	отсюда и	2	1
174	до конца	8	1
175	мы имеем	1	1
176	он знает	3	1
177	такое понимание	1	1
178	со своими	2	1
179	и вне	1	1
180	именно этот	1	1
181	авторской индивидуальности	1	1
182	дан в	1	1
183	даны не	1	1
184	он становится	1	1
185	именно к	1	1
186	и даже	2	1
187	должно быть	4	1
188	знает только	1	1
189	и форм	1	1
190	и слово	3	1
191	остается в	1	1
192	на слово	1	1
193	можно сказать	1	1
194	восприятия и	1	1
195	как элемент	1	1
196	или менее	1	1
197	о нем	9	1
198	все элементы	1	1
199	этой же	1	1
200	этом плане	1	1
201	материал и	3	1
202	искусства и	1	1
203	тех кто	1	1
204	как на	3	1
205	приводит к	3	1
206	о том	1	1
207	в ней	2	1
208	и потому	6	1
209	во мне	1	1
210	почти не	1	1
211	в котором	2	1
212	героя не	5	1
213	и что	2	1
214	заключенных в	1	1
215	первый план	1	1
216	все его	3	1
217	из которых	2	1
218	существенно нового	1	1
219	признать что	1	1
220	оно перестает	1	1
221	слово как	1	1
222	строго говоря	1	1
223	слагается из	1	1
224	все в	3	1
225	является только	1	1
226	искусства не	1	1
227	в той	2	1
228	своей работе	1	1
229	он может	3	1
230	в данном	2	1
231	учителя и	1	1
232	что же	4	1
233	не то	1	1
234	бы в	3	1
235	не входит	3	1
236	того что	1	1
237	друг другу	2	1
238	в которых	2	1
239	какие мы	2	1
240	их в	4	1
241	произведения в	2	1
242	друг с	2	1
243	на его	2	1
244	говорит он	6	1
245	нет и	1	1
246	и единого	1	1
247	за пределы	7	1
248	быть не	1	1
249	него не	2	1
250	действительно слишком	1	1
251	его как	4	1
252	она не	7	1
253	выражением духа	1	1
254	толстого и	2	1
255	органического единства	1	1
256	этом случае	1	1
257	первый взгляд	1	1
258	нас самих	1	1
259	концов не	1	1
260	независимо от	1	1
261	его на	2	1
262	большей или	1	1
263	в своем	8	1
264	как нам	1	1
265	выводам и	1	1
266	в большей	1	1
267	себе еще	2	1
268	формальные функции	1	1
269	и все	1	1
270	основного принципа	1	1
271	того как	1	1
272	вне его	2	1
273	художественного восприятия	1	1
274	тот же	2	1
275	на своем	1	1
276	более или	1	1
277	подходят к	1	1
278	так всегда	1	1
279	и действительно	1	1
280	не существует	1	1
281	возникает проблема	1	1
282	в которой	2	1
283	бы ни	1	1
284	не было	4	1
285	он в	3	1
286	значимость и	2	1
287	пока для	1	1
288	в качестве	1	1
289	но именно	3	1
290	автора уже	1	1
291	в известном	1	1
292	начала и	2	1
293	же остается	1	1
294	уже не	13	1
295	на одно	1	1
296	далеко не	3	1
297	имеем в	1	1
298	ее как	3	1
299	то и	2	1
300	же в	2	1
301	в процессе	4	1
302	быть по	1	1
303	что было	4	1
304	в нем	19	1
305	или даже	2	1
306	психики и	1	1
307	с другом	1	1
308	но если	1	1
309	он не	5	1
310	сказать что	3	1
311	только как	2	1
312	только материал	1	1
313	впервые в	1	1
314	основного художественного	1	1
315	одно из	2	1
316	не значит	4	1
317	и так	1	1
318	данного произведения	2	1
319	случайно и	2	1
320	он и	5	1
321	мы полагаем	1	1
322	его форма	1	1
323	думает о	1	1
324	и материал	1	1
325	не для	1	1
326	у толстого	2	1
327	время не	3	1
328	может служить	1	1
329	но он	2	1
330	не принцип	1	1
331	но что	1	1
332	у него	5	1
333	само по	3	1
334	и независимо	1	1
335	так то	1	1
336	ее в	1	1
337	находит себе	1	1
338	него уже	1	1
339	принципа в	2	1
340	и свое	1	1
341	и эта	1	1
342	это в	1	1
343	мировоззрением и	1	1
344	к этому	1	1
345	что в	8	1
346	в таком	1	1
347	все что	3	1
348	бы это	1	1
