N	2gram	Potebnia_M_1	Formalny
1	и не	18	30
2	вовсе не	5	28
3	и в	39	27
4	может быть	27	25
5	не может	22	24
6	так и	13	21
7	и его	5	19
8	в этом	15	18
9	таким образом	13	18
10	а не	21	17
11	самом деле	1	16
12	точки зрения	8	16
13	то же	6	15
14	в нем	20	15
15	между ними	1	15
16	на самом	1	14
17	как и	9	14
18	с точки	3	14
19	не в	15	12
20	если бы	14	12
21	и т	6	11
22	в самом	3	11
23	в жизни	3	11
24	и от	3	11
25	не могут	4	10
26	но и	20	10
27	в действительности	4	9
28	не только	21	9
29	лишь в	1	9
30	как его	1	9
31	так как	21	9
32	так же	5	9
33	как бы	6	8
34	при этом	6	8
35	входит в	1	8
36	ни в	1	8
37	как мы	2	8
38	только в	25	8
39	то что	10	8
40	и все	3	8
41	что в	22	8
42	тем же	2	7
43	с тем	5	7
44	не менее	6	7
45	же время	4	7
46	потому что	52	7
47	его в	1	7
48	между тем	5	7
49	в его	5	7
50	в том	26	7
51	для них	2	7
52	если мы	3	7
53	там где	4	7
54	все это	1	7
55	совершенно не	1	7
56	в то	4	7
57	еще не	6	6
58	и понимания	9	6
59	но в	9	6
60	все эти	1	6
61	т д	4	6
62	в своей	3	6
63	и ее	1	6
64	всяком случае	1	6
65	и теперь	1	6
66	было бы	12	6
67	что он	1	6
68	с другой	7	6
69	более того	1	6
70	вместе с	8	6
71	в данном	1	6
72	все же	6	6
73	и для	5	6
74	бы в	4	6
75	хотя бы	2	6
76	в своих	4	6
77	во всяком	3	6
78	в зависимости	1	5
79	зависимости от	1	5
80	но не	8	5
81	в истории	7	5
82	в одной	1	5
83	независимо от	6	5
84	что именно	2	5
85	в единстве	2	5
86	так сказать	2	5
87	без исключения	1	5
88	в каждом	4	5
89	ни было	2	5
90	того чтобы	2	5
91	если же	5	5
92	в ней	7	5
93	что они	1	5
94	никогда не	4	5
95	говорит он	4	5
96	и понимание	3	5
97	связи с	3	5
98	и их	3	5
99	т п	4	5
100	друг друга	5	5
101	между которыми	1	5
102	тем что	9	5
103	именно так	1	5
104	и потому	5	5
105	тому как	4	5
106	что же	2	5
107	и формы	1	5
108	в результате	1	5
109	другой стороны	5	5
110	не есть	10	4
111	мы не	10	4
112	бы то	2	4
113	как в	10	4
114	и как	6	4
115	в целом	2	4
116	бы ни	4	4
117	подобно тому	3	4
118	то ни	3	4
119	в ее	1	4
120	в слове	8	4
121	том что	16	4
122	по себе	10	4
123	она не	3	4
124	в смысле	4	4
125	тогда когда	9	4
126	мы можем	2	4
127	могут быть	9	4
128	к тому	4	4
129	роль в	1	4
130	следовательно и	2	4
131	о том	2	4
132	как ее	1	4
133	связь между	2	4
134	слов и	4	4
135	уже в	1	4
136	только на	3	4
137	следует что	1	4
138	для того	3	4
139	со стороны	8	4
140	прежде всего	4	4
141	в связи	1	4
142	мы видели	4	4
143	да и	1	4
144	слова и	4	4
145	из этого	2	4
146	жизни и	2	4
147	они не	1	4
148	одним из	2	3
149	же как	1	3
150	того же	3	3
151	должна быть	3	3
152	той же	3	3
153	в виду	2	3
154	стороны его	1	3
155	и на	1	3
156	в которых	1	3
157	столь же	3	3
158	во всех	5	3
159	то мы	2	3
160	то он	2	3
161	а и	1	3
162	самое понятие	1	3
163	что это	3	3
164	формы в	1	3
165	в себе	13	3
166	вследствие этого	1	3
167	этот процесс	1	3
168	не следует	5	3
169	и с	3	3
170	те же	1	3
171	это не	7	3
172	и тем	3	3
173	в этих	7	3
174	и более	2	3
175	по отношению	13	3
176	тому что	3	3
177	между людьми	1	3
178	для нас	9	3
179	все без	1	3
180	этом отношении	1	3
181	а что	1	3
182	оно не	3	3
183	только то	2	3
184	в произведении	1	3
185	еще в	1	3
186	никак не	2	3
187	и что	10	3
188	их в	1	3
189	в них	3	3
190	не нуждается	2	3
191	и следовательно	2	3
192	дело с	1	3
193	в какой	1	3
194	уже не	2	3
195	нуждается в	2	3
196	наука о	1	3
197	произведения и	1	3
198	души и	5	3
199	у нас	2	3
200	не на	1	3
201	может стать	1	3
202	она есть	1	3
203	того что	8	3
204	отношению к	13	3
205	о нем	1	3
206	сказать что	3	3
207	равно как	1	3
208	имеет место	2	3
209	всех других	1	3
210	отношения к	1	2
211	он считает	1	2
212	чтобы не	2	2
213	человека и	1	2
214	в такой	1	2
215	он может	1	2
216	органическое единство	1	2
217	нам кажется	1	2
218	в котором	1	2
219	высшей степени	1	2
220	с таким	1	2
221	из своих	1	2
222	язык как	7	2
223	в сущности	2	2
224	совпадает с	1	2
225	в полной	1	2
226	проявляется в	2	2
227	с его	1	2
228	видели что	1	2
229	очевидно что	3	2
230	что формы	1	2
231	за пределы	2	2
232	связи и	1	2
233	в своем	3	2
234	стороны и	2	2
235	свой круг	1	2
236	увидим что	4	2
237	от этого	1	2
238	то в	5	2
239	бы не	6	2
240	из этих	4	2
241	в этой	3	2
242	как он	1	2
243	жизнью и	1	2
244	что она	1	2
245	перестает быть	1	2
246	не как	1	2
247	из виду	1	2
248	продолжает жить	1	2
249	одной и	3	2
250	его от	1	2
251	что ни	1	2
252	возможно только	5	2
253	на этом	1	2
254	это значит	1	2
255	в чисто	1	2
256	от одного	1	2
257	этом смысле	4	2
258	из нее	1	2
259	слагаются в	2	2
260	нисколько не	2	2
261	что собственно	1	2
262	в эту	1	2
263	том как	3	2
264	таким же	2	2
265	какие бы	1	2
266	к одной	3	2
267	друг другу	3	2
268	однако в	4	2
269	что этот	1	2
270	где нет	1	2
271	даже в	1	2
272	в отношении	1	2
273	виду что	1	2
274	принадлежат к	1	2
275	дело в	2	2
276	и притом	4	2
277	в единство	1	2
278	в нас	7	2
279	не могло	3	2
280	только не	2	2
281	вытекает из	2	2
282	находятся в	3	2
283	ровно ничего	1	2
284	тем не	6	2
285	не останется	1	2
286	в каком	6	2
287	этот закон	1	2
288	из одного	3	2
289	и это	3	2
290	с ее	2	2
291	как не	1	2
292	но при	3	2
293	здесь не	1	2
294	так в	1	2
295	и необходимости	4	2
296	если они	1	2
297	был бы	1	2
298	является в	1	2
299	для этого	2	2
300	ничего не	1	2
301	познания и	2	2
302	на все	2	2
303	в самой	3	2
304	развития как	1	2
305	притом в	1	2
306	ее и	1	2
307	и во	3	2
308	переходит в	1	2
309	в языке	33	2
310	что и	6	2
311	и только	2	2
312	в каждую	2	2
313	в формах	1	2
314	высшему единству	1	2
315	но так	1	2
316	мы увидим	3	2
317	должен быть	1	2
318	поэтому и	1	2
319	материал как	1	2
320	не можем	2	2
321	языка как	5	2
322	из них	1	2
323	к более	1	2
324	сами по	1	2
325	от того	4	2
326	и даже	4	2
327	к разрешению	1	2
328	в области	1	2
329	языка или	1	2
330	в каких	1	2
331	к которому	3	2
332	исторического развития	1	2
333	превращается в	1	2
334	а на	1	2
335	была бы	2	2
336	новые формы	1	2
337	но оно	3	2
338	но уже	2	2
339	язык а	1	2
340	то по	1	2
341	с такой	1	2
342	смысле этого	1	2
343	быть только	5	2
344	их взаимодействия	1	2
345	этого слова	1	2
346	но это	5	2
347	ни для	1	2
348	но для	1	2
349	сознания и	1	2
350	от него	4	2
351	мы должны	3	2
352	слово в	1	2
353	но если	2	2
354	от субъективного	1	2
355	бы быть	4	2
356	в последнем	1	2
357	от души	1	2
358	к этому	1	2
359	полной силе	1	2
360	в таком	5	2
361	от этой	1	1
362	не иначе	3	1
363	то на	4	1
364	не должны	1	1
365	языка с	6	1
366	времени не	1	1
367	таком случае	2	1
368	субъективности и	1	1
369	же нам	1	1
370	сам по	1	1
371	и то	3	1
372	а из	1	1
373	переход от	1	1
374	от своей	1	1
375	в первом	5	1
376	слова является	1	1
377	не имеют	5	1
378	собственном смысле	1	1
379	видеть в	2	1
380	объясняется и	1	1
381	нельзя назвать	1	1
382	и этот	1	1
383	с в	5	1
384	есть не	2	1
385	значения как	1	1
386	мы имеем	1	1
387	или наоборот	1	1
388	уже что	1	1
389	не языка	1	1
390	совершенно справедливо	2	1
391	без реального	1	1
392	этом не	1	1
393	не была	1	1
394	творчества с	1	1
395	ее требованиям	1	1
396	из того	2	1
397	как эта	1	1
398	это подтверждается	1	1
399	ему в	1	1
400	то это	5	1
401	так а	1	1
402	одного слова	1	1
403	круг предметов	1	1
404	в каждой	1	1
405	форм в	1	1
406	себе а	1	1
407	не имел	1	1
408	и согласие	1	1
409	это возможно	1	1
410	не найдем	1	1
411	и связь	1	1
412	служит для	2	1
413	тем как	3	1
414	а следовательно	1	1
415	сырым материалом	1	1
416	два явления	1	1
417	а только	4	1
418	явлений и	3	1
419	значение и	2	1
420	только тогда	5	1
421	к слову	1	1
422	должны были	1	1
423	себе и	1	1
424	друга и	1	1
425	сама по	3	1
426	ни одна	2	1
427	связи а	1	1
428	готовое и	1	1
429	его на	2	1
430	с этим	7	1
431	этого развития	1	1
432	что как	3	1
433	и нет	1	1
434	в одних	2	1
435	к новому	2	1
436	в противном	3	1
437	хотя и	3	1
438	сознания в	2	1
439	может получить	1	1
440	было только	2	1
441	в круг	1	1
442	следующим образом	1	1
443	противоречия теории	1	1
444	это определение	1	1
445	та же	1	1
446	чем больше	1	1
447	в нашем	1	1
448	согласно их	1	1
449	определяет все	1	1
450	что так	1	1
451	тоже не	1	1
452	с их	1	1
453	им в	1	1
454	а всей	1	1
455	предметов и	2	1
456	на то	2	1
457	не могла	2	1
458	взятые в	1	1
459	и если	2	1
460	положение что	1	1
461	мы совершенно	1	1
462	противном случае	3	1
463	он не	3	1
464	соприкасается с	1	1
465	единство в	1	1
466	ключ к	2	1
467	чувственный образ	1	1
468	к одному	2	1
469	что единство	2	1
470	ни были	3	1
471	и по	6	1
472	так например	3	1
473	в нее	1	1
474	одно и	1	1
475	но все	2	1
476	значительной степени	2	1
477	положения что	1	1
478	а вместе	3	1
479	касается до	1	1
480	не будет	2	1
481	же не	1	1
