N	2gram	Medvedev_F_2	Dialekti
1	не есть	3	54
2	т е	26	48
3	и не	20	27
4	а не	6	26
5	точки зрения	8	25
6	и т	14	24
7	и в	38	24
8	не только	9	23
9	т д	5	23
10	по себе	7	20
11	не может	14	19
12	не просто	2	18
13	ничего не	4	17
14	и есть	1	16
15	с точки	7	14
16	то что	6	14
17	в таком	2	14
18	таким образом	20	13
19	что он	5	13
20	вовсе не	11	13
21	может быть	23	13
22	и даже	4	13
23	что это	3	12
24	есть только	2	12
25	того что	3	12
26	но тогда	1	11
27	не менее	1	11
28	не имеет	2	11
29	что же	5	11
30	таком случае	1	10
31	в сущности	4	10
32	отнюдь не	8	10
33	тем не	1	10
34	не существует	1	10
35	есть не	1	9
36	то это	3	9
37	ни в	2	9
38	но и	13	9
39	в этом	27	8
40	и как	3	8
41	отличается от	1	8
42	так что	1	8
43	в виде	1	8
44	прежде всего	15	8
45	том что	2	8
46	если же	2	8
47	это и	5	7
48	в самом	16	7
49	как и	9	7
50	никогда не	2	7
51	как раз	6	7
52	потому что	2	7
53	что оно	4	7
54	ясно что	1	7
55	в виду	2	7
56	только на	3	7
57	но что	1	7
58	даже и	4	7
59	в особенности	4	7
60	ничем не	2	7
61	и нет	1	7
62	что в	7	7
63	самом деле	8	6
64	должна быть	5	6
65	что иное	1	6
66	иное как	1	6
67	то же	6	6
68	и с	9	6
69	превращается в	2	6
70	оно не	4	6
71	е что	1	6
72	если бы	5	6
73	что и	8	6
74	и только	5	6
75	отлично от	1	6
76	о том	1	6
77	так как	4	6
78	даже не	2	6
79	и пр	21	6
80	не на	1	6
81	и все	3	6
82	все это	3	6
83	кроме того	2	6
84	но если	1	6
85	не что	1	6
86	сам по	3	5
87	вопрос о	1	5
88	что его	1	5
89	точка зрения	1	5
90	хотя и	3	5
91	и к	4	5
92	от чего	1	5
93	он не	6	5
94	по крайней	1	5
95	так и	8	5
96	было бы	6	5
97	в них	1	5
98	мы не	3	5
99	в том	11	5
100	в то	5	5
101	и притом	1	5
102	и его	21	5
103	только в	6	5
104	уже не	7	5
105	от всякого	2	5
106	крайней мере	1	5
107	как же	1	5
