N	4gram	Tiupa_Hudo_1	Analitik
1	в то же время	5	6
2	не что иное как	1	4
3	мы имеем дело с	1	3
4	состоит в том что	4	3
5	бы то ни было	1	3
6	в той или иной	2	3
7	есть не что иное	1	3
8	той мере в какой	1	2
9	в том или ином	1	2
10	в том что он	1	2
11	совокупность факторов художественного впечатления	1	2
12	а в то же	1	2
13	как совокупность факторов художественного	1	2
14	одного и того же	2	2
15	в коем случае не	2	2
16	собственно говоря и состоит	1	2
17	в той мере в	1	2
18	ни в коем случае	2	2
19	и в самом произведении	1	1
20	знанию такого рода обогащает	1	1
21	есть высшая форма целостности	1	1
22	выступать и внутренняя целостность	1	1
23	говорит и объектной что	1	1
24	и наоборот созерцающий становится	1	1
25	личностного присутствия во внешнем	1	1
26	смена субъекта речи кто	1	1
27	содержание эстетической деятельности созерцания	1	1
28	своих героях воображая что	1	1
29	чем произведение оригинальнее тем	1	1
30	специфически человеческий способ существования	1	1
31	незаместимое место в событии	1	1
32	собственному я самоопределение к	1	1
33	мира вокруг я героя	1	1
34	и неспецифичны собственно же	1	1
35	факультативные и более поверхностные	1	1
36	донна ставшие общеизвестными после	1	1
37	числе и трагическое есть	1	1
38	ядра личности а не	1	1
39	специфическая целостность феноменов человеческого	1	1
40	нераздельными его полюсами предмет	1	1
41	этого словами гегеля духовная	1	1
42	самоопределение к ролевому сверх-я	1	1
43	б.о корманом объектную и	1	1
44	и способа высказывания смена	1	1
45	общее всем знакомее и	1	1
46	и что ж результат	1	1
47	или переменой в составе	1	1
48	первостепенная проблема субъектной организации	1	1
49	произведения как живущего своей	1	1
50	и сосредоточенное в конечном	1	1
51	объектом только в присутствии	1	1
52	художник вследствие этого словами	1	1
53	и объектной что говорится	1	1
54	кто говорит и как	1	1
55	целостность феноменов человеческого бытия	1	1
56	очевидная граница между двумя	1	1
57	тем художественная реальность героя	1	1
58	но факультативные и более	1	1
59	то есть его активность	1	1
60	эстетической деятельности созерцания направленной	1	1
61	раздельно и сочетаться подобно	1	1
62	интимному самопониманию всех и	1	1
63	том и состоит что	1	1
64	речи такова специфика самого	1	1
65	объектную и субъектную организации	1	1
66	известную цельность как бы	1	1
67	ее художник вследствие этого	1	1
68	человеческое я есть точка	1	1
69	ему люди но иностранцы	1	1
70	есть точка пересечения трех	1	1
71	сказать не спрашивай о	1	1
72	ценностное уплотнение воображаемого мира	1	1
73	однако начало нового эпизода	1	1
74	становится эстетическим субъектом только	1	1
75	мы имеем в виду	3	1
76	расчленяет произведение на части	1	1
77	оно универсальнее вы говорите	1	1
78	эпизодов служат абзацы далеко	1	1
79	тайна внутреннего я ядра	1	1
80	художественное знание по мысли	1	1
81	наш духовный опыт внутреннего	1	1
82	счете искусство в том	1	1
83	составе персонажей появление исчезновение	1	1
84	своей полноте и неизбыточности	1	1
85	одна вымышленная условная индивидуальность	1	1
86	отдельные слова не разложимое	1	1
87	ее никто не решает	1	1
88	адресата к какому-нибудь объекту	1	1
89	же время узкое и	1	1
90	можно сказать не спрашивай	1	1
91	входят в состав художественного	1	1
92	эстетического созерцания может выступать	1	1
93	личности к своему собственному	1	1
94	внутреннее единство духовного я	1	1
95	узкое и сосредоточенное в	1	1
96	внутренняя целостность не только	1	1
97	более поверхностные психологические социальные	1	1
98	художественно значимые исключения столь	1	1
99	бахтина проблема взаимоотношений изображающей	1	1
100	полюсами предмет созерцания оказывается	1	1
101	является высказыванием действующего лица	1	1
102	я героя как ценностного	1	1
103	не ее оболочек психологии	1	1
104	организация литературного произведения состоит	1	1
105	единством субъекта и способа	1	1
106	это возможно в обыденной	1	1
107	в том и состоит	2	1
108	как организация ментального созерцания	1	1
109	переменой в составе персонажей	1	1
110	человек недвусмысленно встречается таким	1	1
111	единством а места б	1	1
112	в принципе недоступна между	1	1
113	абзацы и особенно внешних	1	1
114	в композиции произведения он	1	1
115	оригинальнее тем оно универсальнее	1	1
116	оказывается эстетическим объектом только	1	1
117	одно и то же	3	1
118	не спрашивай о ком	1	1
119	взаимоотношений изображающей и изображенной	1	1
120	химическом соединении с художественной	1	1
121	как внутреннее единство духовного	1	1
122	логический объект логический субъект	1	1
123	он обращен к интимному	1	1
124	дискурса состоит в том	1	1
125	к знанию такого рода	1	1
126	является специфическая целостность феноменов	1	1
127	таким образом с самим	1	1
128	субъекта и способа высказывания	1	1
129	что говорит искусство человек	1	1
130	принадлежит какому-нибудь речевому субъекту	1	1
131	встречаемся с ним как	1	1
132	по всеохватывающей своей широте	1	1
133	и более поверхностные психологические	1	1
134	в различных речевых жанрах	1	1
135	реальность героя это еще	1	1
136	родственно всем любая личность	1	1
137	как это происходит в	1	1
138	внешнюю полноту и неизбыточность	1	1
139	явлений между тем объектом	1	1
140	эпизодов знаменуется переносом в	1	1
141	и не наступает вместо	1	1
142	дж донна ставшие общеизвестными	1	1
143	пастернака доверенной его романному	1	1
144	мире и жизни однако	1	1
145	в событии художественного творчества	1	1
146	описывал себя в своих	1	1
147	художественная реальность героя это	1	1
148	перед лицом эстетического объекта	1	1
149	в художественном произведении чище	1	1
150	и объект эстетического отношения	1	1
151	могущие иметь место в	1	1
152	говорит искусство человек недвусмысленно	1	1
153	творцом и в самом	1	1
154	страхову что достоевский описывал	1	1
155	внешнем мире и составляет	1	1
156	в виду не только	3	1
157	изображающей и изображенной речи	1	1
158	времени или переменой в	1	1
159	текста наиболее очевидная граница	1	1
160	такого рода обогащает наш	1	1
161	которой обладают некое событие	1	1
162	в том случае если	1	1
163	прозрачнее чем это возможно	1	1
164	тот что даже в	1	1
165	если логический объект логический	1	1
166	ценность которой обладают некое	1	1
167	необязательны и неспецифичны собственно	1	1
168	героя это еще одна	1	1
169	говорит лишь чужими устами	1	1
170	я другого межличностная данность	1	1
171	принципе недоступна между тем	1	1
172	же время они существенно	1	1
173	творческого акта в отличие	1	1
174	граница между двумя соседними	1	1
175	мыслиться раздельно и сочетаться	1	1
176	обобщения могущие иметь место	1	1
177	утверждение о жизни по	1	1
178	слова не разложимое а	1	1
179	являются неслиянными и нераздельными	1	1
180	текста смыслосообразно скомпонованное из	1	1
181	способны запечатлевать самые разнообразные	1	1
182	обыденной внехудожественной действительности приобщение	1	1
183	могут мыслиться раздельно и	1	1
184	я ядра личности а	1	1
185	может выступать и внутренняя	1	1
186	воображая что все люди	1	1
187	> мы встречаем его	1	1
188	недоступна между тем художественная	1	1
189	люди но иностранцы узнают	1	1
190	личности более того личность	1	1
191	и неизбыточность явлений между	1	1
192	знаменуется переносом в пространстве	1	1
193	своих других для него	1	1
194	и более крупные членения	1	1
195	цельность как бы личность	1	1
196	последовательного наращивания текста наиболее	1	1
197	субъекта объекта и адресата	1	1
198	и нераздельными его полюсами	1	1
199	рассказ о счастье существования	1	1
200	однако все они для	1	1
201	произведения состоит в нелингвистической	1	1
202	живущего своей биографической жизнью	1	1
203	духовного я есть высшая	1	1
204	субъектной кто говорит и	1	1
205	словами гегеля духовная ценность	1	1
206	корманом объектную и субъектную	1	1
207	ему известную цельность как	1	1
208	созерцания направленной на произведение	1	1
209	режиссёру спектакля облечён в	1	1
210	эпизода как правило совпадает	1	1
211	ни убавить ни изменить	1	1
212	автора мы находим вне	1	1
213	тем общее всем знакомее	1	1
214	хода самих событий в	1	1
215	место в событии художественного	1	1
216	целостность не только целостность	1	1
217	времени и в действия	1	1
218	и конец текста заглавие	1	1
219	своей широте на отдельные	1	1
220	двух соседних эпизодов знаменуется	1	1
221	нелингвистической упорядоченности лексических синтаксических	1	1
222	текста абзац знаменующий паузу	1	1
223	ценностного центра этого мира	1	1
224	организации художественного текста словами	1	1
225	феноменов человеческого бытия я-в-мире	1	1
226	неслиянными и нераздельными его	1	1
227	непосредственно к внутреннему зрению	1	1
228	дневниковая запись документ но	1	1
229	произведении чище и прозрачнее	1	1
230	я уникально и одновременно	1	1
231	ними могут мыслиться раздельно	1	1
232	психологии характера социального поведения	1	1
233	смешивать с гносеологическими понятиями	1	1
234	также строфы абзацы и	1	1
235	не затрагивая хода самих	1	1
236	трех фундаментальных отношений личности	1	1
237	мы находим вне произведения	1	1
238	сосредоточенное в конечном счете	1	1
239	всякий раз художественно значимые	1	1
240	вокруг я героя как	1	1
241	по преимуществу внешнюю полноту	1	1
242	есть его активность прежде	1	1
243	не следует смешивать с	3	1
244	всеохватывающей своей широте на	1	1
245	состоит что он обращен	1	1
246	сигналами границы эпизодов служат	1	1
247	отношение между ними могут	1	1
248	отношения являются неслиянными и	1	1
249	зачерпнуть тем общее всем	1	1
250	лицах не только мы	1	1
251	вещи но и души	1	1
252	и внутренняя целостность не	1	1
253	исключения столь же значима	1	1
254	пересечения трех фундаментальных отношений	1	1
255	жизнью человека но мы	1	1
256	значимые исключения столь же	1	1
257	столь же значима имеющая	1	1
258	убавить ни изменить ничего	1	1
259	опыт внутреннего личностного присутствия	1	1
260	ничего нельзя не сделав	1	1
261	то или иное логическое	1	1
262	главы и более крупные	1	1
263	объекту речи такова специфика	1	1
264	во времени или переменой	1	1
