N	2gram	Bakhtin_sl_1	DiskursI
1	в себе	3	19
2	при этом	6	17
3	в этом	12	16
4	как и	4	16
5	и в	41	16
6	в качестве	3	16
7	может быть	14	16
8	и не	16	15
9	а не	15	14
10	отличие от	1	12
11	то есть	26	12
12	в отличие	1	12
13	в частности	2	12
14	но в	8	11
15	но и	16	11
16	со стороны	1	10
17	не только	16	10
18	том что	2	10
19	так и	11	9
20	не может	14	9
21	такого рода	2	9
22	как в	8	8
23	в том	3	8
24	а также	2	8
25	но не	2	7
26	в данном	3	7
27	в лирике	1	7
28	в нем	30	7
29	ни в	1	7
30	не менее	1	7
31	прежде всего	8	7
32	то же	14	6
33	еще не	4	6
34	с его	4	6
35	данном случае	3	6
36	себя в	9	6
37	все же	7	6
38	в своей	7	6
39	по своей	1	6
40	и на	14	5
41	в противовес	1	5
42	в своем	3	5
43	в то	14	5
44	с другой	5	5
45	же время	12	5
46	для него	3	5
47	а с	2	5
48	и то	2	4
49	в этой	1	4
50	роль в	2	4
51	человека в	1	4
52	в основе	5	4
53	потому что	2	4
54	этом отношении	1	4
55	о том	3	4
56	в пределах	14	4
57	одного из	2	4
58	с одной	4	4
59	в одном	2	4
60	одной стороны	4	4
61	как бы	12	4
62	не является	2	4
63	точки зрения	16	4
64	к этому	2	4
65	также и	3	3
66	например в	2	3
67	своего и	2	3
68	чего не	1	3
69	и ее	3	3
70	столь же	2	3
71	возможность иного	1	3
72	перед нами	4	3
73	и наконец	4	3
74	этих жанров	1	3
75	все эти	9	3
76	из этих	3	3
77	он не	3	3
78	внутренней речи	3	3
79	подход к	1	3
80	и может	3	3
81	в другом	2	3
82	его в	3	3
83	это не	6	3
84	жизни но	2	3
85	в этих	2	3
86	в котором	2	3
87	не столько	1	3
88	одном из	1	3
89	романом и	1	3
90	для данного	1	3
91	не в	7	3
92	могут быть	19	3
93	той или	9	3
94	приводит к	1	3
95	в его	13	3
96	но она	1	3
97	только в	6	3
98	и его	14	3
99	уже не	2	3
100	из них	3	3
101	в них	6	3
102	или иной	9	3
103	здесь в	4	3
104	не было	3	3
105	не знает	1	3
106	мира в	1	3
107	в контексте	2	3
108	можно сказать	2	3
109	но это	1	3
110	и того	1	3
111	и все	4	3
112	становления и	1	3
113	жизни и	1	3
114	как на	1	3
115	же как	2	2
116	того же	6	2
117	и это	1	2
118	по преимуществу	4	2
119	той же	2	2
120	место в	1	2
121	в ней	4	2
122	к своему	6	2
123	мы имеем	1	2
124	в сочетании	2	2
125	не нужно	1	2
126	установку на	1	2
127	время в	1	2
128	рассказ не	1	2
129	не требует	3	2
130	отношение к	7	2
131	стороны и	1	2
132	что как	1	2
133	в целом	2	2
134	солидарность с	1	2
135	вследствие этого	1	2
136	не к	1	2
137	с таким	1	2
138	свое время	1	2
139	этого жанра	2	2
140	одно и	2	2
141	и с	4	2
142	входит в	4	2
143	на почве	4	2
144	рассказчика и	3	2
145	но уже	1	2
146	рассказ в	2	2
147	должно быть	2	2
148	все это	5	2
149	этом случае	2	2
150	как все	1	2
151	с точки	8	2
152	обращение к	1	2
153	речи в	4	2
154	непосредственно и	2	2
