N	2gram	Tiupa_Disk_2	FransuaR
1	и в	16	56
2	то есть	12	24
3	в романе	1	21
4	в его	3	18
5	таким образом	1	17
6	все эти	3	15
7	в этом	16	14
8	в том	8	13
9	так и	9	13
10	он был	1	12
11	в то	5	12
12	и его	3	12
13	то же	6	11
14	в них	3	11
15	в этих	3	11
16	и т.п	12	11
17	до конца	1	11
18	как бы	4	11
19	и до	1	10
20	еще не	6	10
21	же время	5	10
22	в эпоху	1	10
23	в самом	1	9
24	и не	15	9
25	только в	3	9
26	но и	11	9
27	в сущности	1	8
28	во всех	1	8
29	не только	10	8
30	в нем	7	8
31	и с	2	8
32	и их	1	8
33	и даже	1	8
34	и др	1	8
35	по своему	1	8
36	все это	2	8
37	том что	10	8
38	и на	5	7
39	в большинстве	2	7
40	в частности	12	7
41	той же	2	6
42	в ее	1	6
43	в этой	4	6
44	но в	11	6
45	точки зрения	4	6
46	языка и	1	6
47	вовсе не	1	6
48	большинстве случаев	1	6
49	прежде всего	7	6
50	в той	2	6
51	и все	3	6
52	потому что	4	6
53	одним из	1	5
54	с ее	2	5
55	с его	6	5
56	но не	7	5
57	в пределах	4	5
58	он не	3	5
59	так сказать	1	5
60	роль в	4	5
61	такой же	2	5
62	своего рода	10	5
63	в процессе	1	5
64	никогда не	2	5
65	в области	2	5
66	один из	1	5
67	не было	3	5
68	как и	16	5
69	в творчестве	3	5
70	это были	1	5
71	в условиях	1	5
72	в результате	2	5
73	что в	5	5
74	между вещами	1	5
75	например в	3	4
76	они были	1	4
77	в ней	2	4
78	не был	1	4
79	за пределы	1	4
80	в которой	1	4
81	в себе	19	4
82	при этом	17	4
83	их в	2	4
84	и ее	3	4
85	хвалы и	2	4
86	и более	1	4
87	даже в	1	4
88	одна из	1	4
89	по своей	6	4
90	во всем	1	4
91	и несколько	1	4
92	времени и	2	4
93	о том	4	4
94	и брань	1	4
95	с одной	4	4
96	в качестве	16	4
97	в особенности	1	4
98	и брани	1	4
99	в основе	4	4
100	в своих	6	4
101	в году	1	3
102	и быта	1	3
103	время в	2	3
104	не просто	1	3
105	связи и	1	3
106	в своем	5	3
107	низа и	1	3
108	перед нами	3	3
109	и наконец	3	3
110	слова и	1	3
111	не в	3	3
112	в таких	1	3
113	на рубеже	3	3
114	в форме	1	3
115	настоящего времени	1	3
116	хвала и	5	3
117	другом месте	1	3
118	вещами и	1	3
119	характер и	1	3
120	в другом	3	3
121	в образе	1	3
122	и здесь	1	3
123	и т.д	1	3
124	а также	8	3
125	времени в	4	3
126	между тем	2	3
127	существенную роль	1	3
128	слов и	1	3
129	одной из	1	3
130	так что	1	3
131	уже не	3	3
132	что и	2	3
133	может быть	16	3
134	здесь в	3	3
135	еще и	1	3
136	в некоторых	1	3
137	более того	1	3
138	не на	2	3
139	сказать что	1	3
140	там где	1	3
141	не были	1	3
142	к его	4	3
143	и ценностями	1	3
144	он видел	1	3
145	не подлежит	2	3
146	то что	5	3
147	речи и	1	3
148	том числе	1	3
149	также и	3	2
150	и то	4	2
151	самом деле	1	2
152	это игра	1	2
153	по преимуществу	2	2
154	на две	1	2
155	др в	1	2
156	для своего	1	2
157	мы не	1	2
158	бы то	1	2
159	с другой	5	2
160	это мир	2	2
161	вот как	1	2
162	хотя и	1	2
163	когда он	1	2
164	и как	3	2
165	в нашем	1	2
166	с их	2	2
167	ни было	1	2
168	и еще	1	2
169	не как	1	2
170	картины мира	7	2
171	в мире	11	2
172	его в	3	2
173	здесь как	1	2
174	и была	1	2
175	ни в	7	2
176	несмотря на	1	2
177	для него	5	2
178	в своей	6	2
179	в котором	3	2
180	с точки	2	2
181	в которых	1	2
182	дело в	2	2
183	было у	1	2
184	чтобы стать	1	2
185	о них	1	2
186	дело не	1	2
187	не имели	1	2
188	того как	1	2
189	что на	2	2
190	ни о	1	2
191	начиная с	1	2
192	числе и	1	2
193	той или	3	2
194	события так	1	2
195	и образ	1	2
196	данном случае	6	2
197	жизни своего	1	2
198	картина мира	4	2
199	и сам	1	2
200	с ним	1	2
201	мире в	3	2
202	т.п в	1	2
203	можно сказать	3	2
204	в значительной	1	2
205	и во	1	2
206	грань между	1	2
207	на одном	1	2
208	но с	1	2
209	что он	2	2
210	действующих лиц	1	2
211	это не	3	2
212	на мир	1	2
213	устной речи	1	2
214	только на	1	2
215	из них	3	2
216	точка зрения	1	2
217	в одном	4	2
218	в других	1	2
219	момент в	2	2
220	интерес к	2	2
221	далеко не	2	2
222	нового времени	5	2
