N	3gram	Bakhtin_Fr_2	Russkaja
1	друг с другом	1	14
2	то же время	6	10
3	в то же	6	10
4	с точки зрения	5	9
5	в том что	1	7
6	на самом деле	1	6
7	во всяком случае	2	6
8	для того чтобы	1	6
9	до сих пор	4	5
10	на то что	1	4
11	не может быть	4	4
12	в этом случае	1	3
13	и не может	1	3
14	в конце концов	1	3
15	в настоящее время	1	2
16	в себе и	2	2
17	в значительной мере	1	2
18	того или иного	1	2
19	о том что	3	2
20	в большинстве случаев	1	2
21	в другом месте	2	1
22	в разных странах	1	1
23	прежде всего на	1	1
24	то есть не	1	1
25	прежде всего в	1	1
26	дело в том	1	1
27	по отношению к	1	1
28	одной из этих	1	1
29	но даже и	2	1
30	в том же	1	1
31	до известной степени	1	1
32	и вот в	1	1
33	на точку зрения	1	1
34	в этих последних	1	1
35	некоторых из них	1	1
36	только то что	2	1
37	в этом отношении	3	1
38	выражение в его	1	1
39	свидетельствуют о том	1	1
40	на точке зрения	1	1
41	здесь же мы	1	1
42	не подлежит сомнению	1	1
43	есть то что	1	1
44	для борьбы с	1	1
45	не подлежит никакому	1	1
46	в значительной степени	2	1
47	же время в	1	1
48	никакому сомнению что	1	1
49	в том чтобы	1	1
50	но в то	3	1
51	по совершенно иному	1	1
52	подлежит никакому сомнению	1	1
53	в борьбе с	1	1
54	прежде всего необходимо	1	1
55	этого прежде всего	1	1
56	мы говорили выше	1	1
57	нельзя было не	1	1
58	что касается до	1	1
59	в его целом	3	1
60	с нею не	1	1
61	то что для	2	1
62	на земле не	1	1
63	даже и в	1	1
64	яркое выражение в	2	1
65	же время эти	1	1
66	для этого прежде	1	1
67	неразрывно связаны с	1	1
68	но все же	2	1
69	было бы чрезвычайно	1	1
70	том что только	1	1
71	прежде всего о	1	1
72	и прежде всего	1	1
73	в своем стремлении	1	1
74	жизни в эпоху	1	1
75	не только от	1	1
