N	2gram	Propp_Isto_1	Hudozhes
1	в качестве	5	19
2	и не	9	16
3	не только	12	15
4	и в	28	15
5	в том	9	15
6	может быть	25	13
7	в частности	2	13
8	при этом	3	12
9	и его	3	12
10	а в	7	12
11	но не	5	11
12	в этом	8	11
13	в себе	2	11
14	то же	12	10
15	по отношению	3	10
16	представляет собой	4	10
17	как бы	2	10
18	так и	9	10
19	а не	15	10
20	отношению к	3	10
21	но и	10	10
22	такого рода	1	9
23	в его	5	9
24	в рамках	2	8
25	своего рода	1	8
26	сводится к	1	8
27	себя в	2	8
28	отличие от	2	7
29	но в	8	7
30	в отличие	2	7
31	в то	3	7
32	с другой	6	7
33	том что	7	6
34	не в	9	6
35	в основе	4	6
36	по своей	2	6
37	в ее	2	6
38	приводит к	2	6
39	в тексте	1	6
40	не может	15	6
41	что в	12	6
42	в их	3	5
43	более или	5	5
44	то что	9	5
45	могут быть	4	5
46	а также	1	5
47	того что	4	5
48	только в	11	5
49	уже не	3	5
50	между ними	2	5
51	другой стороны	5	5
52	или менее	5	5
53	я с	1	5
54	в нем	2	5
55	отношения к	2	4
56	и то	1	4
57	мы имеем	13	4
58	говорить о	1	4
59	еще не	7	4
60	а только	2	4
61	хотя и	1	4
62	и как	2	4
63	он не	2	4
64	в другом	3	4
65	и тем	2	4
66	в этих	7	4
67	в своей	1	4
68	между тем	2	4
69	в форме	3	4
70	для него	2	4
71	со стороны	2	4
72	к которому	5	4
73	прежде всего	10	4
74	не знает	5	4
75	как это	3	4
76	например в	5	4
77	к тому	6	4
78	по пути	1	4
79	сказать что	5	4
80	художественного произведения	1	3
81	со своей	1	3
82	и ее	1	3
83	в целом	2	3
84	в виду	1	3
85	как правило	4	3
86	герой не	1	3
87	как уже	2	3
88	и к	1	3
89	или иного	1	3
90	в противоположность	1	3
91	в которой	1	3
92	он должен	2	3
93	его в	6	3
94	это не	7	3
95	этом смысле	1	3
96	как и	4	3
97	но он	1	3
98	тем не	6	3
99	их в	5	3
100	однако в	2	3
101	в отношении	1	3
102	не менее	6	3
103	в русской	2	3
104	как раз	2	3
105	потому что	4	3
106	в пределах	4	3
107	так в	4	3
108	если бы	8	3
109	и что	10	3
110	того или	1	3
111	в конечном	2	3
112	что он	10	3
113	во всей	2	3
114	оказывается в	1	3
115	или иным	1	3
116	в области	2	3
117	не на	2	3
118	была бы	2	3
119	сближение но	1	3
120	и для	4	3
121	таким образом	8	3
122	в роли	1	3
123	и это	1	2
124	это и	1	2
125	противном случае	1	2
126	и больше	1	2
127	в году	1	2
128	но она	1	2
129	не вполне	2	2
130	я не	3	2
131	и на	4	2
132	чем это	4	2
133	но как	1	2
134	не все	4	2
135	еще один	2	2
136	в своем	5	2
137	в противном	1	2
138	это тоже	6	2
139	в себя	1	2
140	образом и	1	2
141	все эти	4	2
142	в нашем	1	2
143	бы не	1	2
144	право на	2	2
145	в этой	6	2
146	рассказ о	1	2
147	всей его	1	2
148	вследствие этого	2	2
149	не как	3	2
150	в силу	5	2
151	на этом	3	2
152	встречаются в	1	2
153	значительной степени	1	2
154	могла бы	1	2
155	об этом	4	2
156	времени и	1	2
157	по себе	3	2
158	в них	1	2
159	несмотря на	1	2
160	ведет к	2	2
161	и некоторые	1	2
162	известной степени	1	2
163	от себя	1	2
164	и более	1	2
165	до известной	1	2
166	вовсе не	2	2
167	даже в	4	2
168	тому что	1	2
169	дело не	5	2
170	одна из	2	2
171	и притом	1	2
172	материала в	1	2
173	вытекает из	1	2
174	имеем дело	1	2
175	оно не	1	2
176	того чтобы	1	2
177	здесь не	4	2
178	тем или	1	2
179	к жизни	1	2
180	или в	5	2
181	о том	9	2
182	при котором	1	2
183	в глаза	1	2
184	в значительной	1	2
185	однако с	1	2
186	именно в	3	2
187	а именно	4	2
188	говорит в	2	2
189	может оказаться	3	2
190	ни к	2	2
191	в сказании	2	2
192	с одной	4	2
193	и др	7	2
194	или даже	3	2
195	одно из	1	2
196	никто не	2	2
197	слова в	1	2
198	в одном	5	2
199	у него	1	2
200	для того	1	2
201	а с	2	2
202	превращается в	4	2
203	одной стороны	4	2
204	в сторону	1	2
205	так же	7	2
206	и потому	2	2
207	как в	2	2
208	из которых	3	2
209	к своему	2	2
210	было и	1	2
211	и по	3	2
212	во всех	2	2
213	речь идет	1	2
214	совершенно иной	1	2
215	собственно говоря	1	2
216	с ним	2	2
217	одной из	2	2
218	в иной	4	2
219	из этого	2	2
220	только о	1	2
221	тексты а	2	1
222	неотделима от	1	1
223	также и	3	1
224	же как	2	1
225	чтобы не	3	1
226	начинается с	3	1
227	переходит к	1	1
228	совершает свои	1	1
229	и есть	1	1
230	то в	1	1
231	и чрезвычайно	1	1
232	дает ключ	2	1
233	можно говорить	1	1
234	из его	1	1
235	едва ли	1	1
236	в зависимости	2	1
237	уже по	1	1
238	несколько иной	1	1
239	есть не	1	1
240	из дальнейшего	1	1
241	что иное	1	1
242	а для	2	1
243	в полной	1	1
244	на материал	2	1
245	и со	1	1
246	никогда не	14	1
247	не знают	3	1
248	зависимости от	2	1
249	не что	1	1
250	момент в	1	1
251	на них	2	1
252	между собой	4	1
253	частности оттенки	1	1
254	иное как	1	1
255	столь же	2	1
256	время в	1	1
257	бы то	2	1
258	иных случаях	1	1
259	легко может	2	1
260	более как	1	1
261	и будет	1	1
262	само же	1	1
263	или иное	1	1
264	что они	5	1
265	том чем	1	1
266	на основе	5	1
267	отнюдь не	1	1
268	и я	1	1
269	в истории	1	1
270	не входят	1	1
271	данного типа	1	1
272	родного дома	1	1
273	перед нами	3	1
274	глубже чем	1	1
275	тем же	1	1
276	от этого	2	1
277	могли бы	3	1
278	только то	1	1
279	шире и	1	1
280	к чему	3	1
281	говорят о	1	1
282	что это	8	1
283	а во-вторых	1	1
284	не упоминается	1	1
285	за это	1	1
286	из этих	1	1
287	одном случае	1	1
288	животного в	1	1
289	тоже не	2	1
290	контрастирующая с	1	1
291	во многих	2	1
292	ее как	1	1
293	после чего	1	1
294	на то	4	1
295	духовной культуры	1	1
296	исходит из	3	1
297	что она	5	1
298	эта деталь	1	1
299	все это	4	1
300	в реальной	1	1
301	ключ к	3	1
302	в понимании	1	1
303	у читателя	1	1
304	необходимо для	1	1
305	содержит в	1	1
306	подобно тому	1	1
307	является не	1	1
308	или иных	1	1
309	именно это	2	1
310	по его	2	1
311	и ясный	1	1
312	то ни	2	1
313	а затем	2	1
314	в совершенно	1	1
315	том случае	1	1
316	бы быть	3	1
317	а по	2	1
318	не с	3	1
319	а как	1	1
320	это было	2	1
321	ответственность за	1	1
322	было бы	7	1
323	в композиции	2	1
324	о месте	1	1
325	но их	1	1
326	по этому	2	1
327	в жизни	1	1
328	нет в	2	1
329	соответствии с	1	1
330	в чистом	2	1
331	из проявлений	1	1
332	обратимся к	1	1
333	перед собой	1	1
334	и конец	2	1
335	вошел в	1	1
336	лежат в	1	1
337	в такой	2	1
338	в котором	3	1
339	что от	2	1
340	себе а	1	1
341	от его	1	1
342	всякий раз	1	1
343	быть названо	1	1
344	друг другу	1	1
345	разные формы	1	1
346	без его	1	1
347	более сложные	1	1
348	в прошлом	1	1
349	не могли	1	1
350	в конце	1	1
351	с такими	1	1
352	и наоборот	1	1
353	это особенно	1	1
354	в историческом	1	1
355	случае мы	1	1
356	нас к	1	1
357	приводят к	1	1
358	поэтому у	1	1
359	чистом виде	2	1
360	таких случаях	2	1
361	в таких	2	1
362	с которой	1	1
363	и ситуации	1	1
364	на котором	3	1
365	что такое	2	1
366	иметь в	1	1
367	это еще	1	1
368	каждый из	1	1
369	имеются и	1	1
370	эта сторона	1	1
371	в самой	1	1
372	литературе в	1	1
373	этих случаях	2	1
374	связи с	4	1
375	ничто не	1	1
376	не по	2	1
377	окна и	2	1
378	входят в	1	1
379	как будто	4	1
380	бы несколько	1	1
381	в каком	1	1
382	однако это	3	1
383	ему не	1	1
384	трагедии софокла	1	1
385	том отношении	1	1
386	и здесь	7	1
387	куда же	1	1
388	телу или	1	1
389	когда мы	2	1
390	строя типа	1	1
391	ли не	1	1
392	всего что	1	1
393	в поле	1	1
394	на это	2	1
395	здесь мы	7	1
396	говорит о	2	1
397	должен быть	3	1
398	из всего	1	1
399	как мы	3	1
400	у себя	2	1
401	точно так	3	1
402	меня в	1	1
403	мысль о	2	1
404	реальной действительности	1	1
405	в особенности	2	1
406	еще два	1	1
407	смерти в	1	1
408	действия и	3	1
409	но мы	2	1
410	или для	1	1
411	зрения не	1	1
412	то время	3	1
413	как с	1	1
414	котором он	1	1
415	не содержит	2	1
416	на нее	2	1
417	те же	1	1
418	здесь как	1	1
419	живет в	2	1
420	в строгой	1	1
421	можно только	1	1
422	именно такого	1	1
423	с героем	2	1
424	строго говоря	1	1
425	для этого	3	1
426	означает что	4	1
427	мы рассмотрим	1	1
428	из других	1	1
429	о ней	1	1
430	на весьма	1	1
431	герой из	1	1
432	именно потому	1	1
433	и обычая	1	1
434	не означает	2	1
435	внимание на	1	1
436	в новую	1	1
437	в лес	8	1
438	после того	1	1
439	может не	1	1
440	восходит к	5	1
441	в которую	3	1
442	объекта или	1	1
443	также еще	1	1
444	путь к	1	1
445	в другой	1	1
446	вслед за	6	1
447	первых же	1	1
448	может иметь	1	1
449	о своих	1	1
450	героический эпос	1	1
451	с той	2	1
452	в формах	1	1
453	на которой	1	1
454	один из	4	1
455	но с	1	1
456	образов и	2	1
457	мы видим	11	1
458	тот же	2	1
459	дело с	2	1
460	несомненно имеет	1	1
461	природой и	1	1
462	в какой	3	1
463	простой и	1	1
464	самые разнообразные	1	1
465	или же	1	1
466	один на	1	1
467	и жизни	1	1
468	так что	4	1
469	же и	1	1
470	для всех	2	1
471	читатель не	1	1
472	если мы	3	1
473	всем его	1	1
474	оно в	2	1
475	то и	2	1
476	не дает	2	1
477	мышления и	1	1
478	из них	3	1
479	что речь	1	1
480	за ним	1	1
481	к каким	1	1
482	страны мертвых	1	1
483	представлений о	3	1
484	у нее	1	1
485	с этими	1	1
486	так как	6	1
487	и от	2	1
488	тому же	1	1
489	к ним	4	1
490	должен был	3	1
491	отношении что	1	1
492	не просто	3	1
493	но из	1	1
494	представляют собой	6	1
495	не было	1	1
496	и даже	4	1
497	и глубже	1	1
498	этом пути	1	1
499	не обязательно	1	1
500	еще и	2	1
501	что не	2	1
502	что для	1	1
503	в соответствии	1	1
504	и пр	4	1
505	природе и	1	1
506	не решает	1	1
507	не сама	1	1
508	зависит от	2	1
509	могут изучаться	1	1
510	что хотя	1	1
511	могут служить	1	1
512	не всегда	8	1
513	на время	1	1
514	что из	1	1
515	его как	2	1
516	в связи	4	1
517	вступает в	2	1
518	в лесу	8	1
519	вместе с	6	1
520	язык а	1	1
521	в иных	1	1
522	и приобретает	1	1
523	например если	1	1
524	не могут	2	1
525	это своего	1	1
526	из уст	1	1
527	этого слова	1	1
528	истории не	1	1
529	тому как	1	1
530	да и	1	1
531	быть не	1	1
532	него не	1	1
533	в это	1	1
534	она состоит	1	1
535	этом случае	1	1
536	только для	2	1
537	все же	10	1
538	при всем	1	1
539	тех или	1	1
540	каждой из	1	1
541	в более	1	1
542	еще одна	2	1
543	это правило	1	1
544	она может	1	1
545	видно из	2	1
546	в результате	1	1
547	для нас	13	1
548	это может	1	1
549	из своего	1	1
550	бы в	2	1
551	не более	2	1
552	как явление	1	1
553	ни было	2	1
554	но если	2	1
555	не есть	2	1
556	здесь только	1	1
557	нами не	1	1
558	имеет в	1	1
559	в системе	1	1
560	быть признано	1	1
561	жизни а	1	1
562	не сами	1	1
563	что мальчик	1	1
564	имена в	1	1
565	который в	1	1
566	героя в	5	1
567	к числу	1	1
568	всего в	2	1
569	быть назван	2	1
570	здесь обычно	1	1
571	также может	1	1
572	ее в	5	1
573	видим в	1	1
574	и другие	4	1
575	лес не	1	1
576	можно назвать	2	1
577	они не	4	1
578	событий в	1	1
