N	2gram	Bakhtin_sl_2	Literetu
1	не только	24	24
2	при этом	7	19
3	в качестве	1	17
4	но и	21	17
5	в том	5	16
6	а не	14	16
7	в частности	1	15
8	том что	5	14
9	может быть	37	13
10	сознания в	1	12
11	и не	22	12
12	в этом	16	12
13	в своем	6	11
14	прежде всего	8	11
15	то что	2	10
16	или иначе	1	9
17	в целом	1	8
18	не в	9	8
19	и в	39	8
20	только в	5	8
21	как это	3	8
22	как бы	7	7
23	в себе	2	7
24	не менее	4	7
25	в его	7	7
26	уже не	5	7
27	в рамках	1	6
28	то есть	26	6
29	как и	6	6
30	точки зрения	8	6
31	и сам	1	6
32	того что	1	6
33	связи с	3	6
34	себя в	8	6
35	xix века	4	6
36	одним из	2	5
37	то же	4	5
38	отличие от	13	5
39	как в	13	5
40	не столько	3	5
41	в отличие	12	5
42	в то	4	5
43	а также	3	5
44	же время	4	5
45	же в	1	5
46	что он	2	5
47	уже в	2	5
48	не может	20	5
49	в данном	2	5
50	с его	7	5
51	в своей	1	4
52	еще не	7	4
53	но не	6	4
54	в этой	1	4
55	все же	6	4
56	по преимуществу	1	4
57	с собой	1	4
58	лишь в	3	4
59	в чужом	4	4
60	для этого	4	4
61	с миром	1	4
62	и его	33	4
63	ведет к	1	4
64	никогда не	7	4
65	так и	15	4
66	еще в	1	4
67	в формах	1	4
68	и тем	1	4
69	мир в	1	4
70	в конце	1	4
71	друг друга	1	4
72	как раз	1	4
73	и т.п	2	4
74	о себе	1	4
75	в связи	2	4
76	это не	5	4
77	в своих	1	4
78	например в	5	3
79	в сфере	2	3
80	и есть	1	3
81	также и	2	3
82	что его	1	3
83	по отношению	4	3
84	в самом	1	3
85	с их	3	3
86	таким образом	8	3
87	той же	3	3
88	его в	4	3
89	далеко не	2	3
90	несмотря на	1	3
91	в их	2	3
92	но в	6	3
93	дело в	2	3
94	одна из	4	3
95	в основе	4	3
96	в области	2	3
97	к себе	1	3
98	в виду	1	3
99	в пределах	13	3
100	приводит к	1	3
101	особый мир	1	3
102	нуждается в	2	3
103	по своей	1	3
104	один из	5	3
105	одно из	1	3
106	у него	3	3
107	и даже	7	3
108	с другой	5	3
109	и др	4	3
110	не было	2	3
111	мира в	1	3
112	да и	1	3
113	жизни и	6	3
114	что в	3	3
115	а в	4	3
116	же и	2	3
117	во всяком	3	3
118	человека и	3	2
119	того же	1	2
120	не остается	1	2
121	должна быть	3	2
122	и само	2	2
123	та же	1	2
124	в сущности	6	2
125	х годов	2	2
126	к общему	1	2
127	то он	1	2
128	отнюдь не	1	2
129	и нет	2	2
130	этой цели	1	2
131	или иную	1	2
132	все эти	6	2
133	как он	2	2
134	в нем	19	2
135	на этом	3	2
136	здесь как	2	2
137	для нее	1	2
138	на почве	4	2
139	в слове	6	2
140	как сказано	1	2
141	что такое	1	2
142	а как	1	2
143	всяком случае	2	2
144	с точки	3	2
145	тем не	1	2
146	однако в	2	2
147	даже в	2	2
148	именно так	1	2
149	освободиться от	1	2
150	xviii века	1	2
151	дело не	1	2
152	было у	1	2
153	мышления и	5	2
154	жизни на	1	2
155	в сознании	1	2
156	этом отношении	3	2
157	xx века	1	2
158	могут быть	7	2
159	должен быть	2	2
160	в себя	2	2
161	роль в	2	2
162	на том	1	2
163	в мире	1	2
164	освобождения от	1	2
165	ту же	3	2
166	или иной	5	2
167	в другом	2	2
168	о том	2	2
169	с одной	5	2
170	обращается к	1	2
171	между тем	3	2
172	и только	1	2
173	творческого процесса	1	2
174	хотя бы	3	2
175	их не	1	2
176	от автора	1	2
177	только на	1	2
178	что не	1	2
179	для него	7	2
180	с легкой	1	2
181	тем что	1	2
182	на роль	2	2
183	одной стороны	5	2
184	за пределы	2	2
185	сознания для	2	2
186	превращается в	1	2
187	индивидуального сознания	2	2
188	этого не	1	2
189	не на	1	2
190	все более	1	2
191	если оно	2	2
192	для понимания	1	2
193	своего времени	1	2
194	не является	1	2
195	это как	1	2
196	особого рода	1	2
197	все они	2	2
198	своей внутренней	1	2
199	отношению к	4	2
200	ко всему	1	2
201	которая не	1	2
202	как известно	1	1
203	человеческой речи	2	1
204	идет о	1	1
205	между двумя	1	1
206	установка на	2	1
207	проникает в	2	1
208	можно лишь	1	1
209	не поддающегося	1	1
210	оно было	2	1
211	разделяется на	1	1
212	когда это	1	1
213	и этот	1	1
214	и за	1	1
215	есть не	1	1
216	в филологических	1	1
217	мы не	2	1
218	эпохи а	1	1
219	нам в	1	1
220	не была	3	1
221	и чужого	2	1
222	зависимости от	4	1
223	ним и	2	1
224	он сам	1	1
225	того еще	1	1
226	быть в	1	1
227	в различных	2	1
228	в чем	3	1
229	тем как	1	1
230	но как	2	1
231	всем его	2	1
232	к которой	1	1
233	в сторону	1	1
234	отношение к	4	1
235	жанра но	2	1
236	не просто	1	1
237	ту сторону	1	1
238	с жадностью	1	1
239	в одной	1	1
240	его на	1	1
241	без другого	1	1
242	чужого слова	40	1
243	для всех	4	1
244	как к	3	1
245	пределах одной	1	1
246	в различные	2	1
247	более и	1	1
248	однако не	1	1
249	перед нами	3	1
250	мы можем	1	1
251	и слова	5	1
252	могли бы	1	1
253	как уже	2	1
254	и как	3	1
255	привносит в	1	1
256	и художественного	1	1
257	как таковое	1	1
258	за собой	1	1
259	себе как	2	1
260	собственное слово	1	1
261	он в	1	1
262	воспитания и	2	1
263	в нашем	2	1
264	однако как	1	1
265	говорят о	1	1
266	вне языка	1	1
267	на территории	2	1
268	на то	1	1
269	так сказать	6	1
270	первая же	1	1
271	он не	2	1
272	и более	2	1
273	его идеологической	1	1
274	в зависимости	4	1
275	у пушкина	1	1
276	в плане	5	1
277	целом как	1	1
278	и по	1	1
279	или иных	1	1
280	но все	5	1
281	человека в	5	1
282	значительной степени	6	1
283	в каждом	1	1
284	мне в	1	1
285	подход к	1	1
286	самого автора	2	1
287	и с	9	1
288	бы быть	1	1
289	материала и	3	1
290	большинстве случаев	5	1
291	знает что	1	1
292	это было	1	1
293	может стать	2	1
294	чаще всего	1	1
295	в них	6	1
296	но лишь	2	1
297	не всегда	2	1
298	и уже	1	1
299	другой к	1	1
300	должно быть	1	1
301	такой же	1	1
302	автора и	2	1
303	в один	1	1
304	одного и	1	1
305	на первый	1	1
306	в эту	1	1
307	в этих	7	1
308	во второй	1	1
309	представить себе	1	1
310	жанровых формах	1	1
311	в отношении	4	1
312	самого человека	1	1
313	в условиях	1	1
314	этого в	1	1
315	для изучения	1	1
316	остается вне	4	1
317	по ту	1	1
318	и общества	2	1
319	как от	1	1
320	вовсе не	10	1
321	как проблема	1	1
322	в историческом	2	1
323	и достоевского	1	1
324	например и	1	1
325	сознания по	1	1
326	как будет	1	1
327	она не	6	1
328	как о	2	1
329	самого начала	1	1
330	тогда когда	2	1
331	текста и	1	1
332	ее с	1	1
333	к новым	1	1
334	на него	2	1
335	говорить о	3	1
336	иметь в	1	1
337	во всякой	1	1
338	на котором	2	1
339	карамазова и	1	1
340	лишнего человека	1	1
341	с материалом	2	1
342	к подлинному	1	1
343	этого сознания	1	1
344	от эпохи	1	1
345	эпохи в	1	1
346	а во	1	1
347	в наше	1	1
348	это именно	1	1
349	новое ощущение	1	1
350	другой стороны	1	1
351	тех или	1	1
352	для нас	5	1
353	же слова	1	1
354	языка который	1	1
355	о нем	2	1
