N	2gram	Trubetskoy_1	Freidism
1	таким образом	22	24
2	и не	8	23
3	не может	4	20
4	точки зрения	13	19
5	прежде всего	2	18
6	в его	5	15
7	в этом	15	15
8	и пр	1	15
9	с помощью	1	14
10	в душе	1	13
11	мы можем	2	13
12	может быть	10	13
13	и его	1	12
14	все эти	6	11
15	как и	1	11
16	с точки	6	11
17	то что	7	11
18	как бы	12	11
19	так и	6	10
20	с ним	1	10
21	его в	1	10
22	и потому	6	10
23	но в	7	10
24	самом деле	1	10
25	во всех	2	9
26	и в	26	9
27	по отношению	1	9
28	с его	2	9
29	еще не	2	8
30	отношению к	3	8
31	и все	2	8
32	психической жизни	2	8
33	в своей	1	8
34	то же	4	8
35	он не	4	8
36	все это	6	8
37	только в	4	8
38	не только	10	8
39	так как	9	8
40	все что	2	8
41	что он	4	8
42	и наконец	2	7
43	во всяком	6	7
44	к нему	7	7
45	те же	2	7
46	отношение к	5	7
47	мы видели	2	7
48	тот же	2	7
49	сказать что	2	7
50	один из	2	7
51	всяком случае	6	7
52	мы уже	1	7
53	в самом	4	7
54	ни в	1	7
55	мы знаем	1	7
56	и с	10	6
57	все те	1	6
58	к смерти	1	6
59	хотя бы	3	6
60	для него	3	6
61	в ней	1	6
62	совершенно не	1	6
63	того что	3	6
64	никогда не	5	6
65	так сказать	1	6
66	и ее	1	6
67	можно сказать	3	5
68	связь с	2	5
69	в этой	4	5
70	что в	9	5
71	не в	2	5
72	душе человека	1	5
73	а в	4	5
74	мы должны	6	5
75	он сам	1	5
76	в себя	1	5
77	но и	9	5
78	могут быть	1	5
79	что такое	1	5
80	в чем	1	5
81	с этим	1	5
82	для того	5	5
83	для этого	2	5
84	и на	2	5
85	в то	4	5
86	и прежде	1	5
87	и к	5	5
88	в каком	1	5
89	в свою	2	5
90	в которой	3	4
91	все же	6	4
92	же время	2	4
93	данном случае	1	4
94	желаний и	1	4
95	другими словами	1	4
96	при этом	3	4
97	и для	5	4
98	не было	2	4
99	не менее	3	4
100	в жизни	1	4
101	как раз	1	4
102	в нем	4	4
103	мы не	1	4
104	того чтобы	5	4
105	потому что	7	4
106	смысле слова	1	4
107	совсем не	1	4
108	но не	8	4
109	всех этих	1	4
110	связанных с	2	4
111	в этих	4	4
112	из этих	10	4
113	с другими	4	4
114	то ни	2	4
115	и о	3	4
116	конечно не	2	4
117	той же	1	4
118	и за	1	4
119	уже не	3	4
120	с их	1	4
121	с ними	1	4
122	в котором	4	4
123	связанные с	7	4
124	в таком	3	4
125	к тому	6	4
126	болезни и	1	4
127	на этом	1	4
128	с самого	3	4
129	этот вопрос	1	4
130	во время	4	4
131	не имеющие	1	4
132	в данном	1	4
133	главным образом	8	3
134	приводит к	2	3
135	и смерть	1	3
136	бы то	2	3
137	случае не	3	3
138	учение о	4	3
139	и тот	1	3
140	в себе	6	3
141	вместе с	15	3
142	и чувств	1	3
143	в сознании	1	3
144	только то	1	3
145	это как	1	3
146	и те	3	3
147	ничего общего	2	3
148	таком случае	1	3
149	один и	1	3
150	как в	1	3
151	человека и	1	3
152	жизни и	2	3
153	свою очередь	1	3
154	влечения к	1	3
155	другому человеку	1	3
156	полового влечения	1	3
157	мы имеем	2	3
158	этой области	1	3
159	что все	4	3
160	по своему	2	3
161	в них	2	3
162	человека является	1	3
163	у него	1	3
164	когда он	3	3
165	такой же	1	3
166	не могут	2	3
167	и что	4	3
168	это учение	1	3
169	в общем	8	3
170	со всеми	2	3
171	из которого	3	3
172	на этот	4	3
173	сейчас же	1	3
174	себя в	1	3
175	и есть	1	3
176	и по	4	3
177	с ее	1	3
178	не является	1	3
179	если бы	3	3
180	и от	4	3
181	было бы	1	3
182	ни на	1	3
183	и как	3	3
184	самого начала	2	3
185	но это	1	3
186	во втором	1	3
187	без труда	1	2
188	не позволяет	1	2
189	из этой	2	2
190	для всех	2	2
191	или иное	2	2
192	когда мы	1	2
193	очень много	2	2
194	из них	7	2
195	должны быть	1	2
196	конце концов	3	2
197	когда человек	2	2
198	того же	6	2
199	от этого	1	2
200	так же	5	2
201	отличается от	2	2
202	для себя	1	2
203	как на	8	2
204	к этим	1	2
205	в этот	1	2
206	это уже	1	2
207	только на	1	2
208	зависит от	1	2
209	них не	2	2
210	ни было	2	2
211	сих пор	5	2
212	в заблуждение	1	2
213	не исчерпывается	2	2
214	что это	3	2
215	и другие	3	2
216	в конце	6	2
217	до сих	5	2
218	в области	9	2
219	в их	1	2
220	то или	2	2
221	социальной жизни	1	2
222	всех других	2	2
223	а потому	1	2
224	в нашем	1	2
225	притом в	1	2
226	борьбы с	1	2
227	в эту	2	2
228	не можем	1	2
229	но все	7	2
230	отношения к	1	2
