N	3gram	Tiupa_Narr_2	Problemy
1	с точки зрения	2	9
2	до сих пор	1	8
3	не может быть	2	8
4	в большинстве случаев	1	8
5	и не может	2	7
6	по отношению к	5	5
7	то же время	3	5
8	в то же	3	5
9	в самом деле	1	4
10	то есть в	1	4
11	к себе самому	3	3
12	более или менее	1	3
13	как раз и	1	3
14	в отличие от	5	3
15	как бы в	2	3
16	хотя и не	2	2
17	по своей природе	2	2
18	в этом смысле	1	2
19	и в других	1	2
20	в строгом смысле	1	2
21	но и в	2	2
22	того и другого	1	2
23	можно было бы	1	2
24	на этот вопрос	1	2
25	в том что	8	2
26	о том что	4	2
27	можно сказать что	3	2
28	той или иной	3	2
29	в себе самом	2	2
30	воспринимает ее как	1	1
31	самим собой в	1	1
32	не может не	1	1
33	при всей ее	1	1
34	в той или	1	1
35	и в жизни	1	1
36	лишь то что	1	1
37	прежде всего на	1	1
38	иметь в виду	1	1
39	себе и к	1	1
40	одним и тем	1	1
41	отношению к себе	1	1
42	в этом последнем	1	1
43	не сводятся к	1	1
44	а между тем	1	1
45	одной стороны и	1	1
46	хотя оно и	1	1
47	и в то	1	1
48	и так или	1	1
49	и все что	1	1
50	от первого лица	3	1
51	не могли бы	1	1
52	к себе и	2	1
53	в том или	1	1
54	так же как	2	1
55	пространство и время	1	1
56	в данном случае	6	1
57	не в его	1	1
58	и тем же	1	1
59	с одной стороны	5	1
60	но при этом	3	1
61	не входит в	1	1
62	по сравнению с	1	1
63	так или иначе	1	1
64	в нем не	1	1
65	в связи с	1	1
66	не только к	1	1
67	не исключает возможности	1	1
68	к тому же	4	1
69	во всяком случае	1	1
70	вместо того чтобы	1	1
71	как бы не	1	1
72	здесь не только	1	1
73	но и внутренняя	1	1
74	не могло быть	1	1
75	но они не	1	1
76	так и в	1	1
77	перед нами простой	1	1
78	не только в	6	1
79	даже не столько	1	1
80	времени и пространства	2	1
81	никогда не бывает	1	1
82	на пороге его	1	1
83	к тому что	3	1
84	в процессе перехода	1	1
85	никак не может	1	1
86	и к себе	1	1
87	которое могло бы	1	1
