N	2gram	Bakhtin_Pr_2	PoTuStor
1	может быть	18	17
2	и в	45	16
3	и пр	2	12
4	в этом	20	9
5	таким образом	11	9
6	и только	1	9
7	мы можем	4	9
8	прежде всего	11	9
9	и с	7	8
10	точки зрения	19	8
11	и его	8	8
12	не может	24	8
13	совершенно не	1	8
14	с его	8	7
15	не только	16	7
16	в сознание	1	7
17	сказать что	5	7
18	я и	3	6
19	самом деле	4	6
20	конечно не	6	6
21	при этом	2	6
22	с точки	9	6
23	для него	9	6
24	и к	2	6
25	еще не	9	5
26	в чем	2	5
27	отношение к	8	5
28	все эти	4	5
29	сознание и	4	5
30	до сознания	1	5
31	только для	2	5
32	ни в	2	5
33	ту сторону	1	5
34	в него	1	5
35	как бы	15	5
36	на самом	1	4
37	и ее	7	4
38	и на	7	4
39	и наконец	1	4
40	но в	6	4
41	в этой	1	4
42	в нем	20	4
43	его в	3	4
44	художественного творчества	1	4
45	мысли и	3	4
46	все это	5	4
47	по ту	1	4
48	самого начала	1	4
49	как мы	8	4
50	с ее	3	4
51	с самого	1	4
52	так и	3	4
53	можно сказать	2	4
54	в его	22	4
55	а потому	2	4
56	с ними	4	4
57	только в	9	4
58	и их	6	4
59	так как	5	4
60	и даже	3	4
61	но и	15	4
62	все позволено	1	4
63	и не	42	4
64	и все	1	4
65	хотя бы	5	4
66	все что	3	4
67	отношения к	2	3
68	во всех	4	3
69	и есть	1	3
70	и как	2	3
71	с их	4	3
72	на две	1	3
73	и теперь	1	3
74	и вот	2	3
75	их в	7	3
76	на этом	1	3
77	этом смысле	5	3
78	том что	7	3
79	сих пор	2	3
80	в одном	6	3
81	по крайней	2	3
82	и притом	1	3
83	в основе	2	3
84	до сих	2	3
85	и оно	2	3
86	те же	2	3
87	мира и	1	3
88	по сравнению	2	3
89	с другими	7	3
90	крайней мере	2	3
91	в том	8	3
92	в большинстве	2	3
93	только на	1	3
94	большинстве случаев	2	3
95	в области	2	3
96	и др	4	3
97	но оно	1	3
98	вместе с	1	3
99	и потому	6	3
100	как это	2	3
101	быть это	1	3
102	сравнению с	2	3
103	могут быть	4	3
104	в основном	1	3
105	что в	6	3
106	в этих	4	3
107	а в	3	3
108	то что	5	3
109	между ними	4	3
110	жизни и	15	3
111	во всяком	1	3
112	ту же	1	2
113	нем нет	1	2
114	же как	4	2
