N	2gram	Losev_Prob_2	Hudozhes
1	и в	35	28
2	том что	19	19
3	и не	37	18
4	в том	12	15
5	а не	10	14
6	в этом	17	13
7	не в	2	13
8	о том	18	12
9	перед нами	2	11
10	не только	24	11
11	при этом	3	11
12	как и	5	11
13	в его	7	11
14	уже не	8	10
15	в себе	5	9
16	но и	16	9
17	так и	7	8
18	между тем	1	8
19	что он	4	8
20	может быть	18	8
21	о чем	6	8
22	я не	1	7
23	что она	4	7
24	об этом	2	7
25	к тому	3	7
26	в частности	5	7
27	как это	1	7
28	и все	5	7
29	с ним	1	7
30	то же	5	6
31	не было	3	6
32	и с	10	6
33	в глазах	1	6
34	в то	6	6
35	тем что	4	6
36	казалось бы	7	6
37	для себя	9	6
38	если бы	4	6
39	сводится к	2	6
40	можно сказать	6	6
41	это не	1	6
42	а в	4	6
43	то что	38	6
44	с его	1	5
45	в этой	9	5
46	как в	1	5
47	в самом	5	5
48	что это	1	5
49	не могла	1	5
50	в своем	4	5
51	не менее	13	5
52	никогда не	1	5
53	ничего не	10	5
54	и его	1	5
55	она не	3	5
56	и сам	2	5
57	только на	9	5
58	как бы	4	5
59	да и	10	5
60	с ее	1	5
61	что в	11	5
62	и т	6	4
63	но не	4	4
64	то в	1	4
65	подобно тому	2	4
66	он не	2	4
67	и уже	1	4
68	тем не	12	4
69	тому что	3	4
70	как будто	6	4
71	и о	4	4
72	того чтобы	2	4
73	что они	3	4
74	только в	14	4
75	в качестве	2	4
76	что и	2	4
77	как раз	8	4
78	для того	3	4
79	говорит о	1	4
80	превращается в	1	4
81	то и	4	4
82	не может	13	4
83	тому как	3	4
84	о своем	2	4
85	бы и	7	4
86	была бы	1	3
87	чтобы не	2	3
88	по преимуществу	2	3
89	едва ли	9	3
90	по его	1	3
91	на себя	1	3
92	в ней	2	3
93	но при	2	3
94	еще не	10	3
95	и на	5	3
96	столь же	1	3
97	не все	4	3
98	со стороны	1	3
99	бы не	3	3
100	раз в	1	3
101	в нем	1	3
102	можно было	5	3
103	что все	6	3
104	мы уже	3	3
105	с другими	5	3
106	было бы	8	3
107	в них	2	3
108	несмотря на	3	3
109	в этих	4	3
110	пока еще	9	3
111	что было	1	3
112	как о	3	3
113	на него	2	3
114	о них	2	3
115	со своим	1	3
116	ни о	4	3
117	как только	3	3
118	же самое	6	3
119	и это	5	3
120	что у	1	3
121	внимание на	3	3
122	к нему	2	3
123	одной из	1	3
124	и ее	2	3
125	с одной	5	3
126	для нас	9	3
127	с нею	2	3
128	в одном	1	3
129	что на	4	3
130	с другой	6	3
131	все время	1	3
132	а с	1	3
133	прежде всего	11	3
134	так же	5	3
135	противоречие с	1	3
136	одной стороны	5	3
137	в состоянии	2	3
138	все это	4	3
139	ли в	2	3
140	или в	2	3
141	будто бы	5	3
142	все они	1	3
143	есть и	1	3
144	по поводу	2	3
145	самом деле	4	3
146	все что	3	3
147	говорили о	1	2
148	же как	1	2
149	и то	10	2
150	но тем	1	2
151	той же	2	2
152	не во	3	2
153	говорить о	10	2
154	а для	1	2
155	он сам	3	2
156	тем как	1	2
157	различия между	1	2
158	если в	1	2
159	отношение к	1	2
160	тоже не	7	2
161	внутри себя	2	2
162	все же	8	2
163	как уже	1	2
164	и к	3	2
165	но в	6	2
166	говорится в	1	2
167	в нашем	3	2
168	из этих	3	2
169	чего не	1	2
170	мысли и	2	2
171	т д	6	2
172	но именно	4	2
173	о которой	1	2
174	на этом	1	2
175	оно не	3	2
176	ее по	1	2
177	могла бы	1	2
178	не будет	11	2
179	же не	1	2
180	лишь в	3	2
181	его в	3	2
182	это было	2	2
183	который и	1	2
184	от которого	1	2
185	о которых	3	2
186	характер и	1	2
187	и тогда	1	2
188	место в	1	2
189	если можно	1	2
190	нельзя было	3	2
191	из нас	1	2
192	одна из	3	2
193	только не	3	2
194	ему в	1	2
195	в основе	3	2
196	представляется нам	1	2
197	рассказа и	1	2
198	как мы	5	2
199	данном случае	5	2
200	самим собою	1	2
201	мысль о	2	2
202	роль в	2	2
203	с собой	1	2
204	с самим	3	2
205	и опять	1	2
206	до сих	4	2
207	том как	1	2
208	одно это	1	2
209	все те	1	2
210	о нем	2	2
211	жизни не	1	2
212	в другом	1	2
213	а также	2	2
214	того или	7	2
215	и только	4	2
216	и об	1	2
217	один из	3	2
218	о двух	2	2
219	здесь не	2	2
220	дело с	1	2
221	ли он	3	2
222	же и	2	2
223	в виде	6	2
224	ни с	2	2
225	себе в	2	2
226	вовсе не	37	2
227	сих пор	4	2
228	или иной	5	2
229	именно в	1	2
230	как же	4	2
231	еще и	5	2
232	себя и	1	2
233	что не	5	2
234	однако и	1	2
235	нет ничего	2	2
236	вместе с	2	2
237	и а	2	2
238	в данном	10	2
239	с такой	1	2
240	или иного	5	2
241	что же	9	2
242	и от	3	2
243	о его	1	2
244	не является	7	2
245	и для	6	2
246	отнюдь не	5	2
247	в голову	2	2
248	потому что	13	2
249	хотя бы	12	2
250	давно уже	1	2
251	точки зрения	2	2
252	и эта	1	2
253	сказать что	24	2
254	и внутренне	1	2
255	они все	2	2
256	что даже	1	2
257	т е	1	2
258	себе но	1	2
259	как на	2	2
260	разговоре с	1	2
261	тем самым	7	2
262	по причине	1	2
263	гораздо более	4	2
264	отношения к	1	1
265	одним из	1	1
266	в сфере	1	1
267	таком случае	10	1
268	этом тоже	1	1
269	это и	3	1
270	бы для	1	1
271	здесь и	1	1
272	и так	1	1
273	к другому	1	1
274	когда это	1	1
275	обойтись без	3	1
276	также и	12	1
277	мы имеем	1	1
278	мы не	7	1
279	что между	1	1
280	что если	4	1
281	в противоречие	1	1
282	нам в	2	1
283	и совсем	2	1
284	которые тоже	2	1
285	время как	1	1
286	и другая	1	1
287	находится у	1	1
288	но то	1	1
289	этого термина	8	1
290	и самого	4	1
291	не нужно	3	1
292	он был	1	1
293	на них	1	1
294	между собой	5	1
295	бы то	2	1
296	во всех	2	1
297	сознания а	1	1
298	именно тем	1	1
299	ее существование	1	1
300	то он	1	1
301	к которой	1	1
302	его сознания	1	1
303	в общем	4	1
304	автора но	1	1
305	себе и	2	1
306	не просто	11	1
307	друг от	2	1
308	нет и	3	1
309	или иное	2	1
310	и чем	1	1
311	в настоящем	1	1
312	один и	2	1
313	ни одна	1	1
314	в поисках	2	1
315	во что	1	1
316	в той	2	1
317	поскольку они	1	1
318	только об	1	1
319	более и	1	1
320	и нет	1	1
321	предметы и	2	1
322	как нам	2	1
323	остановиться на	1	1
324	хотя и	3	1
325	но для	1	1
326	это просто	1	1
327	солнечной системы	3	1
328	от этого	1	1
329	о самом	1	1
330	для которого	1	1
331	отношения между	1	1
332	так или	6	1
333	представляет собой	2	1
334	все эти	7	1
335	самое время	4	1
336	нами в	2	1
337	и тот	3	1
338	ничего и	1	1
339	позицию в	1	1
340	не стали	1	1
341	но ведь	3	1
342	человек не	2	1
343	так сказать	1	1
344	что без	2	1
345	с чем	1	1
346	же о	3	1
347	именно то	1	1
348	же это	5	1
349	и когда	1	1
350	ушел в	1	1
351	раз это	1	1
352	в силу	1	1
353	в корне	2	1
354	из виду	1	1
355	содержит в	2	1
356	их в	4	1
357	на земле	1	1
358	свое время	1	1
359	какой бы	1	1
360	известном смысле	1	1
361	не субъективным	1	1
362	дом и	1	1
363	людей и	1	1
364	не должно	1	1
365	но все	2	1
366	не следует	1	1
367	тут не	1	1
368	в каждом	1	1
369	здесь мы	3	1
370	смысле в	1	1
371	то ни	3	1
372	том случае	2	1
373	а его	1	1
374	то есть	39	1
375	г в	1	1
376	которая как	1	1
377	эти два	1	1
378	и тем	4	1
379	даже в	2	1
380	и соответствующего	1	1
381	быть только	3	1
382	она и	2	1
383	ли может	1	1
384	случае на	1	1
385	в слове	3	1
386	которой он	4	1
387	для чего	1	1
388	в москве	1	1
389	может идти	1	1
390	не мог	1	1
391	и еще	1	1
392	во время	1	1
393	и при	2	1
394	никак не	11	1
395	в следующем	1	1
396	бесконечно это	1	1
397	для обоих	1	1
398	то для	1	1
399	а потом	1	1
400	говорил о	1	1
401	от его	2	1
402	характерное для	1	1
403	отношений между	1	1
404	и уж	5	1
405	для многих	1	1
406	образом и	1	1
