N	2gram	Tiupa_Anal_2	Istorich
1	и в	16	28
2	и т	1	25
3	может быть	6	25
4	а не	10	15
5	не может	4	15
6	никогда не	3	14
7	мы имеем	3	13
8	мы должны	1	13
9	для нас	1	13
10	то же	4	12
11	не только	16	12
12	что в	2	12
13	мы видим	1	11
14	только в	4	11
15	и что	1	10
16	но и	12	10
17	прежде всего	3	10
18	т е	2	10
19	не в	4	9
20	так и	15	9
21	о том	7	9
22	то что	7	9
23	в том	12	9
24	и не	12	9
25	в этом	18	8
26	но в	6	8
27	таким образом	2	8
28	если бы	3	8
29	это не	1	7
30	еще не	2	7
31	и здесь	1	7
32	этот вопрос	1	7
33	так же	2	7
34	том что	12	7
35	было бы	3	7
36	в этих	2	7
37	а в	3	7
38	в этой	9	6
39	о смерти	1	6
40	его в	2	6
41	так например	2	6
42	тем не	3	6
43	не менее	4	6
44	к тому	7	6
45	что и	3	6
46	вслед за	2	6
47	так как	1	6
48	представляют собой	2	6
49	с другой	6	6
50	вместе с	2	6
51	когда он	1	6
52	в своем	4	5
53	более или	1	5
54	что она	2	5
55	в силу	1	5
56	по существу	2	5
57	или менее	1	5
58	дело не	2	5
59	на основе	2	5
60	можно было	3	5
61	восходит к	1	5
62	в его	2	5
63	что здесь	1	5
64	но не	4	5
65	в качестве	11	5
66	в одном	2	5
67	попадает в	3	5
68	или в	3	5
69	ты не	2	5
70	не знает	3	5
71	сказать что	2	5
72	другой стороны	2	5
73	ее в	1	5
74	и даже	9	4
75	и для	2	4
76	и на	6	4
77	как правило	4	4
78	не все	1	4
79	представляет собой	8	4
80	все эти	1	4
81	на то	2	4
82	об этом	1	4
83	как и	14	4
84	даже в	2	4
85	на него	2	4
86	связи с	1	4
87	должны быть	1	4
88	в пределах	9	4
89	того что	2	4
90	с одной	5	4
91	потому что	1	4
92	так что	3	4
93	к ним	1	4
94	превращается в	2	4
95	один из	2	4
96	одной стороны	4	4
97	могут быть	10	4
98	друг с	1	4
99	как будто	3	4
100	все это	4	4
101	в связи	1	4
102	хотя бы	1	4
103	но это	1	4
104	но оно	1	4
105	также и	1	3
106	исходит из	1	3
107	я не	1	3
108	ему в	3	3
109	и он	2	3
110	там и	1	3
111	по отношению	4	3
112	так называемая	1	3
113	перед нами	1	3
114	при этом	10	3
115	ключ к	3	3
116	не как	1	3
117	и по	1	3
118	на этом	4	3
119	же не	2	3
120	в другом	1	3
121	из них	3	3
122	не с	4	3
123	и тогда	1	3
124	в котором	2	3
125	в их	3	3
126	и эти	1	3
127	по себе	2	3
128	раз и	1	3
129	в то	2	3
130	на котором	2	3
131	с другом	1	3
132	у меня	1	3
133	же самое	1	3
134	как мы	3	3
135	бы дать	1	3
136	в образе	1	3
137	в которую	1	3
138	ли он	1	3
139	в какой	1	3
140	и его	4	3
141	уже не	4	3
142	в начале	1	3
143	или даже	2	3
144	и их	2	3
145	которые могут	1	3
146	тем что	3	3
147	именно в	3	3
148	как это	6	3
149	что же	1	3
150	будто бы	1	3
151	отношению к	4	3
152	точно так	1	3
153	отношения к	2	2
154	и потому	1	2
155	не одного	1	2
156	по его	1	2
157	не вполне	1	2
158	к своему	2	2
159	столь же	4	2
160	во всех	4	2
161	то он	1	2
162	ответ на	3	2
163	отличие от	2	2
164	как в	4	2
165	однако не	1	2
166	как уже	3	2
167	и как	1	2
168	в действительности	3	2
169	в целом	8	2
170	он в	4	2
171	в тех	1	2
172	которые в	1	2
173	и тот	1	2
174	в себе	7	2
175	как он	1	2
176	вследствие этого	2	2
177	и если	3	2
178	в нем	1	2
179	он не	2	2
180	всех этих	1	2
181	а затем	2	2
182	по смыслу	1	2
183	и тем	4	2
184	смерть и	1	2
185	ведет к	1	2
186	для него	4	2
187	но если	1	2
188	в такой	1	2
189	в отличие	2	2
190	миф о	1	2
191	таких случаях	1	2
192	только для	1	2
193	героя из	1	2
194	однако в	1	2
195	что этот	1	2
196	на материал	1	2
197	еще один	1	2
198	в таких	2	2
199	как о	3	2
200	и другое	1	2
201	тогда когда	1	2
202	одна из	1	2
203	тому кто	1	2
204	по своей	1	2
205	на природу	1	2
206	только с	1	2
207	особое внимание	1	2
208	на улицу	1	2
209	всего в	2	2
210	указывает на	1	2
211	не есть	2	2
212	отказаться от	1	2
213	на это	1	2
214	на вопрос	1	2
215	в ее	1	2
216	приводит к	3	2
217	еще в	2	2
218	с героем	1	2
219	поэтому в	1	2
220	с ним	2	2
221	ничего не	9	2
222	в глубине	1	2
223	о нем	1	2
224	но мы	1	2
225	между тем	2	2
226	в конечном	3	2
227	непосредственно в	1	2
228	здесь в	2	2
229	это приводит	1	2
230	с той	2	2
231	тот же	1	2
232	одной из	3	2
233	дело с	1	2
234	себя в	2	2
235	для всех	2	2
236	то и	1	2
237	борьбы с	3	2
238	оно в	1	2
239	его и	1	2
240	не так	4	2
241	пока не	1	2
242	вовсе не	2	2
243	как раз	4	2
244	со стороны	3	2
245	даже не	1	2
246	еще и	1	2
247	с ней	1	2
248	один и	1	2
249	говорит о	5	2
250	на этот	2	2
251	не означает	1	2
252	зависит от	1	2
253	смерти но	1	2
254	его как	2	2
255	вступает в	2	2
256	этих случаях	2	2
257	как бы	10	2
258	хотя он	1	2
259	в основном	1	2
260	на смерть	1	2
261	нисколько не	1	2
262	это явление	1	2
263	еще одна	2	2
264	от степени	1	2
265	бы в	3	2
266	ни к	1	2
267	в рамках	3	2
268	была бы	2	2
269	из этого	1	2
270	самое что	1	2
271	в частности	16	2
272	это было	2	2
273	к этому	2	2
274	речь идет	2	1
275	неотделима от	1	1
276	этой связи	1	1
277	художественного произведения	2	1
278	а весь	1	1
279	и то	3	1
280	тех же	1	1
281	даже из	1	1
282	тем же	1	1
283	в первом	1	1
284	из его	2	1
285	те же	2	1
286	противном случае	1	1
287	ведь и	2	1
288	и больше	1	1
289	в действие	1	1
290	едва ли	3	1
291	мы уже	1	1
292	его не	1	1
293	а как	2	1
294	есть не	1	1
295	мифа о	1	1
296	образы и	1	1
297	обратимся к	1	1
298	себе как	1	1
299	или с	1	1
300	например если	1	1
301	говорить о	6	1
302	на себя	5	1
303	в полной	1	1
304	но даже	1	1
305	отдельном случае	1	1
306	бы с	1	1
307	как миф	1	1
308	он был	2	1
309	иное как	1	1
310	очень близки	1	1
311	и всего	1	1
312	иных случаях	1	1
313	совсем не	1	1
314	в сторону	5	1
315	тут же	1	1
316	отнюдь не	8	1
317	и я	2	1
318	к какой	1	1
319	что хотя	1	1
320	себя за	1	1
321	независимо от	1	1
322	из уст	1	1
323	стороны и	1	1
324	достаточно прозрачна	1	1
325	в противном	1	1
326	в полном	1	1
327	а со	1	1
328	и к	5	1
329	имеет в	1	1
330	в противоположность	2	1
331	со своей	1	1
332	сливаются в	1	1
333	в которой	1	1
334	мне не	1	1
335	черта в	1	1
336	в нашем	3	1
337	бы не	1	1
338	из этих	1	1
339	рассказ о	1	1
340	тому же	4	1
341	но ведь	1	1
342	после чего	1	1
343	в наших	1	1
344	выше уже	2	1
345	так сказать	1	1
346	и легко	1	1
347	от которого	2	1
348	или иному	1	1
