N	2gram	Propp_Isto_5	NovoeSre
1	а не	2	17
2	и в	25	16
3	не может	6	16
4	совсем не	1	12
5	и не	11	11
6	и есть	1	10
7	что в	8	9
8	в том	6	8
9	жизни и	2	8
10	он не	4	8
11	в этом	10	7
12	может быть	17	7
13	как и	7	7
14	не в	6	6
15	никогда не	3	6
16	но это	7	6
17	не знает	1	6
18	должен быть	2	5
19	в ней	5	5
20	и к	1	5
21	не только	13	5
22	в жизни	1	5
23	xix века	1	5
24	все это	4	5
25	в нем	7	5
26	большую роль	1	4
27	о том	7	4
28	и мы	2	4
29	то что	7	4
30	это не	6	4
31	прежде всего	6	4
32	не было	1	4
33	и потому	2	4
34	по своему	1	4
35	значит что	2	4
36	не менее	4	4
37	и для	2	4
38	не имеет	1	4
39	и все	3	4
40	потому что	7	4
41	с другой	9	3
42	в ее	4	3
43	должна быть	1	3
44	вопрос о	2	3
45	человека и	2	3
46	и начало	1	3
47	еще не	8	3
48	во всех	2	3
49	в истории	4	3
50	наряду с	4	3
51	как в	6	3
52	конечно не	1	3
53	право и	1	3
54	подобно тому	1	3
55	перейти к	1	3
56	но и	13	3
57	это было	2	3
58	и пр	3	3
59	с тем	8	3
60	в своей	2	3
61	тому как	1	3
62	она не	2	3
63	эти формы	1	3
64	что такое	1	3
65	в наше	2	3
66	в основе	1	3
67	к ее	1	3
68	истории не	1	3
69	к тому	1	3
70	сказать что	2	3
71	и это	4	2
72	же как	4	2
73	силы и	1	2
74	время как	1	2
75	роль в	2	2
76	не имеют	1	2
77	переход к	1	2
78	мы не	5	2
79	общества и	1	2
80	мира и	1	2
81	и с	3	2
82	для этого	1	2
83	мира а	1	2
84	я не	1	2
85	и что	8	2
86	и на	8	2
87	быть в	1	2
88	должно было	2	2
89	но не	5	2
90	с этим	5	2
91	но в	1	2
92	все эти	8	2
93	с одной	7	2
94	себя в	6	2
95	думать что	1	2
96	в себе	1	2
97	уже не	11	2
98	в судьбах	1	2
99	том чтобы	2	2
100	приобщиться к	1	2
101	у него	2	2
102	люди не	1	2
103	что она	1	2
104	что все	4	2
105	и даже	1	2
106	для чего	1	2
107	том что	8	2
108	вместе с	22	2
109	так же	5	2
110	хозяйственной жизни	2	2
111	место в	1	2
112	не знал	2	2
113	одной стороны	7	2
114	центр тяжести	2	2
115	такого рода	1	2
116	другой стороны	8	2
117	по существу	2	2
118	как будто	1	2
119	как это	1	2
120	такой же	2	2
121	но для	2	2
122	равно как	1	2
123	в то	3	2
124	одна из	2	2
125	того чтобы	3	2
126	формы и	2	2
127	и от	1	2
128	в русском	1	2
129	хотя бы	1	2
130	все они	1	2
131	а в	3	2
132	и начинается	1	2
133	ли это	1	2
134	могут быть	6	2
135	можно назвать	1	2
136	и служить	1	1
137	разными путями	1	1
138	также что	3	1
139	что образ	1	1
140	над нами	2	1
141	он может	2	1
142	и могущества	1	1
143	переход от	1	1
144	вверх ногами	1	1
145	в средневековой	1	1
146	чтобы быть	1	1
147	приводит к	1	1
148	в образе	5	1
149	с собой	1	1
150	на нее	2	1
151	мы уже	4	1
152	и извне	1	1
153	во многом	1	1
154	еще в	2	1
155	к тем	1	1
156	на место	1	1
157	и совсем	1	1
158	героя но	2	1
159	с ним	4	1
160	можно сказать	2	1
161	погружается в	1	1
162	на себя	3	1
163	и другая	1	1
164	то это	3	1
165	не был	1	1
166	в виду	1	1
167	зависимости от	1	1
168	это время	2	1
169	думаю что	1	1
170	на нем	1	1
171	на них	2	1
172	что его	3	1
173	нет у	1	1
174	в которую	2	1
175	к нему	3	1
176	то он	1	1
177	характерно также	1	1
178	в его	12	1
179	в эти	1	1
180	я думаю	1	1
181	но нет	1	1
182	нужно быть	1	1
183	себе и	1	1
184	отличие от	1	1
185	и только	1	1
186	народов и	1	1
187	и она	3	1
188	в своем	1	1
189	в формах	2	1
190	говорит что	1	1
191	человека в	3	1
192	он выходит	2	1
193	что он	22	1
194	только в	7	1
195	во всем	2	1
196	отнесены к	1	1
197	от этого	4	1
198	в самом	1	1
199	играла в	1	1
200	то время	1	1
201	он в	1	1
202	нужно окончательно	1	1
203	было так	1	1
204	же и	1	1
205	и хочет	1	1
206	это показывает	2	1
207	и у	1	1
208	уже в	2	1
209	вопроса о	1	1
210	дальше и	1	1
211	существования и	1	1
212	свидетельствует о	1	1
213	раньше чем	4	1
214	него и	5	1
215	вера в	1	1
216	все другие	1	1
217	из них	2	1
218	все еще	4	1
219	для того	3	1
220	в старых	1	1
221	это тем	1	1
222	всяком случае	1	1
223	слова в	1	1
224	по всем	1	1
225	в конце	1	1
226	но те	1	1
227	они сами	2	1
228	друг друга	3	1
229	христианство и	1	1
230	и начал	2	1
231	тем что	10	1
232	в глубину	1	1
233	в нее	6	1
234	и вместе	2	1
235	но все	5	1
236	это значит	2	1
237	играют большую	1	1
238	культуры но	1	1
239	этом он	1	1
240	чего он	1	1
241	во власти	2	1
242	не были	1	1
243	возможно что	1	1
244	ней и	1	1
245	в глубине	1	1
246	и из	3	1
247	знает что	1	1
248	с другими	4	1
249	было бы	1	1
250	это одна	2	1
251	в каких	1	1
252	свою противоположность	2	1
253	в социальной	1	1
254	а это	1	1
255	и быть	2	1
256	в отличие	1	1
257	что не	1	1
258	но оно	3	1
259	социальной жизни	2	1
260	связано с	5	1
261	их не	1	1
262	превращается в	7	1
263	нет в	1	1
264	а на	2	1
265	попал в	2	1
266	они не	3	1
267	в этой	3	1
268	имеют никакого	1	1
269	этого не	1	1
270	он пожирает	1	1
271	не всегда	4	1
272	от мира	1	1
273	очень сложное	1	1
274	изнутри а	2	1
275	ее на	1	1
276	новые формы	1	1
277	что мы	2	1
278	посвящения в	1	1
279	перед собой	1	1
280	и еще	1	1
281	проходит через	1	1
282	в этих	6	1
283	может иметь	1	1
284	во время	7	1
285	уже давно	1	1
286	но если	1	1
287	самая постановка	1	1
288	как думает	2	1
289	и сейчас	1	1
290	человек а	1	1
291	до этого	2	1
292	на это	1	1
293	к себе	1	1
294	в котором	1	1
295	только для	1	1
296	и процесс	1	1
297	одну из	1	1
298	перестала быть	1	1
299	мы в	1	1
300	власть над	1	1
301	мы опять	3	1
302	в зависимости	1	1
303	в силу	1	1
304	становится все	1	1
305	но он	2	1
306	мы должны	4	1
307	и более	1	1
308	их в	3	1
309	этого идет	1	1
310	что этот	2	1
311	в состоянии	1	1
312	том смысле	1	1
313	быть не	1	1
314	по себе	2	1
315	в это	2	1
316	совершенно так	1	1
317	сих пор	2	1
318	так как	11	1
319	быть признан	1	1
320	она могла	1	1
321	жизни народа	1	1
322	должны быть	1	1
323	неба и	1	1
324	видят в	1	1
325	в более	3	1
326	не по	1	1
327	это уже	2	1
328	магический характер	2	1
329	до сих	2	1
330	и оттуда	1	1
331	и никакой	1	1
332	в христианстве	1	1
333	так много	1	1
334	не признают	1	1
335	особого рода	1	1
336	или нет	1	1
337	явление в	1	1
338	умер он	1	1
339	борьбы со	1	1
340	к этой	1	1
341	к ней	1	1
342	изнутри и	2	1
343	и его	9	1
344	а также	1	1
345	есть уже	1	1
346	но наряду	1	1
347	уже нет	1	1
348	смысле в	1	1
349	гораздо больше	1	1
350	только одна	1	1
351	нет ничего	1	1
352	в каком	1	1
353	в свою	3	1
354	всего мира	1	1
355	на смену	4	1
356	и оно	1	1
357	но знаем	1	1
358	того же	2	1
359	вступить в	1	1
360	есть и	1	1
361	ли он	2	1
362	в которой	4	1
363	числе и	1	1
364	всегда есть	1	1
365	он узнает	1	1
366	во всяком	1	1
367	быть отнесены	1	1
368	оно не	1	1
369	как на	1	1
370	все что	1	1
371	том числе	1	1
