N	3gram	Losev_Vlad_3	Poddanst
1	в то же	3	7
2	то же время	2	7
3	не только в	1	4
4	в том что	10	4
5	с точки зрения	6	3
6	в сравнении с	2	3
7	с одной стороны	3	3
8	в том числе	1	2
9	одной стороны и	2	2
10	и не только	1	2
11	и в то	2	2
12	заключается в том	1	2
13	том что в	3	1
14	что в этом	2	1
15	а с тем	1	1
16	половины xix века	1	1
17	да и не	1	1
18	более или менее	5	1
19	в настоящее время	3	1
20	в этом смысле	3	1
21	есть прежде всего	2	1
22	и с этим	1	1
23	и в этом	5	1
24	эта не только	1	1
25	мы не будем	1	1
26	хотя бы и	3	1
27	в отличие от	3	1
28	должна относиться к	1	1
29	с тем чтобы	1	1
30	вместе с тем	6	1
31	и то что	4	1
32	было в то	1	1
33	можно думать что	1	1
34	что все существующее	1	1
35	так же как	2	1
36	для тех кто	2	1
37	если бы мы	1	1
38	хотя и без	1	1
39	только в виде	2	1
40	во всяком случае	3	1
41	с другой стороны	2	1
42	в каком смысле	1	1
43	не может быть	6	1
44	начал со стороны	1	1
45	что из всех	1	1
46	само по себе	3	1
47	тем и другим	1	1
48	мы должны в	1	1
49	в последние годы	1	1
50	мы знаем что	1	1
51	в известном смысле	1	1
52	для того чтобы	1	1
53	тех кто не	1	1
54	на наш взгляд	1	1
