N	3gram	Trubetskoy_1	Myslijsy
1	более или менее	7	8
2	во всяком случае	2	7
3	в том что	15	7
4	и того же	3	6
5	в свою очередь	2	6
6	одного и того	3	6
7	по крайней мере	1	5
8	тем не менее	4	5
9	не в состоянии	2	4
10	а между тем	8	4
11	до сих пор	8	4
12	в то время	2	4
13	заключает в себе	2	4
14	на то что	7	3
15	то время как	1	3
16	с одной стороны	2	3
17	смысле этого слова	1	3
18	может быть не	1	3
19	как бы ни	1	3
20	и может быть	2	2
21	которые не могут	1	2
22	и в жизни	1	2
23	не только по	1	2
24	на самом деле	7	2
25	о которой мы	2	2
26	между тем как	1	2
27	одно и то	1	2
28	то что мы	1	2
29	не в том	1	2
30	с другой стороны	4	2
31	для того чтобы	7	2
32	то же время	2	2
33	в одно целое	1	2
34	во всем этом	1	2
35	не может быть	3	2
36	с самого начала	1	2
37	в то же	2	2
38	и то же	1	2
39	но на деле	1	2
40	таким образом в	3	2
41	и проч но	1	2
42	только тогда когда	1	2
43	потому что как	1	1
44	от того же	1	1
45	бы не в	1	1
46	в себе никаких	1	1
47	указание на то	1	1
48	и для самого	1	1
49	состоит в том	1	1
50	дело в том	1	1
51	и той же	1	1
52	но так как	2	1
53	это было бы	1	1
54	двух или нескольких	2	1
55	том что он	2	1
56	том что оно	1	1
57	а потому что	1	1
58	что и для	1	1
59	что же касается	2	1
60	же касается до	2	1
61	друг от друга	6	1
62	только в том	1	1
63	не отличается от	1	1
64	большего или меньшего	2	1
65	том случае если	4	1
66	бы в состоянии	1	1
67	друг на друга	1	1
68	при этом что	2	1
69	бы то ни	2	1
70	из того что	1	1
71	при этом не	1	1
72	на каждом шагу	1	1
73	и не может	1	1
74	их отношение к	1	1
75	то найдем что	1	1
76	с этой точки	1	1
77	вместе с тем	2	1
78	в том случае	4	1
79	но с другой	1	1
80	зависит не от	1	1
81	что во всех	1	1
82	как и в	2	1
83	каждый из этих	2	1
84	и при отсутствии	1	1
85	тогда как при	1	1
86	то ни было	2	1
87	в жизни народов	1	1
88	мы не знаем	1	1
89	этом случае мы	1	1
90	с одной и	1	1
91	есть одно из	1	1
92	и в нашем	1	1
93	по сравнению с	5	1
94	между тем в	1	1
95	во всех этих	2	1
96	это не так	1	1
97	во всех отношениях	1	1
98	все же не	3	1
99	в связи с	3	1
100	столь же мало	1	1
101	не совсем в	1	1
102	друг к другу	2	1
103	что касается до	6	1
104	о которых мы	3	1
105	или лучше сказать	1	1
106	что они не	1	1
107	том виде в	1	1
108	а в том	1	1
109	что и сам	1	1
110	в этом случае	4	1
111	о том что	4	1
112	ничего общего с	2	1
113	то есть в	1	1
114	что у него	1	1
115	мысль о том	1	1
116	к тем же	1	1
117	в том виде	2	1
118	не менее в	1	1
119	но все же	2	1
120	мы знаем что	7	1
121	до тех пор	1	1
122	были бы в	1	1
123	которые могут быть	1	1
124	бы при этом	1	1
125	одной и той	1	1
126	в его сознании	1	1
127	во-первых потому что	1	1
128	в первое время	1	1
129	мы видели что	1	1
130	не во всех	1	1
131	потому что для	1	1
