N	2gram	Tiupa_Hudo_1	Hudozhes
1	том что	8	16
2	и в	19	14
3	так и	11	13
4	не только	16	12
5	при этом	13	12
6	о том	2	12
7	в том	18	12
8	а не	9	12
9	в себе	9	11
10	в этом	11	11
11	прежде всего	4	11
12	в рассказе	3	11
13	анекдота и	1	11
14	в своей	5	10
15	для него	4	10
16	то же	10	9
17	как и	2	9
18	что он	3	9
19	в качестве	24	9
20	у него	1	9
21	с собачкой	1	8
22	по отношению	9	8
23	в этой	2	8
24	как в	2	8
25	то что	4	8
26	же время	5	8
27	в его	9	8
28	между тем	4	8
29	отношению к	9	8
30	в то	6	8
31	еще не	3	7
32	тогда как	13	7
33	это не	2	7
34	своего рода	5	7
35	не в	7	7
36	казалось бы	1	7
37	личности в	4	7
38	к тому	4	7
39	быть может	1	7
40	уже не	4	7
41	не случайно	3	7
42	именно в	2	7
43	не может	7	7
44	как бы	9	7
45	а в	12	7
46	как правило	2	6
47	художественного мышления	1	6
48	было бы	1	6
49	читателя в	3	6
50	никогда не	2	6
51	жизни в	2	6
52	что в	6	6
53	с его	6	5
54	человеческих отношений	2	5
55	перед нами	1	5
56	но в	7	5
57	об этом	2	5
58	ни в	5	5
59	точки зрения	10	5
60	не менее	3	5
61	и его	12	5
62	потому что	3	5
63	только в	5	5
64	может быть	14	5
65	но и	10	5
66	в частности	13	5
67	к жизни	2	5
68	в аспекте	2	5
69	в этих	3	5
70	героя и	5	5
71	одновременно и	1	5
72	жизни и	1	5
73	художественного целого	3	4
74	к другому	1	4
75	он уже	1	4
76	и о	3	4
77	столь же	1	4
78	а только	4	4
79	в центре	1	4
80	в своем	2	4
81	и к	3	4
82	в действительности	1	4
83	дамы с	1	4
84	то в	2	4
85	в самом	5	4
86	всего лишь	4	4
87	на то	1	4
88	что она	2	4
89	он не	4	4
90	и читателя	1	4
91	картины мира	3	4
92	тем не	3	4
93	тому что	2	4
94	с ним	2	4
95	человеческого я	3	4
96	в русской	3	4
97	по своей	7	4
98	связи с	1	4
99	как будто	1	4
100	и это	2	4
101	в анекдоте	1	4
102	картина мира	5	4
103	можно сказать	5	4
104	того что	4	4
105	один из	2	4
106	уединенного сознания	1	4
107	себя в	7	4
108	из них	1	4
109	в конце	1	4
110	как раз	3	4
111	не было	1	4
112	человеческой жизни	2	4
113	бытия и	1	4
114	и от	1	4
115	по преимуществу	2	3
116	с точки	3	3
117	едва ли	1	3
118	говорить о	3	3
119	в мире	21	3
120	и на	2	3
121	как субъекта	1	3
122	в ее	5	3
123	отнюдь не	2	3
124	идет о	1	3
125	человеческого бытия	2	3
126	как к	2	3
127	художественной реальности	4	3
128	но он	3	3
129	в нем	5	3
130	в творческом	1	3
131	и по	2	3
132	на этом	1	3
133	лишь в	4	3
134	его в	2	3
135	даже в	3	3
136	в своих	1	3
137	несет в	2	3
138	в ходе	5	3
139	все эти	2	3
140	из нас	1	3
141	та или	1	3
142	или иная	1	3
143	в тексте	9	3
144	тем что	1	3
145	своего я	1	3
146	для себя	2	3
147	как мы	1	3
148	того чтобы	2	3
