N	2gram	Tiupa_Lite_3	Vvedenie
1	и т	1	42
2	и в	16	32
3	в том	12	31
4	в этом	14	30
5	том что	8	26
6	может быть	12	26
7	не только	14	22
8	для того	2	21
9	того чтобы	2	20
10	то что	12	16
11	потому что	3	15
12	так как	1	15
13	не может	8	14
14	в самом	3	13
15	в нем	2	13
16	о том	6	13
17	со стороны	7	13
18	в их	1	12
19	в общем	1	12
20	представляет собой	2	12
21	в его	6	12
22	того что	9	12
23	только в	7	12
24	и не	22	12
25	как на	3	12
26	как мы	2	11
27	в ее	5	11
28	в данном	4	11
29	что такое	1	11
30	языка и	1	10
31	что в	2	10
32	то же	9	9
33	в истории	1	9
34	и как	3	9
35	но в	3	9
36	по себе	2	9
37	между тем	3	9
38	в той	1	9
39	это не	5	8
40	не в	10	8
41	тем не	1	8
42	не менее	2	8
43	с другой	6	8
44	именно в	5	8
45	самом деле	3	7
46	вопрос о	2	7
47	но не	4	7
48	все же	2	7
49	было бы	2	7
50	точки зрения	7	7
51	уже и	1	7
52	прежде всего	3	7
53	о котором	1	7
54	как он	1	6
55	том чтобы	2	6
56	его в	2	6
57	с тем	1	6
58	как и	5	6
59	вовсе не	1	6
60	в то	9	6
61	в качестве	5	6
62	же время	7	6
63	тем что	2	6
64	о природе	2	6
65	один из	2	6
66	и его	6	6
67	и даже	2	6
68	но и	14	6
69	а именно	5	6
70	все это	1	6
71	хотя бы	1	6
72	одним из	4	5
73	в целом	5	5
74	иное как	1	5
75	и тем	3	5
76	данном случае	4	5
77	в них	1	5
78	сказать что	1	5
79	быть в	1	5
80	как например	2	5
81	так что	1	5
82	уже в	1	5
83	не есть	1	5
84	т п	1	5
85	что не	2	5
86	на этот	1	5
87	а не	12	5
88	как бы	8	5
89	в г	3	5
90	другой стороны	2	5
91	есть и	1	5
92	вместе с	5	5
93	и то	1	4
94	как это	3	4
95	в первом	2	4
96	той же	3	4
97	смотреть на	1	4
98	что иное	1	4
99	по отношению	4	4
100	не просто	1	4
101	независимо от	1	4
102	уже не	3	4
103	так или	2	4
104	в себе	6	4
105	в своей	7	4
106	в котором	1	4
107	как о	2	4
108	не имеет	1	4
109	нельзя не	1	4
110	в тексте	4	4
111	в каждом	1	4
112	шла речь	1	4
113	здесь нет	1	4
114	на вопрос	1	4
115	и т.д	1	4
116	времени и	1	4
117	внимание на	2	4
118	еще не	6	4
119	что он	5	4
120	и ее	2	4
121	с одной	4	4
122	речь в	1	4
123	одно из	4	4
124	как раз	2	4
125	этом отношении	5	4
126	одной стороны	4	4
127	или иначе	2	4
128	по мере	1	4
129	еще и	2	4
130	о чем	3	4
131	с этой	2	4
132	и для	4	4
133	об искусстве	4	4
134	особого рода	5	4
135	а в	5	4
136	не что	1	4
137	отношению к	4	4
138	и есть	1	3
139	так чтобы	2	3
140	говорить о	1	3
141	не вполне	2	3
142	то это	2	3
143	в виду	1	3
144	и на	2	3
145	он сам	1	3
146	ответа на	1	3
147	в чем	1	3
148	своего рода	10	3
149	сама по	1	3
150	в центре	1	3
151	стороны и	2	3
152	однако не	3	3
153	хотя и	4	3
154	и к	3	3
155	за собой	1	3
156	бы и	3	3
157	в этой	8	3
158	при этом	15	3
159	если бы	2	3
160	не как	2	3
161	вообще не	1	3
162	на нее	1	3
163	в работе	2	3
164	на этой	1	3
165	второй половины	1	3
166	с прошлым	1	3
167	и уже	1	3
168	чем в	1	3
169	нисколько не	1	3
170	со всей	2	3
171	в этих	1	3
172	от себя	2	3
173	и вот	2	3
174	однако в	4	3
175	тогда когда	1	3
176	текста и	2	3
177	связи с	2	3
178	как будто	4	3
179	в области	3	3
180	в ней	1	3
181	на том	1	3
182	во второй	2	3
183	можно сказать	2	3
184	а также	4	3
185	времени в	1	3
186	в конечном	1	3
187	к нему	1	3
188	одной из	1	3
189	может оказаться	1	3
190	в начале	4	3
191	и других	1	3
192	из них	4	3
193	в одном	4	3
194	в конце	2	3
195	что и	2	3
196	отношение к	2	3
197	он мог	1	3
198	в текстах	1	3
199	до конца	4	3
200	только по	1	3
201	из наиболее	1	3
202	так же	2	3
203	такого рода	10	3
204	материал для	1	3
205	действительность в	1	3
206	в своем	1	3
207	но с	2	3
208	к тому	6	3
209	культуры в	1	3
210	к этому	2	3
211	в частности	11	3
212	искусство и	1	2
213	и до	1	2
214	из его	1	2
215	он выражается	1	2
216	мы уже	1	2
217	есть не	1	2
218	жизни как	2	2
219	и со	1	2
220	того же	2	2
221	в каждой	2	2
222	время в	2	2
223	в создании	1	2
224	своего материала	1	2
225	тогда как	17	2
226	себе и	1	2
227	в этот	1	2
228	большей части	2	2
229	ни одна	1	2
230	что к	1	2
231	заявляет что	1	2
232	о которой	2	2
233	в принципе	2	2
234	не к	1	2
235	в силу	1	2
236	подобно тому	2	2
237	не бывает	1	2
238	и наоборот	2	2
239	такого же	1	2
240	в другом	6	2
241	и с	2	2
242	традиции и	1	2
243	входит в	4	2
244	на протяжении	1	2
245	в соответствии	3	2
246	действительности в	2	2
247	который по	1	2
248	но уже	3	2
249	о которых	1	2
250	соответствии с	5	2
251	этого не	1	2
252	несмотря на	2	2
253	ни с	2	2
254	должно быть	4	2
255	она была	1	2
256	и тогда	2	2
257	момента в	1	2
258	из того	2	2
259	и при	2	2
260	с точки	3	2
261	состоит в	6	2
262	не столько	1	2
263	как совокупность	1	2
264	мысли и	1	2
265	тому что	1	2
266	в отношении	1	2
267	стороны своего	1	2
268	никогда не	4	2
269	у нас	2	2
270	именно оно	1	2
271	деятельности и	1	2
272	когда мы	1	2
273	есть только	1	2
274	как только	1	2
275	той или	2	2
276	то она	2	2
277	говоря уже	4	2
278	значение в	1	2
279	и сам	2	2
280	из двух	1	2
281	так и	9	2
282	не с	2	2
283	для этого	1	2
284	же самое	2	2
285	познания и	1	2
286	искусства и	3	2
287	другом месте	1	2
288	второй половине	1	2
289	в значительной	1	2
290	во всех	2	2
291	возникает и	1	2
292	и требует	1	2
293	однако с	1	2
294	во втором	2	2
295	нуждается в	1	2
296	все время	3	2
297	этой почве	1	2
298	народов и	1	2
299	если это	2	2
300	которой в	1	2
301	здесь не	2	2
302	себя со	1	2
303	именно на	1	2
304	только на	1	2
305	чтобы он	2	2
306	или иной	2	2
307	по его	1	2
308	в ряде	1	2
309	не говоря	4	2
310	те кто	3	2
311	не было	1	2
312	что несмотря	1	2
313	было сказано	1	2
314	а так	2	2
315	в связи	1	2
316	все более	2	2
317	внимания к	1	2
318	путь от	1	2
319	с этим	1	2
320	целом ряде	1	2
321	тому как	3	2
322	человеческой культуры	1	2
323	по существу	4	2
324	еще раз	2	2
325	но это	1	2
326	это уже	1	2
327	и сама	1	2
328	у них	1	2
329	бы в	1	2
330	ни к	3	2
331	будто бы	1	2
332	с ней	2	2
333	он и	2	2
334	жизни и	3	2
335	я и	10	1
336	переживается не	1	1
337	обращена к	1	1
338	например в	3	1
339	неизбежно ведет	2	1
340	на самом	1	1
341	в стороне	1	1
342	это и	1	1
343	и общественного	1	1
344	установка на	2	1
345	что эти	1	1
346	отношения к	3	1
347	согласно которой	1	1
348	и за	1	1
349	то для	1	1
350	бы уже	1	1
351	каким был	1	1
352	ней есть	1	1
353	на позиции	1	1
354	определенное время	1	1
355	и новые	1	1
356	и совсем	1	1
357	приводят к	1	1
358	исследования в	1	1
359	работе над	1	1
360	в xix	1	1
361	разумеется не	3	1
362	он был	1	1
363	более того	3	1
364	самих себя	1	1
365	в сторону	3	1
366	в противовес	7	1
367	искусство в	2	1
368	очевидно что	1	1
369	а и	2	1
370	как в	5	1
371	этого типа	1	1
372	отличие от	5	1
373	нет и	1	1
374	произведение в	1	1
375	что они	1	1
376	и эстетического	1	1
377	и я	1	1
378	этой системе	1	1
379	общего с	1	1
380	уже о	3	1
381	разного рода	1	1
382	склонность к	1	1
383	что по	1	1
384	с двумя	1	1
385	это тоже	1	1
386	для которой	1	1
387	более или	1	1
388	и принципиально	1	1
389	говорится в	1	1
390	и полностью	1	1
391	или иную	1	1
392	то в	3	1
393	для которого	3	1
394	духа в	1	1
395	из самых	1	1
396	еще на	2	1
397	он в	2	1
398	у каждого	1	1
399	раз в	2	1
400	иным путем	1	1
401	тому же	5	1
402	на то	2	1
403	вследствие этого	2	1
404	на его	3	1
405	по словам	1	1
406	больше всего	1	1
407	оно было	1	1
408	в какой-то	1	1
409	соприкасается с	1	1
410	не создание	1	1
411	что никакой	1	1
412	собой не	1	1
413	котором мы	1	1
414	чтобы в	1	1
415	литературные связи	1	1
416	объект и	2	1
417	то ни	2	1
418	мы его	1	1
419	этом втором	1	1
420	а затем	3	1
421	в определенном	1	1
422	им как	1	1
423	с позиций	1	1
424	историю литературы	1	1
425	в глубине	2	1
426	лишь в	5	1
427	которого не	1	1
428	но совершенно	1	1
429	искусства в	1	1
430	что неизбежно	1	1
431	лишь на	2	1
432	творческой волей	1	1
433	в итоге	1	1
434	что непосредственно	1	1
435	поэтика и	1	1
436	она и	2	1
437	пути как	2	1
438	в слове	3	1
439	не всегда	2	1
440	говорится о	1	1
441	ряде других	1	1
442	автора и	2	1
443	и того	1	1
444	истории русской	1	1
445	только тем	1	1
446	или менее	1	1
447	одно дело	2	1
448	во время	1	1
449	в ходе	1	1
450	что такая	1	1
451	взгляд на	3	1
452	как когда-то	1	1
453	к предмету	2	1
454	в отличие	5	1
455	и другого	2	1
456	широком и	1	1
