N	3gram	Bakhtin_sl_2	Myslijsy
1	в том что	4	16
2	по отношению к	4	5
3	а в том	1	5
4	то же время	4	5
5	в то же	4	5
6	с другой стороны	1	4
7	но и в	1	4
8	по себе а	1	4
9	не только в	2	4
10	то есть не	1	4
11	далеко не все	1	3
12	более или менее	2	3
13	до сих пор	2	3
14	что он не	1	3
15	может быть только	1	3
16	с одной стороны	5	3
17	в свою очередь	2	3
18	и т д	2	3
19	тем не менее	1	3
20	для того чтобы	2	3
21	не может быть	15	3
22	то есть к	1	3
23	и может быть	1	2
24	том что он	1	2
25	том что оно	1	2
26	в этом отношении	3	2
27	в собственном смысле	3	2
28	и т п	33	2
29	мы не знаем	1	2
30	не могут быть	2	2
31	именно в том	1	2
32	мы не можем	1	2
33	так и в	3	2
34	как и в	1	2
35	не только не	1	2
36	и внутреннюю форму	1	2
37	как мы ее	1	2
38	сама по себе	3	2
39	том что она	1	1
40	точки зрения и	1	1
41	и в поэзии	1	1
42	одной стороны и	3	1
43	могли бы быть	1	1
44	в чем не	2	1
45	сливается с нею	1	1
46	в чем же	1	1
47	в одном слове	1	1
48	а не в	1	1
49	мы уже сказали	1	1
50	же время и	1	1
51	и там где	3	1
52	и как он	1	1
53	сами по себе	1	1
54	то есть вне	1	1
55	лишь тогда когда	2	1
56	нельзя себе представить	1	1
57	но все это	1	1
58	каждом шагу в	1	1
59	вместе с ним	1	1
60	на каждом шагу	2	1
61	рано или поздно	1	1
62	более глубокое и	1	1
63	со всех сторон	1	1
64	сливается с ними	1	1
65	т п язык	1	1
66	о слове как	1	1
67	но и со	1	1
68	по себе еще	1	1
69	для него самого	1	1
70	в себе все	1	1
71	и язык не	1	1
72	здесь не только	1	1
73	в нем его	1	1
74	таким образом в	1	1
75	вовсе не в	1	1
76	он как мы	1	1
77	это и не	1	1
78	о том что	1	1
79	тем и другим	1	1
80	прежде всего он	1	1
81	в нем процесс	1	1
82	на то что	1	1
83	может и не	1	1
84	как мы уже	2	1
85	один из многих	1	1
86	для нас в	1	1
87	заключается именно в	1	1
88	это то есть	1	1
89	все то что	1	1
90	уже не в	1	1
91	как мы видели	1	1
