N	2gram	Bakhtin_Fr_5	RusskieA
1	и в	45	36
2	не только	14	22
3	том что	7	19
4	что в	12	19
5	в том	10	17
6	но и	10	16
7	так как	6	15
8	во время	12	14
9	и другие	3	13
10	в этом	14	12
11	в других	1	11
12	и на	5	10
13	в этот	2	10
14	это не	3	10
15	как и	10	10
16	как мы	8	10
17	вместе с	3	10
18	потому что	7	10
19	этот день	1	10
20	об этом	4	9
21	а в	4	9
22	и по	1	8
23	с тем	2	8
24	у нас	1	8
25	о том	4	8
26	один из	2	8
27	из них	1	8
28	может быть	2	8
29	как это	4	8
30	что они	1	7
31	так и	6	7
32	между тем	2	7
33	что и	7	7
34	полагает что	1	6
35	мы не	4	6
36	в виде	1	6
37	так например	2	6
38	таким образом	8	6
39	при этом	2	6
40	видно что	1	6
41	в день	1	6
42	не имеет	3	6
43	с этого	1	6
44	в них	6	6
45	и не	15	6
46	все это	7	6
47	то что	2	6
48	как в	3	5
49	все же	2	5
50	в которых	3	5
51	того как	1	5
52	как будто	1	5
53	некоторые другие	1	5
54	с ними	1	5
55	и у	5	5
56	одно из	2	5
57	в течение	3	5
58	как бы	12	5
59	г в	1	4
60	не совсем	1	4
61	еще не	1	4
62	во всех	13	4
63	в эти	2	4
64	на стол	1	4
65	что по	1	4
66	по улицам	1	4
67	их на	1	4
68	в г	2	4
69	из этих	3	4
70	в их	4	4
71	что этот	1	4
72	тому что	1	4
73	вплоть до	2	4
74	эти дни	2	4
75	а иногда	1	4
76	одна из	1	4
77	связи с	6	4
78	что на	3	4
79	к тому	2	4
80	так в	2	4
81	еще в	2	4
82	и что	2	4
83	сообщает что	1	4
84	и их	5	4
85	тем что	1	4
86	и др	8	4
87	того что	3	4
88	по существу	3	4
89	но это	5	4
90	в связи	5	4
91	петра i	1	4
92	не может	5	4
93	только в	4	4
94	к этому	2	4
95	то на	1	3
96	этот вечер	1	3
97	своего рода	4	3
98	если в	2	3
99	в своем	11	3
100	не можем	1	3
101	что это	2	3
102	связанные с	3	3
103	на этом	5	3
104	то же	11	3
105	но все	1	3
106	чаще всего	1	3
107	для них	2	3
108	далеко не	1	3
109	несмотря на	2	3
110	священной истории	2	3
111	точки зрения	4	3
112	с точки	2	3
113	тем не	1	3
114	но они	3	3
115	их в	1	3
116	не менее	3	3
117	ничего не	4	3
118	приводит к	1	3
119	к жизни	1	3
120	начиная с	2	3
121	то есть	25	3
122	или на	1	3
123	а также	4	3
124	от них	1	3
125	связаны с	4	3
126	в середине	1	3
127	всякого рода	2	3
128	по этому	1	3
129	этого праздника	5	3
130	в качестве	2	3
131	в одном	3	3
132	к ним	1	3
133	много и	1	3
134	в области	1	3
135	и из	1	3
136	на этот	3	3
137	о чем	3	3
138	так называемой	1	3
139	в честь	1	3
140	так же	8	3
141	в это	1	3
142	этого слова	1	3
143	и некоторые	1	3
144	не будем	2	3
145	на других	1	3
146	в целях	1	3
