N	2gram	Voloshinov_2	Myslijsy
1	потому что	1	46
2	то есть	2	34
3	в том	7	32
4	в слове	4	32
5	и в	19	30
6	может быть	28	28
7	то же	16	23
8	только в	8	21
9	не только	13	21
10	но и	10	19
11	того что	4	18
12	то что	4	18
13	том что	10	18
14	что в	2	17
15	не есть	3	17
16	в себе	4	16
17	по себе	3	16
18	и проч	1	16
19	и не	19	15
20	не в	10	15
21	а не	9	15
22	таким образом	14	14
23	что и	3	13
24	так как	3	13
25	а в	3	12
26	вместе с	2	12
27	если бы	11	12
28	этого слова	5	11
29	так и	10	11
30	что оно	3	11
31	как и	9	10
32	в то	8	10
33	как в	1	10
34	в этом	15	10
35	в душе	4	10
36	и что	1	10
37	только тогда	1	9
38	в нем	11	9
39	мы не	2	9
40	для него	9	9
41	из этих	1	9
42	тогда когда	1	9
43	между тем	6	9
44	было бы	4	9
45	только что	3	8
46	что не	2	8
47	от того	1	8
48	в самом	6	8
49	в ней	3	8
50	и то	3	8
51	вовсе не	11	7
52	с тем	1	7
53	но не	2	7
54	смысле этого	4	7
55	что слово	1	7
56	к тому	6	7
57	так что	1	7
58	как мы	15	7
59	тем что	2	7
60	в языке	7	7
61	слова в	8	7
62	с одной	3	7
63	с другой	3	7
64	не может	18	6
65	но оно	1	6
66	с ним	1	6
67	например в	1	6
68	не имеет	3	6
69	душевной жизни	1	6
70	имеет значение	1	6
71	уже не	1	6
72	то это	1	6
73	с этим	3	6
74	что он	4	6
75	из них	1	6
76	но это	1	6
77	еще не	3	5
78	одно и	3	5
79	же время	8	5
80	слове и	3	5
81	как на	2	5
82	отношению к	8	5
83	крайней мере	2	5
84	не менее	1	5
85	в каком	3	5
86	только по	1	5
87	независимо от	2	5
88	слово не	1	5
89	одно из	1	5
90	в действительности	1	5
91	по отношению	8	5
92	слова и	6	5
93	есть только	1	5
94	человека и	1	5
95	с другими	3	5
96	слово как	2	5
97	уже в	2	5
98	сказать что	4	5
99	должно быть	3	5
100	в них	1	5
101	сам по	1	5
102	и тем	4	5
103	по крайней	2	5
104	не могут	1	5
105	языка в	3	5
106	сравнительно с	2	5
107	не следует	2	5
108	если б	3	5
109	и как	6	5
110	мысль о	1	5
111	к одному	1	5
112	в своем	2	5
113	и его	16	4
114	по мере	4	4
115	не к	3	4
116	это слово	1	4
117	не было	3	4
118	что это	2	4
119	бы не	2	4
120	в смысле	6	4
121	если не	1	4
122	оно не	1	4
123	или же	2	4
124	для человека	1	4
125	тем же	4	4
126	для понимания	3	4
127	мы видели	4	4
128	в его	5	4
129	себе а	1	4
130	относится к	3	4
131	мы должны	1	4
132	и от	3	4
133	не все	1	4
134	для того	6	4
135	и потому	2	4
136	перестает быть	1	4
137	по поводу	1	4
138	другой стороны	1	4
139	себе не	1	4
140	в котором	3	4
141	об отношении	1	4
142	что именно	1	4
143	себя и	1	4
144	он не	3	4
145	далеко не	2	4
146	все это	1	4
147	и между	1	4
148	тем более	5	4
149	столь же	3	4
150	и это	3	4
151	слово в	3	4
152	со словом	1	4
153	что все	1	3
154	в которой	1	3
155	как слово	5	3
156	не знает	2	3
157	связь с	4	3
158	говорить о	1	3
159	можно сказать	1	3
160	место в	2	3
161	или в	2	3
162	так же	5	3
163	не будет	3	3
164	для себя	4	3
165	одно только	2	3
166	и следовательно	6	3
167	искусства и	1	3
168	и все	6	3
169	есть в	1	3
170	к нему	5	3
171	сих пор	3	3
172	здесь как	2	3
173	и вообще	1	3
174	при этом	9	3
175	там где	2	3
176	дает нам	1	3
177	слова для	3	3
178	до сих	3	3
179	того чтобы	6	3
180	а только	1	3
181	слово и	3	3
182	его в	7	3
183	ответ на	2	3
184	существует для	2	3
185	этого не	1	3
186	время в	1	3
187	в начале	2	3
188	в таком	7	3
189	только на	4	3
