N	2gram	Propp_Russ_2	VLabPisa
1	таким образом	6	27
2	в этом	11	26
3	и в	29	25
4	и т	5	24
5	не только	10	22
6	может быть	13	21
7	и не	1	19
8	не может	5	17
9	т е	24	17
10	т д	5	15
11	в его	1	15
12	этом отношении	1	13
13	в том	22	13
14	прежде всего	2	13
15	как это	4	12
16	все это	10	12
17	с другой	2	11
18	из них	4	11
19	в качестве	3	10
20	о том	9	10
21	то же	4	9
22	что в	22	9
23	об этом	2	9
24	по этому	2	9
25	для него	1	9
26	но и	8	9
27	и др	1	9
28	к этому	5	9
29	в своем	1	8
30	все эти	3	8
31	не следует	1	8
32	на основании	1	8
33	другой стороны	1	8
34	могут быть	2	8
35	говорит и	1	8
36	в году	3	7
37	во всех	3	7
38	он пишет	1	7
39	из этих	2	7
40	было бы	3	7
41	как и	11	7
42	том что	22	7
43	этому поводу	2	7
44	говорит о	2	7
45	не было	2	7
46	а не	4	7
47	вместе с	6	7
48	же в	6	7
49	это и	2	6
50	более или	1	6
51	в нем	1	6
52	главным образом	3	6
53	это не	5	6
54	или менее	1	6
55	их в	4	6
56	том же	4	6
57	и его	1	6
58	в то	2	6
59	так и	1	6
60	между тем	3	6
61	в основном	1	6
62	то что	5	6
63	одним из	2	5
64	и есть	1	5
65	в их	2	5
66	очевидно что	2	5
67	все же	2	5
68	в пределах	1	5
69	и при	2	5
70	не в	4	5
71	связи с	2	5
72	на основе	1	5
73	приводит к	1	5
74	он же	1	5
75	один из	2	5
76	как бы	18	5
77	не является	1	5
78	сказать что	1	5
79	только в	1	5
80	в этой	3	4
81	перед нами	1	4
82	когда он	1	4
83	в самом	1	4
84	в статье	1	4
85	же говорит	1	4
86	что все	1	4
87	в них	4	4
88	одна из	11	4
89	никогда не	2	4
90	для его	1	4
91	гоголь в	1	4
92	должен быть	2	4
93	в ее	3	4
94	это только	1	4
95	можно сказать	1	4
96	показывают что	1	4
97	с ними	1	4
98	что он	1	4
99	в одном	1	4
100	как раз	1	4
101	в своей	2	4
102	например в	1	3
103	человека и	1	3
104	в котором	3	3
105	в которых	4	3
106	видели что	4	3
107	явлений и	1	3
108	нет и	1	3
109	что они	1	3
110	с этим	2	3
111	и как	2	3
112	следующим образом	5	3
113	что без	1	3
114	всех этих	1	3
115	и по	3	3
116	его в	8	3
117	далеко не	4	3
118	с тем	6	3
119	мы видели	7	3
120	во время	12	3
121	и ее	2	3
122	как о	1	3
123	шел в	1	3
124	в другую	1	3
125	сводится к	1	3
126	у нас	4	3
127	она не	3	3
128	том как	1	3
129	образом в	2	3
130	в виду	2	3
