N	3gram	Potebnia_M_2	Komedia
1	в том что	7	9
2	и т п	3	5
3	в то время	4	5
4	с другой стороны	2	5
5	том что он	1	4
6	то время как	3	4
7	в одном из	1	4
8	то же время	2	4
9	в то же	2	4
10	и т д	3	4
11	после того как	2	3
12	с одной стороны	3	3
13	о том что	1	3
14	не в состоянии	4	2
15	при этом что	1	2
16	до сих пор	4	2
17	как и в	1	2
18	то ни было	1	2
19	бы то ни	1	2
20	во всяком случае	7	2
21	у нас в	1	2
22	на то что	3	2
23	таким образом в	2	2
24	а в птицах	1	1
25	того что нет	1	1
26	что же касается	1	1
27	состоит в том	1	1
28	более или менее	8	1
29	большей или меньшей	1	1
30	подобно тому как	4	1
31	и все остальные	2	1
32	а между тем	4	1
33	с этой точки	1	1
34	вместе с тем	1	1
35	сам по себе	4	1
36	и в разговоре	1	1
37	состоит не в	2	1
38	со всех сторон	1	1
39	на мой взгляд	1	1
40	в применении к	1	1
41	было сказано только	1	1
42	смысле этого слова	3	1
43	в отличие от	1	1
44	во всех отношениях	1	1
45	в одном случае	1	1
46	из них не	1	1
47	о которых мы	1	1
48	что и сам	1	1
49	потому что и	1	1
50	и независимо от	1	1
51	что у него	1	1
52	с самого начала	2	1
53	может и не	1	1
54	друг от друга	1	1
55	которые могут быть	1	1
56	в большинстве случаев	1	1
57	то время когда	1	1
58	не только их	1	1
59	тем не менее	5	1
60	сплошь да рядом	1	1
61	для того чтобы	2	1
62	и тот же	1	1
