N	2gram	Losev_Prob_1	SlovoVZh
1	не может	8	16
2	может быть	14	14
3	точки зрения	3	14
4	как бы	14	13
5	и его	3	13
6	таким образом	6	12
7	и в	32	12
8	и не	31	10
9	если бы	4	9
10	так как	11	9
11	прежде всего	10	8
12	художественного произведения	1	7
13	сказать что	13	7
14	для нас	5	7
15	в том	9	6
16	только в	7	6
17	при этом	6	6
18	в нем	13	6
19	слова и	1	6
20	все время	2	6
21	в процессе	1	6
22	должна быть	1	5
23	то же	10	5
24	в виду	6	5
25	можно сказать	5	5
26	мы ни	1	5
27	отнюдь не	10	5
28	как в	4	5
29	но в	14	5
30	в жизни	3	5
31	а не	15	5
32	как и	3	5
33	что мы	13	5
34	и следовательно	3	5
35	том что	12	5
36	никогда не	7	5
37	хотя бы	3	5
38	то что	42	5
39	на самом	6	4
40	литературы и	4	4
41	к нему	3	4
42	за пределы	6	4
43	в литературе	4	4
44	в этом	19	4
45	все же	1	4
46	в самом	6	4
47	уже не	3	4
48	не только	17	4
49	ни было	1	4
50	от того	1	4
51	так и	12	4
52	с другой	3	4
53	что не	3	4
54	не в	4	4
55	его в	6	4
56	дело в	3	4
57	и является	7	4
58	и к	1	4
59	жизни и	1	4
60	и на	8	4
61	художественном произведении	1	3
62	здесь не	7	3
63	самом деле	6	3
64	в котором	5	3
65	в пределах	1	3
66	ясно что	3	3
67	еще не	9	3
68	мы не	2	3
69	и вообще	4	3
70	о том	11	3
71	бы то	1	3
72	но и	9	3
73	между тем	2	3
74	того что	7	3
75	в художественном	1	3
76	быть и	3	3
77	и ее	8	3
78	все эти	8	3
79	только на	4	3
80	конечно не	1	3
81	в себе	15	3
82	да и	3	3
83	для него	2	3
84	он должен	2	3
85	не к	1	3
86	то ни	1	3
87	и с	2	3
88	до сих	3	3
89	ни в	7	3
90	в некоторых	1	3
91	и пр	4	3
92	в них	7	3
93	и уже	3	3
94	в своей	8	3
95	так же	9	3
96	в такой	1	3
97	тем не	18	3
98	не должна	1	3
99	по себе	15	3
100	художественное произведение	1	3
101	сих пор	3	3
102	не менее	19	3
103	все это	7	3
104	но для	3	3
105	и для	4	3
106	бы мы	3	3
107	сколько бы	2	3
108	ее и	1	3
109	с ним	3	3
110	или не	3	3
111	в каком	3	3
112	и то	6	2
113	нечто само	1	2
114	как это	6	2
115	контекста в	1	2
116	и самое	1	2
117	едва ли	2	2
118	вещи и	12	2
119	мы имеем	2	2
120	не сможем	2	2
121	мы в	3	2
122	нас и	1	2
123	и здесь	6	2
124	всех актов	2	2
125	искусства и	3	2
126	и та	1	2
127	настоящее время	3	2
128	с его	2	2
129	и что	9	2
130	в чем	3	2
131	но конечно	1	2
132	данном случае	8	2
133	в данном	9	2
134	которые мы	1	2
135	в его	6	2
136	относится к	1	2
137	нашего сознания	1	2
138	поскольку они	1	2
139	в своем	5	2
140	кроме того	2	2
141	его к	1	2
142	и потому	2	2
143	и так	2	2
144	несколько подробнее	1	2
145	сливается с	1	2
146	в самое	1	2
147	в настоящее	3	2
148	эти моменты	1	2
149	бы не	1	2
150	выражение в	1	2
151	уже в	3	2
152	тому же	1	2
153	и те	1	2
154	в душе	1	2
155	он не	3	2
156	не так	1	2
157	эта последняя	1	2
158	или события	3	2
159	мы можем	4	2
160	но что	2	2
161	из него	1	2
162	одно и	1	2
163	но все	3	2
164	конечно в	2	2
165	на примере	1	2
166	с другими	2	2
167	это не	6	2
168	может стать	1	2
169	мы никогда	3	2
170	до известной	1	2
171	как же	3	2
172	оно не	3	2
173	делает его	2	2
174	можем сказать	1	2
175	другой стороны	3	2
176	его как	2	2
177	была бы	1	2
178	и слово	1	2
179	смысл и	3	2
180	имеет место	1	2
181	в момент	1	2
182	нет ничего	10	2
183	ни на	4	2
184	вместе с	2	2
185	в отношении	3	2
186	к его	2	2
187	но не	9	2
188	общего с	8	2
189	место в	1	2
190	находит в	1	2
191	вместе со	1	2
192	с этой	1	2
193	она не	2	2
194	на один	2	2
195	с точки	3	2
196	является для	1	2
197	в условиях	1	2
198	в основном	1	2
199	тогда когда	1	2
200	в то	6	2
201	и притом	4	2
202	известной степени	2	2
203	ничего не	10	2
204	но отнюдь	3	2
205	этих двух	1	2
206	и все	7	2
207	но зато	1	2
208	все они	1	2
209	в этих	3	2
210	есть уже	1	2
211	но это	8	2
212	бы оно	3	2
213	от всех	2	2
214	могут быть	2	2
215	и вполне	3	2
216	же самое	9	2
217	что в	12	2
218	как на	1	2
219	бы даже	1	2
220	не есть	29	2
221	к этому	1	2
222	если же	1	2
223	же нам	1	1
224	а между	1	1
225	и это	9	1
226	ни его	5	1
227	ту же	1	1
228	на нечто	8	1
229	например в	2	1
230	же как	2	1
231	как мы	7	1
232	вещами и	1	1
233	и о	8	1
234	чтобы не	1	1
235	с ее	1	1
236	момент в	2	1
237	чрезвычайно сложным	1	1
238	мы здесь	2	1
239	сам по	7	1
240	нами выше	1	1
241	показать что	1	1
242	свои права	1	1
243	тем же	1	1
244	из трех	1	1
245	определить как	1	1
246	меняет и	1	1
247	с первого	1	1
248	только то	4	1
249	не хочет	3	1
250	то время	1	1
251	по преимуществу	2	1
252	идет речь	1	1
253	моменты его	1	1
254	проникает в	1	1
255	та общность	1	1
256	не имеют	5	1
257	и больше	1	1
258	можно было	3	1
259	мы уже	5	1
260	которая только	1	1
261	усвоить себе	1	1
262	а уж	1	1
263	часто в	1	1
264	это только	2	1
265	явление конечно	1	1
266	и всесторонне	1	1
267	является в	2	1
268	а эта	2	1
269	и всякого	1	1
270	на что	2	1
271	для этого	3	1
272	из одного	1	1
273	на себя	2	1
274	мы ощущаем	1	1
275	анализа если	1	1
276	сводится к	1	1
277	пределах этого	1	1
278	но то	1	1
279	слова из	1	1
280	получить и	1	1
281	европейских языках	1	1
282	с большим	1	1
283	определенным образом	3	1
284	не нужно	3	1
285	не вводя	1	1
286	это направление	1	1
287	основе своей	1	1
288	и который	2	1
289	на их	1	1
290	оно ни	1	1
291	ли кто-нибудь	1	1
292	во всех	7	1
293	и во	3	1
294	то мы	1	1
295	моментов из	1	1
296	не требует	1	1
297	и всего	1	1
298	то в	5	1
299	не нужным	1	1
300	момента и	1	1
301	в общем	1	1
302	является ее	1	1
303	крайней мере	2	1
304	в свои	1	1
305	и можно	1	1
306	что они	3	1
307	именно в	4	1
308	сама по	4	1
309	уже во	1	1
310	нем и	1	1
311	в теории	3	1
312	и уж	2	1
313	или может	2	1
314	в одной	1	1
315	не зная	1	1
316	что здесь	3	1
317	которое было	1	1
318	перед нами	5	1
319	виду и	2	1
320	кто не	1	1
321	нас за	1	1
322	хотя и	6	1
323	определения этого	1	1
324	тот же	1	1
325	себе по	1	1
326	мы увидим	3	1
327	более или	3	1
328	себе не	3	1
329	как нечто	8	1
330	значение этих	1	1
331	именно эта	1	1
332	о самом	1	1
333	чего же	1	1
334	не имеющих	2	1
335	тому как	2	1
336	может дать	1	1
337	нам удалось	1	1
338	и оба	1	1
339	отношения между	1	1
340	отказывается от	1	1
341	что это	3	1
342	большим трудом	1	1
343	литературе и	4	1
344	это же	1	1
345	если мы	11	1
346	те определения	1	1
347	не то	2	1
348	себя в	1	1
349	думать что	1	1
350	еще один	1	1
351	есть в	5	1
352	им в	1	1
353	сводится только	1	1
354	сливаются в	3	1
355	не можем	2	1
356	во многих	2	1
357	и теоретическая	1	1
358	с метафорой	1	1
359	своей изоляции	1	1
360	в виде	15	1
361	что она	5	1
362	не из	1	1
363	при помощи	13	1
364	его и	1	1
365	одно из	2	1
366	и их	1	1
367	всяком случае	3	1
368	ведь это	2	1
369	не как	2	1
370	он пользуется	1	1
371	пор мы	2	1
372	для правильного	1	1
373	вовсе не	35	1
374	ни были	1	1
375	ничего общего	11	1
376	друг друга	1	1
377	что называется	1	1
378	как его	2	1
379	дело и	1	1
380	из нее	1	1
381	она будет	1	1
382	подобно тому	2	1
383	кто же	1	1
384	на этом	1	1
385	природой и	1	1
386	есть выражение	2	1
387	или иных	2	1
388	самом же	1	1
389	впервые как	1	1
390	одной точки	1	1
391	само собой	2	1
392	даже и	8	1
393	том же	1	1
394	бы они	1	1
395	бы это	1	1
396	и только	4	1
397	что все	3	1
398	же деле	1	1
399	они должны	1	1
400	в другом	1	1
401	связанных с	1	1
402	другого и	1	1
403	выходит за	1	1
404	мы это	1	1
405	внутренним моментом	1	1
406	должно быть	2	1
407	входит в	4	1
408	на протяжении	1	1
409	и которые	5	1
410	них в	1	1
411	говорить и	1	1
412	было бы	8	1
413	этом смысле	6	1
414	она стала	1	1
415	имеет и	1	1
416	и тем	13	1
417	отражение в	1	1
418	или о	1	1
419	кажется что	1	1
420	но есть	2	1
421	что для	2	1
422	говорит о	3	1
423	для них	2	1
424	но уже	5	1
425	не было	4	1
426	события и	1	1
427	не знает	1	1
428	все равно	5	1
429	далеко не	5	1
430	из подполья	2	1
431	и самый	1	1
432	не на	3	1
433	в ее	3	1
434	он имеет	1	1
435	несмотря на	3	1
436	они являются	1	1
437	о чем	6	1
438	и было	1	1
439	собой разумеющееся	1	1
440	уверенность в	1	1
441	и некоторые	1	1
442	в истории	4	1
443	и тогда	1	1
444	и того	2	1
445	остается в	1	1
446	для этой	1	1
447	и становится	1	1
448	мы видели	1	1
449	или менее	3	1
450	вступает в	1	1
451	в идиоте	1	1
452	знают только	1	1
453	но если	2	1
454	историк литературы	1	1
455	на который	1	1
456	ее внутренней	1	1
457	то он	2	1
458	нас не	2	1
459	направленность на	1	1
460	он вдруг	2	1
461	именно и	1	1
462	и без	1	1
463	бесконечное количество	4	1
464	все свойства	1	1
465	его содержание	1	1
466	только его	1	1
467	то есть	33	1
468	других областей	1	1
469	одним и	1	1
470	что всякий	4	1
471	чем более	1	1
472	свой смысл	1	1
473	не могут	2	1
474	и глубоко	1	1
475	чем мы	1	1
476	оно стало	1	1
477	то общее	1	1
478	что я	1	1
479	признать что	1	1
480	он будет	2	1
481	и другого	1	1
482	наряду с	1	1
483	является только	1	1
484	однако он	1	1
485	вещью или	1	1
486	акт сознания	2	1
487	которые в	2	1
488	сами по	3	1
489	отношении он	1	1
490	по крайней	2	1
491	слов в	1	1
492	том и	1	1
493	уже сказали	1	1
494	действительности к	2	1
495	разумеющееся и	1	1
496	и почти	1	1
497	мы еще	1	1
498	и менее	3	1
499	для нее	1	1
500	указанных нами	1	1
