N	2gram	Tiupa_Lite_1	Marksizm
1	точки зрения	6	34
2	может быть	13	26
3	и не	12	26
4	не может	5	24
5	с точки	2	20
6	и в	8	19
7	и его	4	19
8	языка как	1	17
9	таким образом	3	17
10	в этом	12	16
11	как бы	7	15
12	как мы	1	13
13	прежде всего	11	13
14	как и	6	12
15	индивидуального сознания	2	12
16	если мы	1	11
17	так и	4	11
18	связи с	6	11
19	самом деле	2	10
20	в нем	2	10
21	в слове	2	10
22	ни было	1	10
23	и т.п	4	10
24	в самом	3	10
25	лишь в	4	9
26	только в	8	9
27	для него	2	9
28	бы то	1	8
29	все же	4	8
30	не только	24	8
31	при этом	19	8
32	то ни	1	8
33	друг друга	4	8
34	до сих	1	8
35	но и	17	8
36	сих пор	1	8
37	то что	10	8
38	во всех	1	7
39	в ее	1	7
40	но в	3	7
41	все эти	2	7
42	то же	5	7
43	в каждом	1	7
44	бытия в	1	7
45	а не	16	7
46	в связи	4	7
47	отнюдь не	2	6
48	так сказать	1	6
49	мы не	1	6
50	и того	2	6
51	в пределах	3	6
52	и здесь	1	6
53	в его	7	6
54	на почве	2	6
55	в том	16	6
56	другой стороны	1	6
57	того же	2	6
58	отличие от	5	5
59	по преимуществу	4	5
60	может стать	1	5
61	одного и	1	5
62	в отличие	5	5
63	не в	8	5
64	общения и	1	5
65	знаковом материале	2	5
66	ничего общего	1	5
67	совершается в	1	5
68	и все	1	5
69	в начале	1	5
70	в конце	4	5
71	вовсе не	1	5
72	с другой	3	5
73	за пределы	2	5
74	именно в	1	5
75	до конца	1	5
76	мы знаем	1	5
77	хотя бы	2	5
78	к этому	1	5
79	во всяком	3	5
80	вопрос о	1	4
81	и на	1	4
82	как в	5	4
83	к одному	1	4
84	было бы	2	4
85	не столько	5	4
86	не менее	7	4
87	в отношении	1	4
88	самого начала	1	4
89	не является	2	4
90	с самого	1	4
91	еще не	4	4
92	только на	2	4
93	слово как	1	4
94	далеко не	3	4
95	в данном	5	4
96	что же	1	4
97	в условиях	1	4
98	и внешнего	1	4
99	тот же	1	4
100	а в	3	4
101	отношении к	1	4
102	жизни в	1	4
103	между ними	1	4
104	сказать что	1	4
105	что в	3	4
106	на самом	1	3
107	и есть	3	3
108	между двумя	1	3
109	а как	2	3
110	в сущности	2	3
111	в большинстве	1	3
112	по отношению	3	3
113	один и	1	3
114	общего с	2	3
115	целый ряд	1	3
116	и как	1	3
117	в которой	1	3
118	к другому	1	3
119	но все	1	3
120	различие между	2	3
121	его в	3	3
122	он не	1	3
123	том что	14	3
124	места в	1	3
