N	2gram	Bakhtin_sl_2	Myshleni
1	письменной речи	1	39
2	то что	2	26
3	в этом	16	25
4	что он	2	25
5	таким образом	8	19
6	точки зрения	8	18
7	в том	5	18
8	не может	20	18
9	того чтобы	2	17
10	не только	24	16
11	и в	39	16
12	того что	1	16
13	так как	4	16
14	что в	3	16
15	том что	5	15
16	для того	2	14
17	в сущности	6	13
18	между собой	1	13
19	в процессе	13	13
20	сказать что	3	13
21	по отношению	4	12
22	в области	2	12
23	и что	1	12
24	и не	22	12
25	отношению к	4	12
26	отношение к	4	11
27	в его	7	11
28	развития и	1	11
29	но не	6	10
30	как мы	7	10
31	только в	5	10
32	а не	14	10
33	с помощью	4	10
34	с точки	3	9
35	в отношении	4	9
36	может быть	37	9
37	то же	4	8
38	должно быть	1	8
39	как и	6	8
40	в основе	4	8
41	о том	2	8
42	он не	2	8
43	точка зрения	2	8
44	как это	3	8
45	того же	1	7
46	и есть	1	7
47	в нем	19	7
48	но он	2	7
49	по себе	5	7
50	приводит к	1	7
51	так и	15	7
52	в письменной	1	7
53	и на	4	6
54	могли бы	1	6
55	но в	6	6
56	в этой	1	6
57	как он	2	6
58	связанные с	4	6
59	в другом	2	6
60	не в	9	6
61	речи в	1	6
62	для развития	1	6
63	что оно	4	6
64	языка и	9	6
65	и следовательно	1	6
66	мы можем	1	6
67	у него	3	6
68	но и	21	6
69	речи и	3	6
70	в той	4	6
71	в какой	1	6
72	в сфере	2	5
73	в такой	1	5
74	должна быть	3	5
75	как в	13	5
76	в своем	6	5
77	на все	1	5
78	мысли и	1	5
79	с ним	7	5
80	самого начала	1	5
81	в то	4	5
82	тогда когда	2	5
83	того как	2	5
84	никогда не	7	5
85	ничего не	1	5
86	этом отношении	3	5
87	с самого	1	5
88	но мы	2	5
89	можно сказать	1	5
90	хотя бы	3	5
91	для него	7	5
92	тем что	1	5
93	как бы	7	5
94	не является	1	5
95	еще более	2	5
96	не знает	2	5
97	как известно	1	4
98	той же	3	4
99	к началу	1	4
100	за пределы	2	4
101	сама по	3	4
102	процессе развития	1	4
103	в самом	1	4
104	все эти	6	4
105	с их	3	4
106	научных и	1	4
107	вообще не	1	4
108	при этом	7	4
109	и по	1	4
110	это не	5	4
111	такой же	1	4
112	лучшем случае	1	4
113	мышления и	5	4
114	речи не	2	4
115	могут быть	7	4
116	в пределах	13	4
117	еще не	7	4
118	в свете	3	4
119	в качестве	1	4
120	и их	5	4
121	не могут	5	4
122	точек зрения	3	4
123	с другой	5	4
124	именно в	2	4
125	зависит от	1	4
126	вместе с	2	4
127	в целом	1	4
128	в результате	2	4
129	в системе	1	4
130	в свою	3	4
131	речи как	2	4
132	это и	2	3
133	между двумя	1	3
134	с таким	2	3
135	мы не	2	3
136	говорить о	3	3
137	и чужого	2	3
138	он может	1	3
139	но как	2	3
140	с этим	2	3
141	все же	6	3
142	сознания в	1	3
143	как уже	2	3
144	и как	3	3
145	он в	1	3
146	как с	2	3
147	на этом	3	3
148	как они	1	3
149	и может	1	3
150	влиять на	1	3
151	не умеет	1	3
152	и тем	1	3
153	в научном	1	3
154	мы видели	2	3
155	в этих	7	3
156	в их	2	3
157	сих пор	2	3
158	и более	2	3
159	не менее	4	3
160	до конца	17	3
161	в смысле	4	3
162	только не	1	3
163	по своей	1	3
164	и его	33	3
165	связи с	3	3
166	свою очередь	2	3
167	в себя	2	3
168	еще в	1	3
169	и с	9	3
170	никак не	1	3
171	до сих	2	3
172	в чем	3	3
173	к нему	3	3
174	что и	3	3
175	способность к	1	3
176	в лучшем	1	3
177	одной из	1	3
178	между тем	3	3
179	вопрос об	1	3
180	с одной	5	3
181	его и	2	3
182	в известной	1	3
183	в одном	2	3
184	а в	4	3
185	перейти к	1	3
186	на которые	1	3
187	говорит о	1	3
188	прежде всего	8	3
189	не на	1	3
190	в частности	1	3
191	требует от	2	3
