N	2gram	Propp_Russ_2	Myshleni
1	и в	29	28
2	в том	22	28
3	то что	5	28
4	в этом	11	27
5	в развитии	1	24
6	того что	3	24
7	потому что	5	22
8	том что	22	19
9	не может	5	19
10	таким образом	6	18
11	что он	1	18
12	только в	1	18
13	что в	22	17
14	не только	10	16
15	так же	4	15
16	может быть	13	13
17	сказать что	1	13
18	и не	1	11
19	как бы	18	11
20	но не	5	10
21	того чтобы	6	10
22	как мы	3	10
23	так как	13	10
24	но и	8	10
25	было бы	3	9
26	между собой	2	9
27	в самом	1	8
28	мы видели	7	8
29	никогда не	2	8
30	тем что	3	8
31	для того	6	8
32	еще не	6	8
33	то же	4	7
34	отношение к	1	7
35	в своем	1	7
36	в которой	2	7
37	в нем	1	7
38	показывает что	8	7
39	можно было	2	7
40	если бы	1	7
41	и других	3	7
42	там где	2	7
43	вместе с	6	7
44	же как	4	6
45	мы не	6	6
46	и как	2	6
47	в мышлении	1	6
48	как и	11	6
49	для него	1	6
50	не имеет	3	6
51	тогда когда	4	6
52	когда мы	2	6
53	с развитием	2	6
54	то время	2	6
55	приводит к	1	6
56	так и	1	6
57	и что	5	6
58	можно сказать	1	6
59	его в	8	6
60	так что	4	6
61	как раз	1	6
62	вообще не	1	6
63	в то	2	6
64	том же	4	5
65	показать что	1	5
66	вопрос о	4	5
67	время как	1	5
68	из того	1	5
69	и на	6	5
70	но в	5	5
71	в этой	3	5
72	что все	1	5
73	на этой	1	5
74	с тем	6	5
75	того как	2	5
76	могут быть	2	5
77	в пределах	1	5
78	это не	5	5
79	в свете	3	5
80	содержится в	1	5
81	и все	4	5
82	например в	1	4
83	и то	2	4
84	переход от	2	4
85	мы имеем	6	4
86	совпадает с	1	4
87	мы и	1	4
88	во всех	3	4
89	только тогда	3	4
90	относится к	1	4
91	в одной	1	4
92	с этим	2	4
93	на то	1	4
94	свою силу	1	4
95	на этом	3	4
96	но если	3	4
97	он должен	1	4
98	не в	4	4
99	нас к	3	4
100	что на	2	4
101	оно не	1	4
102	что при	2	4
103	на основе	1	4
104	связь между	2	4
105	что и	2	4
106	именно в	4	4
107	в качестве	3	4
108	и обратно	1	4
109	которые в	1	4
110	заключить что	1	4
111	в состоянии	1	4
112	друг друга	3	4
113	и следовательно	1	4
114	к жизни	5	4
115	ту же	1	3
116	это и	2	3
117	из этих	2	3
118	видели что	4	3
119	очевидно что	2	3
120	независимо от	1	3
121	как в	7	3
122	хотя и	1	3
123	от этого	1	3
124	представляет собой	2	3
125	остановиться на	1	3
126	как оно	2	3
127	связанные с	2	3
128	при этом	6	3
129	с ней	5	3
130	и по	3	3
131	а по	1	3
132	первую очередь	1	3
133	с того	1	3
134	должен был	3	3
135	в них	4	3
136	в их	2	3
137	что с	2	3
138	в основе	1	3
139	по своей	1	3
140	связи с	2	3
141	до того	1	3
142	этом отношении	1	3
143	представляют собой	7	3
144	мог бы	1	3
145	образом в	2	3
146	и здесь	1	3
147	в его	1	3
148	все время	1	3
149	один из	2	3
150	этот вопрос	2	3
151	и его	1	3
152	есть в	2	3
153	а это	1	3
154	до конца	3	3
155	в первую	1	3
156	связано с	2	3
157	зависит от	1	3
158	а не	4	3
159	совершенно очевидно	2	3
160	как это	4	3
161	тем и	2	3
162	в другой	1	3
163	мы должны	1	3
164	это на	1	3
165	в своих	2	3
166	как на	1	3
167	в силе	1	2
168	одним из	2	2
169	рассматривается как	2	2
170	и вызывает	1	2
