N	2gram	Propp_Russ_1	Istorich
1	и в	36	26
2	в сказке	1	23
3	т е	17	22
4	так как	15	18
5	мы имеем	4	14
6	потому что	10	13
7	и на	10	12
8	в этом	12	12
9	таким образом	6	12
10	в том	17	12
11	что в	19	12
12	мы видели	1	11
13	может быть	8	11
14	и т	10	10
15	не только	22	10
16	том что	19	10
17	представления о	1	10
18	в образе	2	10
19	и не	6	10
20	еще не	4	9
21	представление о	3	9
22	что он	1	9
23	но и	16	9
24	и это	1	8
25	все эти	2	8
26	все же	5	8
27	в нем	2	8
28	т д	9	8
29	на небо	3	8
30	на том	1	8
31	с ним	2	8
32	вместе с	10	8
33	например в	2	7
34	но в	2	7
35	мы можем	2	7
36	и его	1	7
37	о том	8	7
38	уже не	6	7
39	у него	2	7
40	власть над	1	7
41	мы уже	1	6
42	мы не	6	6
43	эта связь	1	6
44	как в	5	6
45	этот случай	1	6
46	как он	2	6
47	после чего	2	6
48	так в	4	6
49	и с	2	6
50	в виде	6	6
51	то что	6	6
52	этом случае	5	6
53	в более	2	6
54	не может	4	6
55	то же	3	5
56	в ней	2	5
57	эти представления	2	5
58	в жертву	1	5
59	чаще всего	3	5
60	как и	10	5
61	и эти	1	5
62	и что	4	5
63	в то	1	5
64	так и	7	5
65	нас к	2	5
66	в его	2	5
67	показывают что	2	5
68	мы видим	2	5
69	только в	4	5
70	тем что	4	5
71	связаны с	3	5
72	у нас	8	5
73	там где	2	5
74	как это	8	5
75	его в	1	5
76	как мы	10	4
77	и он	1	4
78	с его	1	4
79	в китае	1	4
80	из этих	4	4
81	под землей	3	4
82	после этого	4	4
83	и по	8	4
84	здесь мы	1	4
85	это не	10	4
86	и тем	1	4
87	с тем	8	4
88	не всегда	1	4
89	не имели	1	4
90	на землю	1	4
91	в очень	1	4
92	но здесь	1	4
93	а также	3	4
94	что и	7	4
95	что между	1	4
96	в других	11	4
97	иногда это	1	4
98	связано с	1	4
99	описывается как	2	4
100	как бы	5	4
101	в это	3	4
102	но это	4	4
103	есть и	1	4
104	все что	1	4
105	же как	1	3
106	там же	5	3
107	должна быть	1	3
108	этот обряд	3	3
109	на место	1	3
110	из которых	1	3
111	независимо от	2	3
112	тех случаях	1	3
113	когда он	2	3
114	и наконец	1	3
115	та же	2	3
116	в себе	1	3
117	борьбы с	2	3
118	совершенно ясна	1	3
119	что она	2	3
120	главным образом	2	3
121	при этом	6	3
122	если бы	1	3
123	так например	6	3
124	в них	6	3
125	нет в	1	3
126	такой же	2	3
127	таким же	3	3
128	и ее	1	3
129	в одном	3	3
130	их в	3	3
131	и под	1	3
132	приводят к	1	3
133	она не	2	3
134	того как	5	3
135	не потому	1	3
136	могут быть	2	3
137	вот почему	1	3
138	как только	1	3
139	в сказках	1	3
140	его с	4	3
141	приходит к	1	3
142	в золотой	2	3
143	и другие	13	3
144	данном случае	1	3
145	то время	1	3
146	если они	1	3
147	имеется в	1	3
148	показывает что	5	3
149	мы рассмотрим	1	3
150	к заключению	1	3
151	от него	1	3
152	же можно	1	3
153	один из	8	3
154	и действительно	1	3
155	в качестве	3	3
156	так что	2	3
157	и других	7	3
158	от того	1	3
159	далеко не	3	3
160	но есть	2	3
161	от этого	1	3
162	не было	2	3
163	в частности	2	3
164	предположить что	2	3
165	в данном	1	3
166	наряду с	1	3
167	в тех	4	3
168	как будто	5	3
169	что здесь	1	3
170	кроме того	1	3
171	только одна	1	3
172	случаях когда	1	3
173	или в	2	3
174	вопрос о	1	3
175	на берегу	1	3
176	а в	9	3
177	еще в	4	3
178	сказать что	1	3
179	на более	1	3
180	является и	1	3
181	этим объясняется	1	3
182	как на	1	3
183	в своих	2	3
184	к этому	4	3
185	они не	1	3
186	ту же	1	2
187	эти случаи	1	2
188	того же	1	2
189	с рождением	1	2
190	что эти	1	2
191	своих целях	1	2
192	что иное	2	2
193	большей частью	1	2
194	представляет собой	4	2
195	он был	2	2
196	но не	2	2
197	очень ясно	2	2
198	по отношению	1	2
199	должны были	2	2
200	тогда как	2	2
201	на то	1	2
202	относится к	1	2
203	с этим	2	2
204	в своем	3	2
205	что касается	1	2
206	перед нами	1	2
207	целый ряд	1	2
208	и как	2	2
209	в фольклоре	2	2
210	увидим что	1	2
211	так на	2	2
212	что это	3	2
213	в этой	1	2
214	то и	1	2
215	и до	2	2
216	и те	3	2
217	на западе	2	2
218	он не	1	2
219	чтобы они	2	2
220	можно было	1	2
221	но все	3	2
222	интересами и	1	2
223	же не	2	2
224	на этой	2	2
225	было бы	1	2
226	уже знаем	1	2
227	известно что	1	2
228	по всему	1	2
229	ни в	1	2
230	солнце и	1	2
231	вопрос этот	1	2
232	и некоторые	3	2
233	или вообще	1	2
234	земли и	1	2
235	видели в	1	2
236	она в	3	2
237	установить что	1	2
