N	2gram	Propp_Isto_4	Vladivir
1	и в	26	31
2	не только	15	24
3	а к	1	22
4	но и	12	19
5	то что	16	18
6	и не	9	17
7	и даже	4	15
8	у него	5	15
9	в этом	7	14
10	том что	3	14
11	и с	5	14
12	он был	1	14
13	что в	14	14
14	но в	5	12
15	в его	5	12
16	что он	10	12
17	по поводу	1	12
18	о том	4	11
19	в том	3	11
20	между прочим	2	11
21	потому что	6	11
22	и то	6	10
23	он не	7	10
24	так что	2	10
25	как мы	5	9
26	никогда не	2	9
27	только в	3	9
28	даже и	2	9
29	а в	8	9
30	и по	5	8
31	в то	1	8
32	в дальнейшем	6	8
33	так как	9	8
34	в доме	4	7
35	тут же	2	7
36	и и	3	7
37	мы уже	5	7
38	как это	3	7
39	и его	10	7
40	об этом	7	7
41	о нем	1	7
42	в эти	1	7
43	уже в	2	7
44	как раз	1	7
45	е в	3	7
46	сказать что	2	7
47	то же	8	6
48	то он	1	6
49	и к	1	6
50	он и	1	6
51	в котором	1	6
52	года он	1	6
53	у нас	2	6
54	так и	10	6
55	и что	5	6
56	можно сказать	1	6
57	в качестве	7	6
58	может быть	14	6
59	на этот	2	6
60	не может	6	6
61	к этому	5	6
62	но как	1	5
63	когда он	6	5
64	на то	3	5
65	и если	3	5
66	которой он	2	5
67	не в	5	5
68	со своим	1	5
69	что и	9	5
70	вовсе не	4	5
71	но он	4	5
72	не было	1	5
73	а с	1	5
74	что же	1	5
75	все это	2	5
76	видно что	1	5
77	а также	3	5
78	с ним	1	5
79	жизни и	1	5
80	в своих	1	5
81	из его	1	4
82	он уже	2	4
83	мы и	1	4
84	в этой	2	4
85	в истории	2	4
86	в своем	2	4
87	хотя и	2	4
88	и как	5	4
89	говорит что	2	4
90	в этот	4	4
91	в себе	2	4
92	как он	6	4
93	в нем	2	4
94	главным образом	2	4
95	что у	3	4
96	как и	7	4
97	в своей	4	4
98	к ней	1	4
99	во всем	3	4
100	к нему	6	4
101	по своей	2	4
102	один из	1	4
103	себя в	2	4
104	и у	5	4
105	в особенности	2	4
106	и все	2	4
107	такого рода	2	4
108	для нас	3	4
109	увидим ниже	1	3
110	он как	1	3
111	но она	1	3
112	на себя	4	3
113	и он	3	3
114	и на	2	3
115	то мы	2	3
116	но не	5	3
117	отношение к	2	3
118	что они	6	3
119	как в	7	3
120	все же	9	3
121	в целом	2	3
122	он в	4	3
123	все эти	3	3
124	но на	1	3
125	и вот	2	3
126	на его	3	3
127	здесь мы	2	3
128	уже тогда	1	3
129	из своего	3	3
130	в египте	1	3
131	со своими	1	3
132	не мог	3	3
133	во время	7	3
134	на свою	1	3
135	но это	3	3
136	что этот	4	3
137	и очень	1	3
138	на него	3	3
139	ничего не	5	3
140	таким образом	10	3
141	к тому	1	3
142	здесь не	4	3
143	к его	1	3
144	жизнь и	1	3
145	и здесь	5	3
146	при дворе	2	3
147	тот же	1	3
148	по возвращении	1	3
149	мы увидим	3	3
150	и действительно	3	3
151	и так	1	3
152	уже не	5	3
153	только на	1	3
154	в виде	2	3
155	с этими	2	3
156	с другой	4	3
157	по своим	1	3
158	он даже	1	3
159	под влиянием	1	3
160	в связи	2	3
161	вместе с	6	3
162	к своему	3	3
163	в начале	1	3
164	на одной	1	3
165	но я	1	3
166	года в	1	3
167	другой стороны	4	3
168	но этот	2	3
169	и т	27	2
170	одним из	1	2
171	тех же	2	2
172	к своей	3	2
173	это и	5	2
174	и за	2	2
175	по его	2	2
176	той же	1	2
177	и тут	1	2
178	хотя бы	2	2
179	но даже	1	2
180	ему в	2	2
181	еще не	6	2
182	и отец	1	2
183	мы читаем	2	2
184	он сам	1	2
185	знаем что	7	2
186	в чем	1	2
187	при жизни	2	2
188	мы будем	1	2
189	к жизни	1	2
190	нужно прибавить	1	2
191	и я	1	2
192	его на	4	2
193	как к	1	2
194	всей этой	1	2
195	своих детей	1	2
196	его к	3	2
197	конечно не	2	2
198	из этих	3	2
199	и тот	2	2
200	но его	1	2
201	что она	3	2
202	при этом	3	2
203	вера в	1	2
204	т д	24	2
205	на этом	2	2
206	так например	2	2
207	а по	4	2
208	на ту	1	2
209	лишь в	2	2
210	было бы	2	2
211	известно что	2	2
212	в свой	2	2
213	ни в	2	2
214	в них	1	2
215	за это	2	2
216	все было	1	2
217	с тем	2	2
218	можно считать	2	2
219	бога и	1	2
220	точки зрения	1	2
221	почти не	1	2
222	что я	2	2
223	выше мы	2	2
224	не будем	1	2
225	тем не	2	2
226	даже в	4	2
227	не менее	2	2
228	тем самым	1	2
229	дело не	2	2
230	не по	2	2
231	которого он	1	2
232	именно с	1	2
233	и весь	1	2
234	которые и	1	2
235	очень мало	1	2
236	более что	1	2
237	что на	2	2
238	у меня	1	2
239	в момент	1	2
240	со стороны	1	2
241	для его	1	2
242	указывает на	4	2
243	на это	2	2
244	где он	1	2
245	куда он	1	2
246	то время	1	2
247	это мы	2	2
248	ясно что	1	2
249	что дело	1	2
250	на все	1	2
251	но мы	3	2
252	на что	1	2
253	с того	3	2
254	этот момент	2	2
255	а именно	3	2
256	и мы	1	2
257	того что	2	2
258	всякого рода	3	2
259	с ними	5	2
260	этот факт	2	2
261	том чтобы	1	2
262	одной из	1	2
263	то и	1	2
264	чтобы он	2	2
265	не из	1	2
266	и других	3	2
267	из них	2	2
268	мы знаем	8	2
269	прибавить что	4	2
270	и толстой	2	2
271	никуда не	2	2
272	тем что	5	2
273	в очень	1	2
274	и затем	1	2
275	несколько дней	1	2
276	только что	3	2
277	именно так	1	2
278	с которым	1	2
279	что мы	3	2
280	виде в	1	2
281	к себе	3	2
282	еще на	1	2
283	он говорит	2	2
284	тем кто	1	2
285	в ответ	1	2
286	в тех	4	2
287	по существу	3	2
288	в это	1	2
289	приведем несколько	2	2
290	смерти а	1	2
291	которых он	1	2
292	указать на	3	2
293	в результате	1	2
294	того с	1	2
295	от него	2	2
296	и ни	1	2
297	тем более	1	2
298	мы должны	5	2
299	он стал	2	2
300	как вы	1	2
301	к этой	3	2
302	и это	1	2
303	в частности	2	2
304	как на	1	2
305	все что	4	2
306	с кем	1	1
307	своей основной	1	1
308	и есть	2	1
309	было никакого	1	1
310	чего не	1	1
311	он всегда	3	1
312	не имеют	1	1
313	для более	1	1
314	видеть в	2	1
315	был и	1	1
316	а под	1	1
317	то для	1	1
318	есть не	1	1
319	что если	1	1
320	ответить на	1	1
321	есть нечто	1	1
322	время как	1	1
323	не вполне	1	1
324	считая что	1	1
325	в некотором	2	1
326	мы здесь	2	1
327	в ней	1	1
328	не знал	1	1
329	и самого	1	1
330	может дать	1	1
331	на них	1	1
332	иное как	3	1
333	в различных	1	1
334	во всех	1	1
335	понятно почему	2	1
336	видели что	3	1
337	к богу	1	1
338	а и	1	1
339	тогда как	4	1
340	слова на	1	1
341	а через	1	1
342	себе и	1	1
343	не хотел	1	1
344	на вопрос	3	1
345	был большой	1	1
346	его развития	1	1
347	относится к	3	1
348	или у	1	1
349	ему не	1	1
350	дает нам	4	1
351	быть речи	1	1
352	что как	1	1
353	интерес представляют	1	1
354	академии наук	1	1
355	что по	1	1
356	был связан	1	1
357	ясно и	1	1
358	и хотя	1	1
359	всегда был	1	1
360	все животные	1	1
361	представляет собой	2	1
362	жизни так	1	1
363	им в	1	1
364	для которых	1	1
365	говорят о	1	1
366	довольно трудно	1	1
367	и те	1	1
368	по мнению	1	1
369	не могла	1	1
370	жизнью и	1	1
371	не следует	1	1
372	в свет	1	1
373	чтобы установить	1	1
374	своему отцу	3	1
375	уже видели	1	1
376	не к	2	1
377	в силу	5	1
378	него есть	1	1
379	содержит в	2	1
380	из него	1	1
381	никому не	1	1
382	одно и	1	1
383	но все	5	1
384	такого же	2	1
385	а когда	2	1
386	и второй	1	1
387	те же	3	1
388	их и	1	1
389	них не	1	1
390	с целью	2	1
391	знает что	1	1
392	это не	5	1
393	уже знаем	1	1
394	и тем	2	1
395	по всему	1	1
396	этом мы	1	1
397	но уже	1	1
398	о которых	1	1
399	ни одной	2	1
400	если я	1	1
401	в самую	2	1
402	мы имеем	7	1
403	тому что	1	1
404	и уже	1	1
405	для чего	1	1
406	сказал он	1	1
407	об этой	1	1
408	с такой	1	1
409	это совершенно	1	1
410	мы не	1	1
411	и тогда	1	1
412	в этих	7	1
413	бы на	1	1
414	дошли до	1	1
415	таким же	6	1
416	пока не	1	1
417	уже к	1	1
418	представление о	1	1
419	бы мы	2	1
420	от его	1	1
421	вопрос о	4	1
422	вплоть до	1	1
423	много лет	1	1
424	мир и	1	1
425	но эта	4	1
426	указать еще	1	1
427	их в	7	1
428	дом и	1	1
429	он увидел	1	1
430	не для	1	1
431	отец и	2	1
432	сам он	1	1
433	она не	3	1
434	приводят к	1	1
435	таких случаях	2	1
436	своей физической	1	1
437	в таких	2	1
438	и вместо	1	1
439	каждый день	1	1
440	чтобы стать	1	1
441	что иное	3	1
442	не могло	2	1
443	нам и	1	1
444	чтобы на	1	1
445	то чего	3	1
446	его от	2	1
447	одна из	2	1
448	на два	1	1
449	у этого	1	1
450	к небу	1	1
451	и необычайно	1	1
452	этих двух	1	1
453	действительно в	1	1
454	с этих	1	1
455	очень близок	1	1
456	меня и	2	1
457	живые существа	1	1
458	же этот	1	1
459	связи с	3	1
460	до того	1	1
461	целом и	1	1
462	только с	2	1
463	в области	2	1
464	не потому	1	1
465	очень часто	1	1
466	если у	1	1
467	не могут	2	1
468	свою связь	1	1
469	есть только	3	1
470	него по	1	1
471	же самое	2	1
472	только еще	1	1
473	а что	1	1
474	родство с	1	1
475	почему эта	1	1
476	волю и	1	1
477	правда не	1	1
478	с ее	1	1
479	на нем	5	1
480	на другой	1	1
481	всей своей	1	1
482	так в	4	1
483	роль в	1	1
484	как с	1	1
485	за то	1	1
486	стороны не	1	1
487	себе черты	1	1
488	особенно в	1	1
