N	2gram	Vygotskiy__1	Sovremen
1	не может	17	17
2	может быть	22	12
3	точки зрения	15	12
4	таким образом	20	11
5	мы не	12	9
6	в каждом	3	8
7	в этом	12	7
8	не можем	3	7
9	и в	31	7
10	мы можем	4	6
11	ничего не	2	6
12	как и	16	6
13	и не	16	6
14	в результате	4	6
15	и наконец	1	5
16	что же	2	5
17	прежде всего	4	5
18	с точки	2	5
19	в условиях	1	5
20	в зависимости	5	4
21	вопрос о	3	4
22	зависимости от	6	4
23	нет и	1	4
24	мы должны	1	4
25	в том	30	4
26	в целом	5	4
27	если мы	12	4
28	из них	2	4
29	же это	1	4
30	так как	18	4
31	мы видели	2	4
32	не только	13	4
33	системы в	1	4
34	как бы	5	4
35	вместе с	8	4
36	это не	1	4
37	точку зрения	3	4
38	их в	2	4
39	а в	6	4
40	жизни и	3	4
41	в первом	1	3
42	с самого	1	3
43	то же	5	3
44	ясно что	19	3
45	но мы	3	3
46	между собой	1	3
47	может не	1	3
48	видели что	2	3
49	отнюдь не	6	3
50	все же	5	3
51	еще не	1	3
52	но в	3	3
53	мы получаем	2	3
54	у каждого	3	3
55	в этой	3	3
56	в себе	4	3
57	уже в	3	3
58	как он	2	3
59	что она	6	3
60	в одном	2	3
61	в конце	3	3
62	в нем	2	3
63	при этом	19	3
64	из двух	1	3
65	и мы	1	3
66	было бы	6	3
67	а не	13	3
68	так называемых	1	3
69	и потому	2	3
70	мы называем	1	3
71	не в	11	3
72	все это	8	3
73	самого начала	1	3
74	при таком	1	3
75	одна из	4	3
76	для нас	5	3
77	и все	5	3
78	в системе	1	3
79	у нас	4	3
80	и к	3	3
81	когда мы	3	3
82	отличается от	2	3
83	в области	11	3
84	как мы	2	2
85	свою очередь	1	2
86	жизни мы	1	2
87	и есть	5	2
88	тем же	3	2
89	приводит к	2	2
90	роль в	3	2
91	все те	1	2
92	той же	3	2
93	времени и	1	2
94	каждого из	3	2
95	для его	1	2
96	и даже	6	2
97	настоящее время	2	2
98	и что	8	2
99	может дать	2	2
100	на другом	1	2
101	и во	2	2
102	самом деле	9	2
103	говорить об	1	2
104	в его	6	2
105	с совершенно	2	2
106	ясного и	1	2
107	с этим	3	2
108	развития но	1	2
109	только один	1	2
110	в самом	11	2
111	к чему	2	2
112	по мнению	2	2
113	в которой	4	2
114	что это	6	2
115	из этих	6	2
116	с одной	5	2
117	со всеми	4	2
118	уже не	2	2
119	то и	2	2
120	научного исследования	1	2
121	на его	1	2
122	тем не	2	2
123	мы знаем	3	2
124	который как	1	2
125	всяком случае	6	2
126	у него	4	2
127	и по	3	2
128	отличие от	4	2
129	ее на	1	2
130	но все	1	2
131	что все	3	2
132	с общим	1	2
133	конечно в	1	2
134	и пр	1	2
135	на этот	1	2
136	которой он	1	2
137	такой же	2	2
138	что такое	2	2
139	он должен	1	2
140	из которых	3	2
141	в отличие	3	2
142	знаем что	1	2
143	форма в	1	2
144	же мы	1	2
145	не менее	2	2
146	на котором	1	2
147	не знаем	2	2
148	в настоящее	2	2
149	этих двух	2	2
150	в науке	2	2
151	мы видим	5	2
152	не дает	2	2
153	тот же	2	2
154	в свою	1	2
155	совершенно не	5	2
156	не могут	3	2
157	могут быть	11	2
158	что при	3	2
159	же самое	2	2
160	что в	23	2
161	если же	2	2
162	в таком	3	2
163	во всяком	8	2
164	а может	1	1
165	и наиболее	1	1
166	вроде следующего	1	1
167	должен быть	1	1
168	и это	3	1
169	оно может	1	1
170	к процессам	1	1
171	речи мы	1	1
172	совпадают с	2	1
173	человека и	2	1
174	в объяснении	1	1
175	на другой	1	1
176	на самом	2	1
177	раз мы	1	1
178	этот метод	2	1
179	это и	3	1
180	обходиться без	1	1
181	по преимуществу	1	1
182	в мире	1	1
183	своим методом	1	1
184	и могут	1	1
185	те же	4	1
186	из всех	2	1
187	есть не	2	1
188	раз он	1	1
189	здесь нет	1	1
190	при одном	1	1
191	мы имеем	4	1
192	готовом виде	1	1
193	и само	1	1
194	нуждаются в	3	1
195	же как	4	1
196	это только	2	1
197	необычайную сложность	1	1
198	же мере	1	1
199	совершенно так	1	1
200	поэтому в	1	1
201	если бы	6	1
202	и вообще	1	1
203	что иное	1	1
204	и действительно	1	1
205	мы всегда	1	1
206	для нашей	1	1
207	или как	2	1
208	то они	1	1
209	того же	2	1
210	мы ее	1	1
211	о том	7	1
212	в ней	1	1
213	и та	1	1
214	разложить ее	1	1
215	определенным образом	1	1
216	развития с	1	1
217	чем отличается	1	1
218	одного из	1	1
219	утверждает что	2	1
220	аналогии с	1	1
221	именно эти	3	1
222	иное как	1	1
223	быть в	2	1
224	бы то	1	1
225	от другой	1	1
226	его в	2	1
227	с его	1	1
228	во всех	1	1
229	мы намерены	1	1
230	совсем не	3	1
231	но не	3	1
232	к этому	4	1
233	свести все	1	1
234	но как	2	1
235	точка зрения	4	1
236	при исследовании	1	1
237	если в	1	1
238	в конечном	3	1
239	во втором	1	1
