N	2gram	Bakhtin_Fr_2	Psycholo
1	в том	3	37
2	и в	49	32
3	то есть	32	21
4	том что	4	21
5	потому что	1	21
6	таким образом	7	21
7	то что	6	21
8	что в	2	20
9	может быть	5	18
10	так же	2	18
11	точки зрения	6	17
12	что и	1	17
13	не может	7	17
14	самом деле	1	16
15	того чтобы	2	14
16	то же	7	13
17	в этом	15	13
18	при этом	5	13
19	для того	1	13
20	что он	3	13
21	в самом	3	12
22	не только	17	12
23	с и	1	12
24	так как	6	12
25	на то	2	11
26	было бы	3	11
27	с тем	1	11
28	с точки	5	10
29	но и	13	10
30	как и	11	10
31	и не	15	10
32	как в	1	9
33	никогда не	5	9
34	тем что	4	9
35	что все	1	9
36	в своих	4	9
37	с таким	1	8
38	той же	1	8
39	не в	1	8
40	не менее	1	8
41	того что	1	8
42	в сущности	8	7
43	что они	2	7
44	и как	1	7
45	все эти	7	7
46	ясно что	1	7
47	и его	17	7
48	к тому	1	7
49	можно было	3	7
50	только в	13	7
51	мы знаем	1	7
52	что для	3	7
53	а не	1	7
54	сказать что	6	7
55	в этой	10	6
56	в художественном	2	6
57	целый ряд	2	6
58	он не	1	6
59	если бы	1	6
60	о том	3	6
61	тот же	5	6
62	как бы	11	6
63	художественном произведении	1	5
64	на самом	2	5
65	и на	17	5
66	только на	1	5
67	на все	3	5
68	далеко не	3	5
69	все это	9	5
70	в то	6	5
71	есть только	1	5
72	в ней	2	5
73	и даже	2	5
74	до сих	4	5
75	сих пор	4	5
76	как раз	1	5
77	этом отношении	3	5
78	как на	4	5
79	есть не	1	4
80	мы имеем	1	4
81	в чем	1	4
82	из которого	1	4
83	все же	7	4
84	в произведении	2	4
85	в целом	1	4
86	и те	1	4
87	в нем	9	4
88	одной и	1	4
89	и по	1	4
90	и с	6	4
91	в жизни	4	4
92	несмотря на	3	4
93	знаем что	1	4
94	и той	1	4
95	образом и	1	4
96	и более	4	4
97	того как	2	4
98	ничего не	2	4
99	как она	1	4
100	и до	4	4
101	и для	1	4
102	могут быть	2	4
103	и это	3	4
104	и когда	1	4
105	и сам	1	4
106	мы видим	1	4
107	из них	3	4
108	таким путем	1	4
109	когда она	1	4
110	в творчестве	6	4
111	материал для	1	4
112	с этой	1	4
113	и все	3	4
114	а в	4	4
115	совершенно не	2	4
116	жизни и	7	4
117	например в	1	3
118	и то	1	3
119	и он	1	3
120	которое он	1	3
121	во всех	6	3
122	в общем	1	3
123	относится к	5	3
124	как к	2	3
125	и к	4	3
126	но в	4	3
127	та же	2	3
128	формы в	1	3
129	он в	1	3
130	думать что	2	3
131	творчества и	1	3
132	главным образом	1	3
133	и вот	3	3
134	на этом	1	3
135	об этом	1	3
136	в своей	5	3
137	в их	2	3
138	представление о	1	3
139	но он	6	3
140	том чтобы	1	3
141	в отношении	2	3
142	тогда когда	1	3
143	мы можем	2	3
144	во всем	3	3
145	не могут	1	3
146	указывает на	1	3
147	на это	1	3
148	с ее	3	3
149	в виду	3	3
150	и совершенно	1	3
151	так и	6	3
152	жизнь и	2	3
153	для этого	1	3
154	образом в	1	3
155	с другой	4	3
156	мы должны	2	3
157	один из	7	3
158	и ее	1	3
159	так что	1	3
160	что не	1	3
161	и других	3	3
162	и их	1	3
163	в конце	2	3
164	ссылается на	2	3
165	тому как	2	3
166	до конца	2	3
167	в частности	1	3
168	ни на	1	3
169	того или	1	3
170	по своему	1	3
171	видит в	3	3
172	по существу	2	3
173	это значит	1	3
174	в смысле	2	3
175	еще более	1	3
176	конце концов	1	3
177	хотя бы	1	3
178	только как	1	3
179	в свою	1	3
180	же мы	1	3
181	также и	3	2
182	того же	1	2
183	и без	2	2
184	только потому	1	2
185	и этот	1	2
186	еще не	2	2
187	входящих в	1	2
188	из всех	1	2
189	это совершенно	1	2
190	в первый	1	2
191	выходит из	1	2
192	но даже	2	2
193	как не	1	2
194	бы с	1	2
195	к своему	1	2
196	произведение и	1	2
197	с его	5	2
198	в ее	3	2
199	слишком много	1	2
200	но не	5	2
201	мы будем	1	2
202	точка зрения	3	2
203	значение и	1	2
204	себе и	2	2
205	однако не	1	2
206	в очень	1	2
207	что по	1	2
208	в которой	1	2
209	бы не	1	2
210	и тот	1	2
211	в себе	4	2
212	имеем в	2	2
213	это относится	1	2
214	же с	2	2
215	на его	2	2
216	подобно тому	2	2
217	доверие к	1	2
218	здесь мы	1	2
219	значение в	4	2
220	была в	1	2
221	и которые	1	2
222	это не	1	2
223	должен был	2	2
224	в них	13	2
225	смысл и	2	2
