N	2gram	Bakhtin_Pr_3	Freidism
1	таким образом	6	24
2	и не	15	23
3	не может	2	20
4	точки зрения	4	19
5	прежде всего	15	18
6	в этом	8	15
7	в его	8	15
8	с помощью	1	14
9	в душе	1	13
10	мы можем	5	13
11	может быть	12	13
12	и его	10	12
13	все эти	9	11
14	как и	11	11
15	с точки	2	11
16	как бы	14	11
17	то что	9	11
18	но в	5	10
19	его в	2	10
20	с ним	2	10
21	как мы	5	10
22	так и	6	10
23	и потому	5	10
24	с его	2	9
25	во всех	12	9
26	по отношению	2	9
27	и в	53	9
28	то же	6	8
29	не только	4	8
30	он не	3	8
31	в своей	3	8
32	еще не	5	8
33	что он	4	8
34	только в	4	8
35	так как	7	8
36	все это	8	8
37	и все	10	8
38	отношению к	1	8
39	в самом	2	7
40	мы уже	5	7
41	отношение к	6	7
42	и наконец	2	7
43	мы видели	2	7
44	один из	6	7
45	тот же	2	7
46	всяком случае	1	7
47	сказать что	10	7
48	во всяком	1	7
49	в ней	7	6
50	за пределы	1	6
51	так сказать	5	6
52	и с	6	6
53	на протяжении	5	6
54	и ее	6	6
55	вовсе не	3	6
56	никогда не	2	6
57	хотя бы	2	6
58	я и	1	5
59	на самом	1	5
60	и на	18	5
61	он сам	4	5
62	и к	5	5
63	в этой	1	5
64	знаем что	1	5
65	не в	2	5
66	мы должны	4	5
67	в то	5	5
68	могут быть	4	5
69	в себя	6	5
70	его ученики	1	5
71	для этого	1	5
72	но мы	1	5
73	можно сказать	8	5
74	для того	1	5
75	по мнению	1	5
76	в большинстве	4	5
77	большинстве случаев	4	5
78	и прежде	6	5
79	а в	2	5
80	но и	7	5
81	связь с	2	5
82	с этим	2	5
83	его жизни	1	5
84	в период	1	5
85	что в	2	5
86	в зависимости	2	4
87	той же	5	4
88	связанных с	1	4
89	мы не	4	4
90	в которой	2	4
91	говорить о	2	4
92	я не	4	4
93	зависимости от	2	4
94	но не	5	4
95	в собственном	2	4
96	не было	4	4
97	из этих	1	4
98	с их	2	4
99	в нем	10	4
100	всех этих	1	4
101	на этом	1	4
102	связанные с	3	4
103	при этом	3	4
104	об этом	1	4
105	с другими	3	4
106	в жизни	8	4
107	во время	1	4
108	не менее	3	4
109	в основе	5	4
110	же время	5	4
111	потому что	5	4
112	и для	4	4
113	с самого	3	4
114	которой мы	2	4
115	и образы	1	4
116	с ними	1	4
117	конечно не	4	4
118	уже не	1	4
119	не дает	1	4
120	в котором	1	4
121	мы находим	2	4
122	и др	14	4
123	себя и	2	4
124	все позволено	2	4
125	в более	4	4
126	в следующей	1	4
127	сознания и	1	4
128	отца с	1	4
129	в этих	5	4
130	между ними	2	4
131	в последнем	1	4
