N	3gram	Losev_Prob_1	Hudozhes
1	о том что	5	9
2	и т п	1	8
3	в то же	4	8
4	в том что	5	6
5	в самом деле	2	4
6	можно было бы	2	4
7	к тому что	1	4
8	с точки зрения	3	3
9	в этом отношении	1	3
10	но в то	1	3
11	в связи с	4	3
12	несет в себе	1	3
13	и в самом	2	3
14	тем не менее	18	3
15	как и в	1	3
16	и т д	10	3
17	только потому что	2	2
18	о том как	2	2
19	того или иного	2	2
20	что же касается	3	2
21	при встрече с	1	2
22	в первую очередь	1	2
23	до сих пор	3	2
24	то и другое	2	2
25	как раз в	1	2
26	не только в	1	2
27	так или иначе	2	2
28	связи с этим	1	2
29	не может быть	2	2
30	и это не	1	2
31	и о том	3	2
32	на то что	8	2
33	на том что	2	1
34	а между тем	1	1
35	жизни то в	1	1
36	потому что оно	2	1
37	все дело в	1	1
38	на самом деле	4	1
39	а не о	1	1
40	в этом смысле	6	1
41	здесь прежде всего	1	1
42	то же самое	9	1
43	же как и	1	1
44	не имеют никакого	1	1
45	напоминает нам о	1	1
46	и в этом	2	1
47	с с аверинцев	1	1
48	но пока еще	1	1
49	предстают перед нами	1	1
50	именно в этом	2	1
51	в таком случае	6	1
52	и в то	1	1
53	до известной степени	1	1
54	сами по себе	3	1
55	более или менее	3	1
56	что все эти	1	1
57	по своему содержанию	2	1
58	на самом же	1	1
59	того и другого	1	1
60	перед нами не	1	1
61	в это время	1	1
62	но еще и	1	1
63	вообще во всех	2	1
64	и что в	2	1
65	не чем иным	1	1
66	содержит в себе	7	1
67	не потому что	2	1
68	еще ничего не	1	1
69	именно в этой	1	1
70	в конце концов	4	1
71	а также и	2	1
72	так и в	1	1
73	имеет ничего общего	2	1
74	и потому что	1	1
75	том как он	1	1
76	требует для себя	1	1
77	за последние десятилетия	1	1
78	еще и потому	1	1
79	в том и	1	1
80	во всяком случае	3	1
81	самом же деле	1	1
82	не имеет ничего	2	1
83	не только потому	1	1
84	в данном случае	8	1
85	как будто бы	1	1
86	чем иным как	1	1
87	к такого рода	1	1
88	то что мы	6	1
89	ничего общего с	7	1
90	с тем что	2	1
91	не только не	3	1
92	отношения между людьми	1	1
93	имеют никакого отношения	1	1
94	мы не знаем	1	1
95	не только от	1	1
96	теории литературы и	2	1
97	на первый взгляд	1	1
98	мы встречаемся в	1	1
99	о нем и	1	1
