N	3gram	Nazirov_Tv_1	FransuaR
1	в то же	13	6
2	то же время	12	6
3	мы уже говорили	1	5
4	на протяжении всего	2	5
5	не только в	2	5
6	до сих пор	1	4
7	на первом плане	2	3
8	в xix веке	1	3
9	но в то	4	3
10	с одной стороны	1	3
11	о том что	5	3
12	с другой стороны	1	3
13	можно сказать что	2	2
14	в году в	2	2
15	имеем в виду	1	2
16	в своей книге	1	2
17	только то что	1	2
18	он видит в	1	2
19	и в то	2	2
20	там же с	2	2
21	в ту эпоху	2	2
22	как бы вернулся	1	1
23	еще далеко не	1	1
24	прежде всего на	1	1
25	то есть не	2	1
26	дело в том	3	1
27	по отношению к	1	1
28	в настоящее время	1	1
29	протяжении всего романа	1	1
30	в том же	1	1
31	в одной из	2	1
32	и та же	2	1
33	в первую очередь	1	1
34	на самом же	1	1
35	но все это	1	1
36	то что в	1	1
37	время в его	1	1
38	не был так	1	1
39	уже говорили что	1	1
40	все это в	1	1
41	это прежде всего	1	1
42	таким образом и	1	1
43	в году когда	1	1
44	в конце концов	1	1
45	в году и	1	1
46	восприятие и оценку	1	1
47	в картине мира	1	1
48	и будущего в	1	1
49	не могут быть	1	1
50	одна и та	1	1
51	целый ряд других	1	1
52	бы самое время	1	1
53	и вот в	1	1
54	был как бы	1	1
55	вряд ли можно	1	1
56	в наше время	2	1
57	как бы самое	1	1
58	еще не существовало	1	1
59	на самом деле	2	1
60	более и более	1	1
61	связан с традицией	1	1
62	самом же деле	1	1
63	мы имеем в	1	1
64	он выступает против	1	1
65	то есть о	1	1
66	это как бы	3	1
67	в том что	6	1
68	как и в	1	1
69	и в ее	1	1
70	все более и	1	1
71	литературе xvii века	1	1
