N	3gram	Propp_Isto_5	formyVre
1	то же время	1	9
2	в то же	1	6
3	в связи с	4	5
4	для того чтобы	3	5
5	и в других	1	4
6	в том числе	1	4
7	по отношению к	2	3
8	до сих пор	2	3
9	мы уже говорили	1	3
10	не может быть	3	3
11	в то время	1	3
12	в другую страну	2	2
13	но все же	4	2
14	в соответствии с	1	2
15	одной стороны и	1	2
16	же как и	2	2
17	с точки зрения	1	2
18	и не только	1	2
19	в отличие от	1	2
20	наряду с этим	2	2
21	но и в	2	2
22	на другой день	1	2
23	том числе и	1	2
24	вместе с тем	6	2
25	то время как	1	2
26	так же как	3	2
27	не только в	2	2
28	с одной стороны	7	2
29	с самого начала	1	2
30	в том что	2	2
31	как и в	2	2
32	к тому времени	1	1
33	в дословном переводе	1	1
34	все это он	1	1
35	на том что	2	1
36	мы видим в	1	1
37	в виду что	1	1
38	в самом деле	1	1
39	на них а	1	1
40	здесь конечно не	1	1
41	чаще всего это	1	1
42	главным образом в	1	1
43	в зависимости от	1	1
44	как мы увидим	3	1
45	в себе и	1	1
46	с тем что	1	1
47	совершенно так же	1	1
48	большую роль в	1	1
49	которого никто не	1	1
50	в нужный момент	1	1
51	у него нет	1	1
52	в истории этого	2	1
53	в это время	2	1
54	в особенности в	2	1
55	он попадает в	1	1
56	в ту же	1	1
57	все же и	1	1
58	в данном случае	2	1
59	при помощи которой	2	1
60	в преисподнюю и	1	1
61	но вместе с	3	1
62	в таких произведениях	1	1
63	на следующий день	1	1
64	его вместе с	1	1
65	во всяком случае	1	1
66	этого мотива но	1	1
67	в частности от	1	1
68	мы уже видели	1	1
69	могут быть найдены	1	1
70	во всех этих	1	1
71	надел на себя	1	1
72	но оно уже	1	1
73	в свою очередь	1	1
74	в этом случае	7	1
75	но дело не	1	1
76	о том что	4	1
77	уже видели как	1	1
78	и приходит к	1	1
79	одна из форм	1	1
80	но наряду с	1	1
81	я вошел в	1	1
82	в частности с	1	1
83	и на ней	1	1
84	одно из древнейших	1	1
85	друг с другом	2	1
86	мы уже знаем	1	1
87	здесь как и	1	1
88	и не могло	1	1
89	мы еще не	1	1
