N	3gram	Losev_Vesc_1	FransuaR
1	в то же	1	9
2	для того чтобы	2	6
3	в том что	4	6
4	в этом отношении	1	5
5	так же как	1	4
6	до сих пор	1	3
7	и во всех	1	3
8	потому что она	1	2
9	то же самое	1	2
10	в чем же	3	2
11	дело в том	2	2
12	как и во	1	2
13	с точки зрения	3	2
14	они вовсе не	1	2
15	можно было бы	1	2
16	и не в	1	2
17	о том как	1	2
18	в данном случае	2	2
19	в то время	1	2
20	можно говорить о	2	2
21	не может быть	6	2
22	нужно сказать что	1	2
23	можно сказать что	3	2
24	у нее нет	1	2
25	хотя бы в	2	2
26	мы видим что	1	2
27	друг с другом	1	2
28	здесь как и	1	2
29	в отрыве от	2	2
30	и того же	1	1
31	что иное как	7	1
32	да и в	1	1
33	ни о чем	1	1
34	в той или	2	1
35	мы видим таким	1	1
36	и когда она	2	1
37	в самом деле	4	1
38	как раз и	1	1
39	в ней есть	1	1
40	она сама себя	1	1
41	ни в коем	1	1
42	он и не	1	1
43	на самом же	1	1
44	независимо от того	1	1
45	в основе своей	2	1
46	мы видели что	1	1
47	вместе с тем	1	1
48	не будет уже	1	1
49	в коем случае	1	1
50	и в частности	1	1
51	в себе в	2	1
52	в самом начале	1	1
53	между собою и	2	1
54	собою и с	1	1
55	о чем не	1	1
56	в одном случае	1	1
57	и существенный смысл	1	1
58	самом же деле	1	1
59	все то что	1	1
60	в одном и	1	1
61	есть не что	5	1
62	от адама и	1	1
63	мы не можем	1	1
64	не что иное	7	1
65	от того что	1	1
66	мы уже сказали	1	1
67	со всем окружающим	1	1
68	в свою очередь	4	1
69	о том что	4	1
70	ту же самую	1	1
71	и в самом	1	1
72	видим таким образом	1	1
73	адама и евы	1	1
74	одного и того	1	1
75	тем не менее	3	1
76	что и в	1	1
77	только тогда когда	2	1
78	как мы говорили	1	1
79	так и ее	1	1
