N	3gram	Potebnia_M_2	Tvorches
1	в то же	2	13
2	то же время	2	12
3	в том что	7	6
4	о том что	1	5
5	дело в том	1	3
6	с самого начала	2	3
7	это как бы	1	3
8	то есть не	3	2
9	на самом деле	2	2
10	в наше время	1	2
11	и т п	3	2
12	по крайней мере	5	2
13	в каждом человеке	1	2
14	тем не менее	5	2
15	и в свою	4	1
16	потому что не	1	1
17	но только не	1	1
18	прежде всего на	1	1
19	и того же	6	1
20	нам кажется что	2	1
21	что же касается	1	1
22	далеко не сразу	1	1
23	это не противоречит	1	1
24	до сих пор	4	1
25	и в других	1	1
26	сами по себе	7	1
27	в отличие от	1	1
28	друг на друга	1	1
29	не могут быть	3	1
30	то что в	2	1
31	бы то ни	1	1
32	заключает в себе	4	1
33	к мысли о	1	1
34	то и другое	4	1
35	вместе с тем	1	1
36	не то что	1	1
37	и тем не	1	1
38	бы и в	1	1
39	что оно не	1	1
40	он вовсе не	1	1
41	то все это	1	1
42	могут быть названы	1	1
43	то ни было	1	1
44	с одной стороны	3	1
45	самого начала и	1	1
46	и как бы	1	1
47	между человеком и	1	1
48	в связи с	1	1
49	что у него	1	1
50	но эти слова	1	1
51	вряд ли можно	1	1
52	имеет место в	1	1
53	так можно выразиться	1	1
54	не повторяет в	1	1
55	то к чему	1	1
56	в свою очередь	6	1
57	и в самом	1	1
58	очень важную роль	1	1
59	мысли и не	1	1
60	с другой стороны	2	1
61	одного и того	6	1
62	что в душе	2	1
63	что в каждом	1	1
64	но это не	1	1
65	как и в	1	1
66	если так можно	1	1
67	и т д	3	1
