N	2gram	Bakhtin_sl_2	Narrotol
1	не только	24	31
2	но и	21	27
3	и не	22	23
4	при этом	7	19
5	может быть	37	15
6	в качестве	1	14
7	в частности	1	14
8	как и	6	13
9	а не	14	13
10	а в	4	13
11	в этом	16	12
12	только в	5	12
13	и в	39	11
14	в данном	2	11
15	и его	33	10
16	то есть	26	9
17	то что	2	9
18	то же	4	8
19	не может	20	8
20	в том	5	8
21	уже не	5	8
22	и т.п	2	8
23	но в	6	7
24	том что	5	7
25	на протяжении	2	7
26	у него	3	7
27	в самом	1	6
28	не в	9	6
29	в этой	1	6
30	в себе	2	6
31	об этом	1	6
32	в его	7	6
33	как бы	7	6
34	один из	5	6
35	как раз	1	6
36	или в	2	6
37	а также	3	6
38	жизни и	6	6
39	между двумя	1	5
40	и на	4	5
41	той или	5	5
42	перед нами	3	5
43	так и	15	5
44	точки зрения	8	5
45	в своей	1	5
46	можно сказать	1	5
47	точка зрения	2	5
48	действующих лиц	2	5
49	еще не	7	4
50	с его	7	4
51	но не	6	4
52	как в	13	4
53	все же	6	4
54	хотя и	2	4
55	в нем	19	4
56	в мире	1	4
57	по себе	5	4
58	и тем	1	4
59	в одном	2	4
60	в то	4	4
61	одна из	4	4
62	того чтобы	2	4
63	никогда не	7	4
64	в сознании	1	4
65	к себе	1	4
66	в ней	3	4
67	так в	2	4
68	о том	2	4
69	же время	4	4
70	а во	1	4
71	к нему	3	4
72	в литературе	1	4
73	того что	1	4
74	для него	7	4
75	слова в	13	4
76	или иной	5	4
77	прежде всего	8	4
78	мира в	1	4
79	чужого слова	40	4
80	этом и	1	4
81	однако и	1	4
82	как известно	1	3
83	речь идет	1	3
84	также и	2	3
85	идет о	1	3
86	мы не	2	3
87	он сам	1	3
88	но как	2	3
89	в противовес	2	3
90	в своем	6	3
91	и как	3	3
92	в целом	1	3
93	в нашем	2	3
94	но именно	1	3
95	он не	2	3
96	для того	2	3
97	и с	9	3
98	это не	5	3
99	кругозора и	1	3
100	в слове	6	3
101	не всегда	2	3
102	еще раз	3	3
103	и ее	1	3
104	тем не	1	3
105	однако в	2	3
106	не менее	4	3
107	этом отношении	3	3
108	и о	1	3
109	еще в	1	3
110	о нем	2	3
111	обращается к	1	3
112	лишь в	3	3
113	между тем	3	3
114	что он	2	3
115	в состав	3	3
116	по отношению	4	3
117	в пространстве	1	3
118	может служить	1	3
119	именно в	2	3
120	не было	2	3
121	из участников	1	3
122	как это	3	3
123	не является	1	3
124	и все	5	3
125	отношению к	4	3
126	героя в	3	3
127	что в	3	3
128	в сфере	2	2
129	своего и	2	2
130	в зависимости	4	2
131	всех его	3	2
132	язык как	3	2
133	героя но	1	2
134	и для	5	2
135	высказывания в	1	2
136	в сущности	6	2
137	и чужого	2	2
138	зависимости от	4	2
139	между собой	1	2
140	в чем	3	2
141	чем это	1	2
142	отличие от	13	2
143	в едином	1	2
144	отнюдь не	1	2
145	в той	4	2
146	если она	3	2
147	сознания в	1	2
148	та же	1	2
149	роль в	2	2
150	на то	1	2
151	так сказать	6	2
152	и еще	1	2
153	одно и	1	2
154	человека в	5	2
155	а его	1	2
156	входит в	4	2
157	это было	1	2
158	и иных	4	2
159	также не	1	2
160	все равно	1	2
161	этого не	1	2
162	в этих	7	2
163	в отличие	12	2
164	сих пор	2	2
165	через посредство	1	2
166	она не	6	2
167	национального языка	3	2
168	дело в	2	2
169	дело не	1	2
170	ничего не	1	2
171	связи с	3	2
172	не столь	1	2
173	не слышит	1	2
174	оно не	8	2
175	как мы	7	2
176	с ее	2	2
177	свою очередь	2	2
178	здесь не	4	2
179	другой стороны	1	2
180	в пределах	13	2
181	с языком	2	2
182	особенно в	2	2
183	с ним	7	2
184	точек зрения	3	2
185	за пределами	1	2
186	никак не	1	2
187	до сих	2	2
188	с другой	5	2
189	нас в	1	2
190	тем или	1	2
191	в форме	2	2
192	и только	1	2
193	от этих	1	2
194	же в	1	2
195	большей или	1	2
196	с ними	5	2
197	дело с	4	2
198	всяком случае	2	2
199	значимость и	1	2
200	где они	2	2
201	себя в	8	2
202	только на	1	2
203	до конца	17	2
204	его и	2	2
205	сами по	1	2
206	в конце	1	2
207	к ним	1	2
208	не о	1	2
209	друг друга	1	2
210	мы можем	1	2
211	в особенности	3	2
212	нами не	1	2
213	и даже	7	2
214	в области	2	2
215	в результате	2	2
216	она в	1	2
217	как у	1	2
218	и притом	1	2
219	что не	1	2
220	героя и	5	2
221	а на	1	2
222	зависит от	1	2
223	могут служить	1	2
224	вместе с	2	2
225	к его	2	2
226	установкой на	3	2
227	да и	1	2
228	слов в	2	2
229	быть и	3	2
230	в связи	2	2
231	и от	3	2
232	она может	2	2
233	или иным	1	2
234	с установкой	3	2
235	но зато	1	2
236	хотя бы	3	2
237	жизни в	2	2
238	в романе	46	2
239	сказать что	3	2
240	в свою	3	2
241	все что	2	2
242	в таком	4	2
243	во всяком	3	2
244	и наиболее	1	1
245	человеческой речи	2	1
246	и т	35	1
247	одним из	2	1
248	не знаем	2	1
249	не остается	1	1
250	это и	2	1
251	почти каждого	2	1
252	высказывания происходит	1	1
253	и есть	1	1
254	но главное	1	1
255	и до	1	1
256	разделяется на	1	1
257	речь здесь	1	1
258	синтаксической и	1	1
259	мы уже	2	1
260	например в	5	1
261	не приходится	3	1
262	мир не	1	1
263	языковыми аристократами	1	1
264	он как	1	1
265	слова о	2	1
266	чужих высказываний	1	1
267	слово не	1	1
268	быть в	1	1
269	обращении с	1	1
270	установки на	1	1
271	ответы на	1	1
272	в различных	2	1
273	тем как	1	1
274	бы она	1	1
275	и главное	1	1
276	различия между	1	1
277	или ближе	1	1
278	человек при	1	1
279	социального охвата	1	1
280	значение и	1	1
281	которую она	1	1
282	не все	2	1
283	отношение к	4	1
284	слова героя	1	1
285	его на	1	1
286	с этим	2	1
287	так можно	1	1
288	на иные	1	1
289	исторической жизни	3	1
290	не два	1	1
291	диалогическое понимание	1	1
292	целый ряд	1	1
293	и наконец	5	1
294	и к	6	1
295	это то	1	1
296	и многообразно	1	1
297	что слово	1	1
298	за собой	1	1
299	для которого	1	1
300	шире и	1	1
301	чужих слов	6	1
302	на территории	2	1
303	приводит к	1	1
304	как он	2	1
305	но на	1	1
306	человек не	1	1
307	чужое слово	10	1
308	именно этим	1	1
309	лишится своего	1	1
310	что она	1	1
311	т д	2	1
312	оно в	1	1
313	борьба своего	1	1
314	как с	2	1
315	зрения здесь	1	1
316	в корне	1	1
317	одном высказывании	1	1
318	которое может	1	1
319	его от	3	1
320	целом как	1	1
321	и по	1	1
322	людей и	2	1
323	в нее	2	1
324	разноречивое становление	1	1
325	таким образом	8	1
326	но все	5	1
327	значительной степени	6	1
328	значение в	2	1
329	той же	3	1
330	или целиком	2	1
331	них не	1	1
332	однако такая	1	1
333	глубокий и	1	1
334	нашем случае	1	1
335	говорить не	1	1
336	его в	4	1
337	напряженное взаимодействие	3	1
338	с другими	4	1
339	языками отмирающими	1	1
340	сознание может	1	1
341	и отдельные	1	1
342	что неизбежно	1	1
343	широтою социального	1	1
344	и бывшими	1	1
345	это ее	1	1
346	но уже	1	1
347	он является	1	1
348	далеко не	2	1
349	на основании	1	1
350	если во	1	1
351	и само	2	1
352	его напротив	1	1
353	мы видели	2	1
354	ведет к	1	1
355	может идти	1	1
356	автора и	2	1
357	в один	1	1
358	нисколько не	1	1
359	говорящего как	3	1
360	здесь она	1	1
361	диалог в	2	1
362	или менее	2	1
363	его нельзя	1	1
364	или точнее	1	1
365	не подвергается	1	1
366	неразрывно связано	1	1
367	с точки	3	1
368	в их	2	1
369	и языка	4	1
370	часто не	1	1
371	себе а	1	1
372	от его	1	1
373	должны были	1	1
374	точку зрения	3	1
375	будущими и	1	1
376	но во	1	1
377	иных форм	1	1
378	в смысловом	2	1
379	на языке	1	1
380	она или	1	1
381	для нее	1	1
382	языки более	1	1
383	даже в	2	1
384	окружающей действительности	1	1
385	как будет	1	1
386	главным объектом	1	1
387	так как	4	1
388	до известной	1	1
389	или социальной	1	1
390	освободиться от	1	1
391	текста и	1	1
392	того как	2	1
393	но такая	1	1
394	чтобы стать	1	1
395	и автор	1	1
396	и уже	1	1
397	здесь может	1	1
398	к подлинному	1	1
399	для всех	4	1
400	слова как	2	1
401	аристократами языковыми	1	1
402	по своей	1	1
403	во всем	4	1
404	как не	1	1
405	из существенных	1	1
406	только с	2	1
407	становление кишащее	1	1
408	и со	1	1
409	в мировой	2	1
410	могут быть	7	1
411	отличается от	2	1
412	для развития	1	1
413	на самый	1	1
414	не предполагает	1	1
415	подчеркнуть что	2	1
416	если же	1	1
417	должен быть	2	1
418	значение это	1	1
419	в виду	1	1
420	говорит и	2	1
421	как по	1	1
422	для всего	1	1
423	в более	2	1
424	языковыми парвеню	1	1
425	слова а	1	1
426	и сам	1	1
427	в другом	2	1
428	исторически реален	1	1
429	не с	3	1
430	территории почти	1	1
431	смысловых и	2	1
432	мог бы	1	1
433	на которую	1	1
434	речь как	1	1
435	с собой	1	1
436	в окружающей	1	1
437	имеет дело	2	1
438	во второй	1	1
439	не исчерпывается	1	1
440	поэтому в	1	1
441	взаимодействие и	2	1
442	входит и	1	1
443	и вся	1	1
444	и здесь	2	1
445	косвенной речи	1	1
446	голос в	1	1
447	определенным образом	1	1
448	идеологической сферой	1	1
449	для нас	5	1
450	самому себе	1	1
451	в значительной	6	1
452	к слову	1	1
453	не умеет	1	1
454	героя до	1	1
455	во всех	12	1
456	нем не	1	1
457	социальный человек	1	1
458	нуждается в	2	1
459	что и	3	1
460	в художественной	1	1
461	также в	1	1
462	все время	1	1
463	здесь выступает	1	1
464	человека как	1	1
465	к ней	2	1
466	слова во	1	1
467	в риторике	4	1
468	в него	7	1
469	с той	1	1
470	в формах	1	1
471	в двух	1	1
472	к различным	2	1
473	речь о	2	1
474	одной из	1	1
475	мы увидим	2	1
476	иной идеологической	1	1
477	правда и	2	1
478	бесчисленными претендентами	1	1
479	до нас	1	1
480	иной степени	3	1
481	между этими	1	1
482	их не	1	1
483	на мир	2	1
484	с одной	5	1
485	со всеми	2	1
486	как разноречивое	1	1
487	того же	1	1
488	на всем	1	1
489	ограниченного в	1	1
490	ряде случаев	1	1
491	уже в	2	1
492	в исторический	1	1
493	сферой применения	1	1
494	языка как	7	1
495	его углубляется	1	1
496	сказать мы	1	1
497	они неразрывно	1	1
498	или даже	3	1
499	представить себе	1	1
500	действительного смысла	1	1
501	случае не	1	1
502	с легкой	1	1
503	автор и	1	1
504	от языковой	1	1
505	тем что	1	1
506	не просто	1	1
