N	3gram	Propp_Isto_3	Hudozhes
1	о том что	2	9
2	по отношению к	2	8
3	в том что	5	6
4	можно было бы	1	4
5	в связи с	3	3
6	как и в	2	3
7	и т д	15	3
8	с точки зрения	1	3
9	тем не менее	5	3
10	так или иначе	1	2
11	том что в	2	2
12	на то что	1	2
13	не только в	1	2
14	в такой же	1	2
15	мы уже знаем	2	2
16	до сих пор	5	2
17	не может быть	1	2
18	с одной стороны	2	1
19	что у нее	1	1
20	с самого начала	1	1
21	друг с другом	1	1
22	это еще не	2	1
23	мы уже говорили	1	1
24	в своей жизни	1	1
25	не только не	2	1
26	в себя и	1	1
27	же как мы	1	1
28	друг друга и	1	1
29	отличаются друг от	1	1
30	в таком случае	1	1
31	во всяком случае	2	1
32	можно заметить что	1	1
33	она не может	1	1
34	не означает что	1	1
35	ничего общего с	1	1
36	с тем что	1	1
37	даже в самых	1	1
38	этой точки зрения	1	1
39	состоит в том	2	1
40	на самом деле	1	1
41	но в этом	1	1
42	на самом же	1	1
43	это одно из	1	1
44	сами по себе	1	1
45	уже знаем что	1	1
46	но все же	2	1
47	нет ничего удивительного	1	1
48	в данном случае	3	1
49	самом же деле	1	1
50	не только на	1	1
51	все же не	1	1
52	и так или	1	1
53	том смысле как	1	1
54	друг от друга	1	1
55	на том что	1	1
56	в свою очередь	1	1
57	что еще не	1	1
58	с этой точки	1	1
59	в том смысле	1	1
60	в другом отношении	1	1
