N	2gram	Propp_Isto_7	Dialekti
1	и не	4	30
2	т е	16	30
3	может быть	14	20
4	не только	21	19
5	и в	24	19
6	по себе	1	18
7	и т	17	17
8	в мифе	2	16
9	а не	8	16
10	т д	16	15
11	что она	5	14
12	потому что	9	14
13	то что	7	14
14	в том	7	14
15	так как	8	14
16	и даже	3	14
17	как бы	4	14
18	вовсе не	4	13
19	то же	8	12
20	точки зрения	4	12
21	не просто	2	12
22	но и	11	12
23	значит что	1	12
24	и все	6	12
25	и как	1	10
26	что это	6	10
27	в нем	6	10
28	ни в	2	10
29	как и	6	10
30	том что	10	10
31	сказать что	2	10
32	так и	5	10
33	это не	10	10
34	никогда не	4	9
35	не может	14	9
36	мы уже	4	8
37	в этом	12	8
38	в своей	1	8
39	с точки	1	8
40	не в	9	8
41	она не	2	8
42	прежде всего	2	8
43	это значит	2	8
44	и то	1	7
45	есть не	1	7
46	время как	2	7
47	сама по	1	7
48	так что	3	7
49	и к	1	7
50	должно быть	1	7
51	как это	2	7
52	только тогда	1	7
53	но что	1	7
54	как будто	1	7
55	но это	3	7
56	что в	13	7
57	я не	1	6
58	в религии	1	6
59	но не	6	6
60	что они	3	6
61	тогда когда	3	6
62	в то	2	6
63	не могу	1	6
64	и та	1	6
65	что он	21	6
66	конечно не	2	6
67	что не	2	6
68	того что	6	6
69	и может	1	6
70	есть и	4	6
71	жизни и	1	6
72	и потому	1	5
73	и это	2	5
74	должна быть	1	5
75	есть ли	1	5
76	в силу	2	5
77	в одну	2	5
78	и его	3	5
79	и с	1	5
80	о том	9	5
81	и что	10	5
82	можно сказать	1	5
83	а она	4	5
84	что и	8	5
85	с другой	9	5
86	а именно	6	5
87	и пр	1	5
88	по своему	1	5
89	только что	1	5
90	в самом	2	5
91	только в	6	5
92	и есть	1	4
93	еще не	8	4
94	самом деле	1	4
95	тут же	1	4
96	в одной	2	4
97	независимо от	1	4
98	в своем	1	4
99	все же	9	4
100	та же	2	4
101	как он	6	4
102	и если	3	4
103	при этом	4	4
104	он не	6	4
105	и вот	1	4
106	и по	3	4
107	таким образом	7	4
108	одна и	1	4
109	а потом	2	4
110	но он	2	4
111	все это	8	4
112	с ним	5	4
113	не нуждается	1	4
114	связи с	3	4
115	в таком	1	4
116	не могут	2	4
117	это конечно	2	4
118	без всякого	2	4
119	в ее	2	4
120	и когда	2	4
121	ясно что	1	4
122	в другом	1	4
123	все на	1	4
124	к нему	7	4
125	и только	1	4
126	во времени	1	4
127	вопрос об	1	4
128	уже в	3	4
129	ни с	2	4
130	то время	2	4
131	от того	1	4
132	в связи	2	4
133	хотя бы	1	4
134	а в	10	4
135	другой стороны	8	4
136	же как	4	3
137	искусство и	1	3
138	как мы	3	3
139	этого нет	1	3
140	что если	1	3
141	вопрос о	3	3
142	что иное	1	3
143	оно есть	1	3
144	в чем	5	3
145	а только	1	3
146	себе и	3	3
147	в этой	1	3
148	с этим	2	3
149	кроме того	3	3
150	от этого	1	3
151	после этого	3	3
152	всех этих	6	3
153	есть та	1	3
154	же не	1	3
